id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,15811,382,0,1628,12,2,1978,14.9695
2,2986,6053,0,433,12,1,1978,14.9695
3,21595,519,0,1717,12,2,1978,14.9695
4,2230,7845,0,1416,12,1,1978,14.9695
5,1012,2674,0,1630,12,1,1978,14.9695
6,22637,4167,0,1854,12,2,1978,14.9695
7,21949,497,0,412,12,2,1978,14.9695
8,18422,7334,0,1505,12,2,1978,14.9695
9,6898,9915,0,1840,12,1,1978,14.9695
10,4317,3633,0,953,12,1,1978,14.9695
11,9926,10642,0,1790,12,1:2,1978,14.9695
12,19511,7233,0,995,12,2,1978,14.9695
13,12978,5169,0,1963,12,2:1,1978,14.9695
14,15953,10643,0,1492,12,2,1978,14.9695
15,772,694,0,1135,12,1,1978,14.9695
16,19909,1633,0,1874,12,2,1978,14.9695
17,10247,11590,0,1386,12,1,1978,14.9695
18,13906,5538,0,490,12,2:1,1978,14.9695
19,19920,4563,0,579,12,2,1978,14.9695
20,15963,3553,0,598,12,2,1978,14.9695
21,8564,7968,0,1200,12,1:2,1978,14.9695
22,17650,7444,0,718,12,2,1978,14.9695
23,17050,10783,0,1421,12,2,1978,14.9695
24,9050,11299,0,1569,12,1,1978,14.9695
25,16995,1099,0,1234,12,2,1978,14.9695
26,12357,5668,0,83,12,2:1,1978,14.9695
27,5772,9251,0,888,12,1,1978,14.9695
28,12724,7527,0,1234,12,2:1,1978,14.9695
29,4555,7156,0,180,12,1,1978,14.9695
30,17900,749,0,379,12,2,1978,14.9695
31,22675,8580,0,46,12,2,1978,14.9695
32,4580,8404,0,1552,12,1,1978,14.9695
33,6757,10336,0,192,12,1,1978,14.9695
34,20133,8002,0,1376,12,2,1978,14.9695
35,4971,1271,0,1596,12,1,1978,14.9695
36,12,4797,0,1021,12,1,1978,14.9695
37,18707,8203,0,664,12,2,1978,14.9695
38,12858,96,0,1503,12,2:1,1978,14.9695
39,554,7478,0,753,12,1,1978,14.9695
40,17399,2710,0,636,12,2,1978,14.9695
41,22409,119,0,421,12,2,1978,14.9695
42,23243,447,0,1881,12,2,1978,14.9695
43,4010,5581,0,82,12,1,1978,14.9695
44,9251,5261,0,31,12,1:2,1978,14.9695
45,20617,11626,0,1670,12,2,1978,14.9695
46,10379,6380,0,677,12,1:2,1978,14.9695
47,12965,4937,0,1609,12,2:1,1978,14.9695
48,4142,7862,0,144,12,1,1978,14.9695
49,3129,10707,0,494,12,1,1978,14.9695
50,1744,4909,0,193,12,1,1978,14.9695
51,10983,12025,0,939,12,1:2,1978,14.9695
52,1290,6272,0,216,12,1,1978,14.9695
53,16503,7131,0,888,12,2,1978,14.9695
54,23014,9409,0,1222,12,2,1978,14.9695
55,18106,10033,0,1936,12,2,1978,14.9695
56,19907,179,0,720,12,2,1978,14.9695
57,23135,6116,0,1042,12,2,1978,14.9695
58,22403,2310,0,532,12,2,1978,14.9695
59,12956,272,0,1282,12,2:1,1978,14.9695
60,5557,3814,0,775,12,1,1978,14.9695
61,11093,10877,0,1365,12,1:2,1978,14.9695
62,8946,5327,0,106,12,1:2,1978,14.9695
63,1902,9948,0,471,12,1,1978,14.9695
64,2872,3691,0,313,12,1,1978,14.9695
65,5824,4950,0,1394,12,1,1978,14.9695
66,18814,11734,0,1955,12,2,1978,14.9695
67,11160,12019,0,859,12,1:2,1978,14.9695
68,13253,518,0,1203,12,2,1978,14.9695
69,1096,9251,0,923,12,1,1978,14.9695
70,20318,2029,0,296,12,2,1978,14.9695
71,18662,8015,0,1562,12,2,1978,14.9695
72,1543,9407,0,1689,12,1,1978,14.9695
73,23230,10330,0,1570,12,2,1978,14.9695
74,8246,2243,0,271,12,1,1978,14.9695
75,23435,11168,0,1784,12,2,1978,14.9695
76,8803,4158,0,1750,12,1:2,1978,14.9695
77,13465,7963,0,173,12,2:1,1978,14.9695
78,2896,6790,0,311,12,1,1978,14.9695
79,3371,6969,0,1073,12,1,1978,14.9695
80,17367,928,0,71,12,2,1978,14.9695
81,3395,10499,0,258,12,1,1978,14.9695
82,5208,7052,0,1660,12,1,1978,14.9695
83,3854,5684,0,588,12,1,1978,14.9695
84,9221,8118,0,519,12,1:2,1978,14.9695
85,13564,6022,0,1165,12,2:1,1978,14.9695
86,12317,6559,0,614,12,2:1,1978,14.9695
87,19539,3860,0,1943,12,2,1978,14.9695
88,20703,3558,0,652,12,2,1978,14.9695
89,479,2057,0,428,12,1,1978,14.9695
90,20422,5117,0,299,12,2,1978,14.9695
91,7961,2262,0,308,12,1,1978,14.9695
92,5167,7589,0,1332,12,1,1978,14.9695
93,2653,301,0,1055,12,1,1978,14.9695
94,13958,5085,0,1380,12,2:1,1978,14.9695
95,7566,10780,0,356,12,1,1978,14.9695
96,19936,1185,0,1191,12,2,1978,14.9695
97,16527,4082,0,493,12,2,1978,14.9695
98,18949,7744,0,1704,12,2,1978,14.9695
99,2840,528,0,366,12,1,1978,14.9695
100,3343,9087,0,1978,12,1,1978,14.9695
101,17544,3789,0,1944,12,2,1978,14.9695
102,15685,10429,0,149,12,2,1978,14.9695
103,11608,1121,0,587,12,2:1,1978,14.9695
104,22989,11230,0,976,12,2,1978,14.9695
105,10053,11867,0,1728,12,1,1978,14.9695
106,6453,12051,0,1165,12,1,1978,14.9695
107,9479,353,0,748,12,1,1978,14.9695
108,14041,6887,0,1608,12,2:1,1978,14.9695
109,2505,4168,0,400,12,1,1978,14.9695
110,11818,5217,0,1627,12,2:1,1978,14.9695
111,3897,8480,0,1455,12,1,1978,14.9695
112,343,8979,0,1531,12,1,1978,14.9695
113,14929,5772,0,693,12,2:1,1978,14.9695
114,5850,7053,0,1444,12,1,1978,14.9695
115,4902,10072,0,1602,12,1,1978,14.9695
116,1490,9540,0,632,12,1,1978,14.9695
117,10487,11400,0,1560,12,1:2,1978,14.9695
118,10580,8199,0,284,12,1:2,1978,14.9695
119,11379,5744,0,1471,12,1:2,1978,14.9695
120,14213,9916,0,1817,12,2:1,1978,14.9695
121,22923,648,0,345,12,2,1978,14.9695
122,17635,10521,0,1609,12,2,1978,14.9695
123,22910,1445,0,1902,12,2,1978,14.9695
124,17738,1463,0,1596,12,2,1978,14.9695
125,2694,6982,0,34,12,1,1978,14.9695
126,17287,704,0,1650,12,2,1978,14.9695
127,3852,8196,0,1567,12,1,1978,14.9695
128,17371,10196,0,1142,12,2,1978,14.9695
129,9275,4215,0,112,12,1:2,1978,14.9695
130,19840,3780,0,1623,12,2,1978,14.9695
131,3689,4635,0,1969,12,1,1978,14.9695
132,6739,10106,0,1160,12,1,1978,14.9695
133,19448,6393,0,1027,12,2,1978,14.9695
134,23035,12062,0,1857,12,2,1978,14.9695
135,5167,8591,0,757,12,1,1978,14.9695
136,7065,8528,0,1040,12,1,1978,14.9695
137,8075,6741,0,633,12,1,1978,14.9695
138,12229,2425,0,447,12,2:1,1978,14.9695
139,14715,7498,0,1899,12,2:1,1978,14.9695
140,4589,8523,0,290,12,1,1978,14.9695
141,22087,5648,0,1580,12,2,1978,14.9695
142,20311,11052,0,1913,12,2,1978,14.9695
143,20363,6277,0,1090,12,2,1978,14.9695
144,249,3521,0,1754,12,1,1978,14.9695
145,434,8500,0,1461,12,1,1978,14.9695
146,19113,11034,0,1659,12,2,1978,14.9695
147,16683,2709,0,192,12,2,1978,14.9695
148,20953,1331,0,1259,12,2,1978,14.9695
149,2780,3435,0,1401,12,1,1978,14.9695
150,5449,5482,0,1042,12,1,1978,14.9695
151,23077,11244,0,347,12,2,1978,14.9695
152,21056,4546,0,763,12,2,1978,14.9695
153,439,9472,0,312,12,1,1978,14.9695
154,21835,6766,0,1116,12,2,1978,14.9695
155,13457,2931,0,729,12,2:1,1978,14.9695
156,5751,3794,0,501,12,1,1978,14.9695
157,2310,7624,0,1881,12,1,1978,14.9695
158,7847,8188,0,544,12,1,1978,14.9695
159,11761,4670,0,1082,12,2:1,1978,14.9695
160,15060,11727,0,1074,12,2,1978,14.9695
161,5476,6450,0,1834,12,1,1978,14.9695
162,12708,6490,0,15,12,2:1,1978,14.9695
163,13827,6403,0,1206,12,2:1,1978,14.9695
164,8698,9293,0,1520,12,1,1978,14.9695
165,225,5196,0,1804,12,1,1978,14.9695
166,632,10741,0,277,12,1,1978,14.9695
167,6017,10140,0,521,12,1,1978,14.9695
168,1514,11804,0,1800,12,1,1978,14.9695
169,4954,11002,0,1132,12,1,1978,14.9695
170,5148,5539,0,245,12,1,1978,14.9695
171,16288,2098,0,1050,12,2,1978,14.9695
172,91,4466,0,56,12,1,1978,14.9695
173,6189,9315,0,1799,12,1,1978,14.9695
174,7793,6063,0,529,12,1,1978,14.9695
175,14218,2489,0,89,12,2:1,1978,14.9695
176,3509,5957,0,1169,12,1,1978,14.9695
177,14216,3622,0,841,12,2:1,1978,14.9695
178,13442,7421,0,12,12,2:1,1978,14.9695
179,9255,6858,0,104,12,1:2,1978,14.9695
180,18372,10079,0,980,12,2,1978,14.9695
181,10687,200,0,1396,12,1:2,1978,14.9695
182,829,1646,0,591,12,1,1978,14.9695
183,22685,8405,0,1916,12,2,1978,14.9695
184,19195,1057,0,565,12,2,1978,14.9695
185,21153,5951,0,1272,12,2,1978,14.9695
186,3478,3710,0,317,12,1,1978,14.9695
187,18048,9427,0,578,12,2,1978,14.9695
188,20275,177,0,176,12,2,1978,14.9695
189,21505,5324,0,778,12,2,1978,14.9695
190,678,7829,0,194,12,1,1978,14.9695
191,21425,6399,0,1811,12,2,1978,14.9695
192,2625,6637,0,1039,12,1,1978,14.9695
193,6170,5478,0,20,12,1,1978,14.9695
194,15987,4622,0,1215,12,2,1978,14.9695
195,23413,6209,0,703,12,2,1978,14.9695
196,11084,4189,0,248,12,1:2,1978,14.9695
197,15559,4412,0,1317,12,2,1978,14.9695
198,16101,644,0,672,12,2,1978,14.9695
199,9957,9819,0,318,12,1:2,1978,14.9695
200,20961,335,0,1642,12,2,1978,14.9695
201,6590,3928,0,57,12,1,1978,14.9695
202,17707,1843,0,502,12,2,1978,14.9695
203,2943,4234,0,1025,12,1,1978,14.9695
