id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,736,32,0,102,12,1,800,14.9695,1456.749
2,9310,10122,0,228,12,1,800,14.9695,2003.701
3,6814,6345,0,790,12,1,800,14.9695,6945.614
4,6486,3450,0,371,12,1,800,14.9695,2456.275
5,2354,1004,0,555,12,1,800,14.9695,4637.835
6,4315,3364,0,700,12,1,800,14.9695,4553.115
7,5685,5490,0,289,12,1,800,14.9695,3668.203
8,8290,10082,0,472,12,1,800,14.9695,4375.381
9,6923,12310,0,798,12,1,800,14.9695,2829.101
10,5605,844,0,324,12,1,800,14.9695,1573.115
11,11583,5002,0,134,12,1,800,14.9695,739.027
12,2956,11530,0,534,12,1,800,14.9695,4941.721
13,6016,11353,0,520,12,1,800,14.9695,6171.946
14,8738,10299,0,541,12,1,800,14.9695,862.790
15,6444,925,0,438,12,1,800,14.9695,5470.855
16,11194,7903,0,271,12,1,800,14.9695,1905.831
17,4068,7467,0,31,12,1,800,14.9695,87.566
18,11285,8105,0,311,12,1,800,14.9695,3871.286
19,2767,2299,0,518,12,1,800,14.9695,2630.243
20,1315,2856,0,788,12,1,800,14.9695,10254.975
21,5490,6409,0,15,12,1,800,14.9695,98.427
22,5681,8270,0,502,12,1,800,14.9695,1961.871
23,6652,619,0,182,12,1,800,14.9695,1465.466
24,10117,1201,0,52,12,1,800,14.9695,521.896
25,7744,9898,0,624,12,1,800,14.9695,7157.707
26,9995,8720,0,191,12,1,800,14.9695,2428.450
27,6099,6988,0,37,12,1,800,14.9695,213.831
28,4777,5068,0,73,12,1,800,14.9695,208.681
29,10740,4856,0,158,12,1,800,14.9695,1897.223
30,45,7214,0,729,12,1,800,14.9695,4019.488
31,8744,9891,0,137,12,1,800,14.9695,58.814
32,955,9190,0,14,12,1,800,14.9695,65.858
33,5671,8873,0,649,12,1,800,14.9695,9137.781
34,5884,9294,0,633,12,1,800,14.9695,3835.692
35,9715,3895,0,143,12,1,800,14.9695,738.154
36,11694,12072,0,783,12,1,800,14.9695,2912.783
37,8275,301,0,230,12,1,800,14.9695,2096.354
38,4514,9978,0,556,12,1,800,14.9695,3293.073
39,6947,8487,0,457,12,1,800,14.9695,6213.651
40,6287,10127,0,588,12,1,800,14.9695,6998.210
41,4593,11490,0,29,12,1,800,14.9695,160.159
42,11061,2127,0,727,12,1,800,14.9695,8329.022
43,6626,2482,0,532,12,1,800,14.9695,5460.460
44,4015,5049,0,678,12,1,800,14.9695,569.435
45,7505,4589,0,264,12,1,800,14.9695,2332.926
46,12082,7647,0,112,12,1,800,14.9695,216.057
47,795,1226,0,363,12,1,800,14.9695,2909.658
48,11817,5906,0,578,12,1,800,14.9695,5223.021
49,9891,3656,0,334,12,1,800,14.9695,102.551
50,7160,6082,0,598,12,1,800,14.9695,1469.020
51,5273,6627,0,650,12,1,800,14.9695,7927.638
52,2592,10820,0,218,12,1,800,14.9695,2905.678
53,5783,10356,0,321,12,1,800,14.9695,1903.752
54,5654,1577,0,710,12,1,800,14.9695,7862.523
55,7151,6699,0,76,12,1,800,14.9695,320.513
56,10859,4554,0,272,12,1,800,14.9695,1109.854
57,3894,4718,0,96,12,1,800,14.9695,1108.203
58,10203,3704,0,247,12,1,800,14.9695,2833.237
59,1567,10507,0,238,12,1,800,14.9695,2652.584
60,3873,5189,0,140,12,1,800,14.9695,1941.683
61,11169,6278,0,68,12,1,800,14.9695,426.950
62,4147,10150,0,528,12,1,800,14.9695,4619.141
63,3568,3587,0,604,12,1,800,14.9695,3703.401
64,7002,7595,0,499,12,1,800,14.9695,2880.323
65,7680,5014,0,337,12,1,800,14.9695,2405.322
66,9126,7853,0,799,12,1,800,14.9695,1236.459
67,9471,2698,0,758,12,1,800,14.9695,8720.579
68,4903,8159,0,476,12,1,800,14.9695,1612.643
69,377,942,0,208,12,1,800,14.9695,2948.441
70,636,666,0,383,12,1,800,14.9695,3567.426
71,6252,6619,0,386,12,1,800,14.9695,5081.949
72,1708,603,0,42,12,1,800,14.9695,205.318
73,10456,11878,0,125,12,1,800,14.9695,1794.612
74,10116,10734,0,517,12,1,800,14.9695,4310.755
75,2212,8833,0,716,12,1,800,14.9695,2298.144
76,11466,1601,0,192,12,1,800,14.9695,543.238
77,6583,10158,0,339,12,1,800,14.9695,1191.407
78,529,7760,0,93,12,1,800,14.9695,129.041
79,11815,7637,0,745,12,1,800,14.9695,4562.542
80,10107,2742,0,487,12,1,800,14.9695,6331.139
81,11476,9201,0,321,12,1,800,14.9695,767.982
82,9946,5554,0,728,12,1,800,14.9695,5789.343
83,9748,5699,0,759,12,1,800,14.9695,2236.403
84,7347,9632,0,47,12,1,800,14.9695,634.989
85,4445,2875,0,44,12,1,800,14.9695,124.251
86,9994,4205,0,527,12,1,800,14.9695,7502.079
87,2794,7344,0,7,12,1,800,14.9695,35.141
88,2752,9189,0,397,12,1,800,14.9695,5517.287
89,1682,5742,0,411,12,1,800,14.9695,6006.547
90,5725,2326,0,607,12,1,800,14.9695,2096.018
91,3738,9453,0,542,12,1,800,14.9695,4800.177
92,9235,11492,0,265,12,1,800,14.9695,2744.954
93,8596,5893,0,323,12,1,800,14.9695,1159.325
94,9385,3952,0,510,12,1,800,14.9695,7113.116
95,9214,7561,0,68,12,1,800,14.9695,842.234
96,6522,7844,0,771,12,1,800,14.9695,1854.513
97,3615,231,0,326,12,1,800,14.9695,2707.739
98,1202,12317,0,696,12,1,800,14.9695,2947.878
99,7280,6315,0,267,12,1,800,14.9695,3244.987
100,2992,12103,0,695,12,1,800,14.9695,7586.146
101,3864,3362,0,7,12,1,800,14.9695,50.468
102,4603,3039,0,211,12,1,800,14.9695,525.782
103,7080,10845,0,438,12,1,800,14.9695,5202.894
104,3904,7757,0,269,12,1,800,14.9695,3634.676
105,11876,5819,0,457,12,1,800,14.9695,3616.682
106,5056,6671,0,17,12,1,800,14.9695,86.146
107,4773,11047,0,468,12,1,800,14.9695,3522.428
108,1817,4098,0,754,12,1,800,14.9695,8034.032
109,2626,8467,0,699,12,1,800,14.9695,9075.608
110,11735,4715,0,729,12,1,800,14.9695,1899.385
111,6301,2770,0,640,12,1,800,14.9695,9060.322
112,3414,12198,0,433,12,1,800,14.9695,4523.817
113,8696,6139,0,180,12,1,800,14.9695,1254.111
114,902,2814,0,578,12,1,800,14.9695,3675.692
115,3674,3885,0,192,12,1,800,14.9695,1937.696
116,6047,5439,0,21,12,1,800,14.9695,82.498
117,9099,2482,0,142,12,1,800,14.9695,839.825
118,4303,10950,0,126,12,1,800,14.9695,1548.977
119,7957,10972,0,537,12,1,800,14.9695,2470.810
120,7445,3831,0,457,12,1,800,14.9695,3081.966
121,8623,2917,0,414,12,1,800,14.9695,3414.006
122,11757,9666,0,605,12,1,800,14.9695,2169.554
123,9773,11280,0,195,12,1,800,14.9695,127.523
124,4473,3883,0,4,12,1,800,14.9695,37.819
125,9670,10845,0,721,12,1,800,14.9695,7904.397
126,3088,9011,0,178,12,1,800,14.9695,678.534
127,154,630,0,66,12,1,800,14.9695,875.525
128,9537,9307,0,770,12,1,800,14.9695,5996.083
129,4856,9857,0,800,12,1,800,14.9695,10444.791
130,160,5894,0,98,12,1,800,14.9695,1022.125
131,10209,1490,0,465,12,1,800,14.9695,6123.875
132,7446,12053,0,437,12,1,800,14.9695,1571.710
133,8998,6637,0,651,12,1,800,14.9695,5084.306
134,7651,6746,0,549,12,1,800,14.9695,5671.980
135,11801,7876,0,50,12,1,800,14.9695,416.359
136,12102,11006,0,642,12,1,800,14.9695,541.950
137,199,11992,0,552,12,1,800,14.9695,8122.438
138,12170,1093,0,163,12,1,800,14.9695,1939.713
139,3046,957,0,786,12,1,800,14.9695,7269.439
140,7259,4088,0,96,12,1,800,14.9695,133.120
141,10607,10821,0,535,12,1,800,14.9695,2971.506
142,4024,1153,0,227,12,1,800,14.9695,906.366
143,2440,734,0,740,12,1,800,14.9695,2992.225
144,7303,1240,0,229,12,1,800,14.9695,2232.915
145,5427,6602,0,184,12,1,800,14.9695,2491.393
146,3274,5284,0,168,12,1,800,14.9695,865.207
147,953,12150,0,599,12,1,800,14.9695,191.435
148,10435,12297,0,458,12,1,800,14.9695,5831.865
149,2948,2102,0,640,12,1,800,14.9695,1085.448
150,8157,202,0,724,12,1,800,14.9695,9141.916
151,8826,11796,0,269,12,1,800,14.9695,3873.702
152,11098,4938,0,760,12,1,800,14.9695,9075.645
153,7206,1549,0,62,12,1,800,14.9695,861.963
154,3457,1393,0,644,12,1,800,14.9695,5864.670
155,8262,8256,0,321,12,1,800,14.9695,2364.572
156,5174,4793,0,569,12,1,800,14.9695,220.178
157,1614,11133,0,72,12,1,800,14.9695,167.810
158,3368,12248,0,415,12,1,800,14.9695,2321.844
159,11032,8914,0,53,12,1,800,14.9695,698.161
160,11109,10899,0,322,12,1,800,14.9695,4375.368
161,3649,7782,0,306,12,1,800,14.9695,1350.085
162,6831,6659,0,777,12,1,800,14.9695,10378.896
163,3813,3899,0,100,12,1,800,14.9695,1018.085
164,2440,3465,0,449,12,1,800,14.9695,2901.130
165,11259,7382,0,387,12,1,800,14.9695,833.406
166,1432,9064,0,58,12,1,800,14.9695,124.347
167,6292,9601,0,662,12,1,800,14.9695,5760.455
168,11661,3808,0,2,12,1,800,14.9695,7.096
169,5503,12345,0,245,12,1,800,14.9695,1394.464
170,10673,3214,0,746,12,1,800,14.9695,7434.145
171,6298,785,0,352,12,1,800,14.9695,2404.379
172,8688,9455,0,602,12,1,800,14.9695,1988.848
173,9537,4148,0,441,12,1,800,14.9695,4382.166
174,460,10200,0,290,12,1,800,14.9695,2731.917
175,11383,7730,0,32,12,1,800,14.9695,89.711
176,4322,4802,0,386,12,1,800,14.9695,5019.900
177,3704,8247,0,69,12,1,800,14.9695,970.203
178,10249,3396,0,727,12,1,800,14.9695,5372.389
179,8133,11863,0,270,12,1,800,14.9695,610.695
180,6638,10752,0,318,12,1,800,14.9695,2486.532
181,8028,5528,0,542,12,1,800,14.9695,5029.013
182,3727,8058,0,561,12,1,800,14.9695,6761.609
183,2726,11279,0,484,12,1,800,14.9695,1031.550
184,7311,5324,0,330,12,1,800,14.9695,699.182
185,11147,11300,0,154,12,1,800,14.9695,1471.661
186,8189,9630,0,714,12,1,800,14.9695,1317.362
187,3188,6200,0,130,12,1,800,14.9695,389.751
188,4462,11331,0,305,12,1,800,14.9695,704.529
189,12080,112,0,57,12,1,800,14.9695,99.072
190,11521,12121,0,627,12,1,800,14.9695,7062.707
191,7964,8154,0,47,12,1,800,14.9695,83.405
192,3558,5987,0,40,12,1,800,14.9695,347.921
193,10295,2353,0,671,12,1,800,14.9695,2375.998
194,1701,9299,0,514,12,1,800,14.9695,1462.949
195,7353,9101,0,700,12,1,800,14.9695,1275.367
196,8926,4138,0,503,12,1,800,14.9695,3507.250
197,3100,9607,0,355,12,1,800,14.9695,2988.090
198,11063,3024,0,627,12,1,800,14.9695,5260.124
199,523,4914,0,105,12,1,800,14.9695,649.171
200,11406,6584,0,787,12,1,800,14.9695,10673.754
201,4645,5568,0,638,12,1,800,14.9695,8537.337
202,10050,4618,0,756,12,1,800,14.9695,10052.056
203,641,11678,0,543,12,1,800,14.9695,7436.747
204,7662,8250,0,566,12,1,800,14.9695,2384.447
205,5855,8308,0,591,12,1,800,14.9695,7319.511
206,8219,1582,0,282,12,1,800,14.9695,1099.457
207,2177,6688,0,471,12,1,800,14.9695,3582.022
208,8498,252,0,320,12,1,800,14.9695,3879.073
209,1598,8121,0,341,12,1,800,14.9695,1726.662
210,2822,10147,0,35,12,1,800,14.9695,447.600
211,10442,11679,0,264,12,1,800,14.9695,718.711
212,5901,8420,0,37,12,1,800,14.9695,63.101
213,9209,541,0,295,12,1,800,14.9695,2951.940
214,7580,8456,0,10,12,1,800,14.9695,53.145
215,7653,624,0,334,12,1,800,14.9695,3275.826
216,6291,12279,0,137,12,1,800,14.9695,759.192
217,5714,12002,0,626,12,1,800,14.9695,4976.421
218,8986,12033,0,12,12,1,800,14.9695,133.302
219,503,2377,0,531,12,1,800,14.9695,7172.092
220,2876,4812,0,562,12,1,800,14.9695,6546.596
221,291,11495,0,522,12,1,800,14.9695,7265.272
222,8711,5761,0,31,12,1,800,14.9695,174.085
223,2698,4981,0,570,12,1,800,14.9695,5170.149
224,4293,10164,0,113,12,1,800,14.9695,543.737
225,12033,6968,0,543,12,1,800,14.9695,3184.911
226,8057,11964,0,613,12,1,800,14.9695,321.453
227,3265,8855,0,89,12,1,800,14.9695,64.812
228,9321,10538,0,238,12,1,800,14.9695,881.318
229,1112,311,0,151,12,1,800,14.9695,603.531
230,60,5002,0,695,12,1,800,14.9695,8556.603
231,6525,8869,0,611,12,1,800,14.9695,2656.616
232,3745,5011,0,262,12,1,800,14.9695,2239.051
233,9191,1214,0,228,12,1,800,14.9695,1623.335
234,5693,5489,0,64,12,1,800,14.9695,294.428
235,1372,11069,0,388,12,1,800,14.9695,3300.397
236,10911,3779,0,213,12,1,800,14.9695,1732.718
237,10924,7158,0,327,12,1,800,14.9695,367.481
238,11881,12359,0,694,12,1,800,14.9695,3852.896
239,4734,6054,0,602,12,1,800,14.9695,4648.677
240,5093,1392,0,453,12,1,800,14.9695,961.042
241,5734,1421,0,351,12,1,800,14.9695,663.616
242,6003,11111,0,79,12,1,800,14.9695,270.487
243,4791,8604,0,520,12,1,800,14.9695,7293.025
244,10524,11957,0,79,12,1,800,14.9695,417.593
245,11635,12011,0,470,12,1,800,14.9695,1315.379
246,8964,1358,0,283,12,1,800,14.9695,3198.553
247,4021,10862,0,463,12,1,800,14.9695,5483.536
248,5379,11347,0,556,12,1,800,14.9695,7479.553
249,4466,1122,0,710,12,1,800,14.9695,1065.304
250,11543,10263,0,456,12,1,800,14.9695,5524.566
251,9849,11573,0,275,12,1,800,14.9695,1461.677
252,3196,2128,0,314,12,1,800,14.9695,1956.272
253,9101,10036,0,694,12,1,800,14.9695,1196.084
254,4296,7236,0,717,12,1,800,14.9695,3198.413
255,404,5023,0,98,12,1,800,14.9695,788.301
256,2302,5395,0,715,12,1,800,14.9695,10367.215
257,3572,5812,0,418,12,1,800,14.9695,414.696
258,8419,7880,0,423,12,1,800,14.9695,2179.552
259,1722,4548,0,337,12,1,800,14.9695,138.885
260,8750,6414,0,655,12,1,800,14.9695,2686.522
261,6734,12388,0,262,12,1,800,14.9695,1567.035
262,9110,7735,0,169,12,1,800,14.9695,230.168
263,904,7220,0,604,12,1,800,14.9695,8922.400
264,2402,3585,0,582,12,1,800,14.9695,638.116
265,9732,9602,0,734,12,1,800,14.9695,1835.198
266,1971,7053,0,105,12,1,800,14.9695,561.672
267,4645,8193,0,205,12,1,800,14.9695,958.300
268,8957,9065,0,451,12,1,800,14.9695,5561.053
269,1083,8303,0,770,12,1,800,14.9695,9641.832
270,1590,1192,0,365,12,1,800,14.9695,4243.316
271,4315,8544,0,729,12,1,800,14.9695,4068.269
272,4218,8234,0,469,12,1,800,14.9695,6304.317
273,6983,10262,0,216,12,1,800,14.9695,2094.346
274,8495,11768,0,616,12,1,800,14.9695,2149.970
275,11093,5074,0,72,12,1,800,14.9695,494.146
276,8155,1472,0,123,12,1,800,14.9695,1117.278
277,10252,5672,0,730,12,1,800,14.9695,3674.076
278,4618,10237,0,439,12,1,800,14.9695,4317.429
279,11028,4282,0,122,12,1,800,14.9695,1295.861
280,11385,721,0,665,12,1,800,14.9695,5337.953
281,451,8277,0,152,12,1,800,14.9695,159.182
282,1289,4067,0,210,12,1,800,14.9695,351.001
283,8657,10495,0,78,12,1,800,14.9695,283.709
284,2479,6672,0,455,12,1,800,14.9695,6221.389
285,2608,220,0,433,12,1,800,14.9695,3110.321
286,9668,6443,0,17,12,1,800,14.9695,138.421
287,7318,1739,0,202,12,1,800,14.9695,2031.813
288,6986,6750,0,232,12,1,800,14.9695,1065.315
289,7310,4944,0,649,12,1,800,14.9695,4770.149
290,5499,430,0,358,12,1,800,14.9695,1589.092
291,11397,6470,0,778,12,1,800,14.9695,9736.071
292,6257,9638,0,173,12,1,800,14.9695,2435.723
293,2939,981,0,199,12,1,800,14.9695,2094.678
294,11224,4382,0,390,12,1,800,14.9695,2103.867
295,11623,5718,0,326,12,1,800,14.9695,2957.169
296,4097,2518,0,800,12,1,800,14.9695,10205.367
297,7282,12400,0,250,12,1,800,14.9695,3351.848
298,6635,8989,0,465,12,1,800,14.9695,5250.911
299,11485,6591,0,427,12,1,800,14.9695,146.332
300,1510,2281,0,326,12,1,800,14.9695,1210.331
301,2439,12244,0,450,12,1,800,14.9695,2960.429
302,9529,7715,0,42,12,1,800,14.9695,350.318
303,9100,656,0,4,12,1,800,14.9695,32.456
304,6040,6388,0,175,12,1,800,14.9695,2444.581
305,11234,6954,0,608,12,1,800,14.9695,6264.334
306,10838,4459,0,216,12,1,800,14.9695,1826.370
307,8871,10062,0,201,12,1,800,14.9695,2422.724
308,7522,1374,0,152,12,1,800,14.9695,1054.125
