id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,6516,16572,0,120,12,3,346,14.9695
2,9204,9669,0,10,12,1:3:4:2,346,14.9695
3,12059,13510,0,174,12,4:3,346,14.9695
4,15864,4904,0,246,12,2,346,14.9695
5,15628,8126,0,101,12,2:4,346,14.9695
6,11889,21903,0,135,12,4:3,346,14.9695
7,361,10370,0,316,12,1:3,346,14.9695
8,20130,13206,0,212,12,4:2,346,14.9695
9,11330,7433,0,140,12,1:2,346,14.9695
10,8207,17475,0,88,12,3:4,346,14.9695
11,9213,20293,0,122,12,3:4,346,14.9695
12,6772,5235,0,71,12,1,346,14.9695
13,12053,14482,0,261,12,4:3,346,14.9695
14,7981,11857,0,303,12,3:1:4,346,14.9695
15,9941,5033,0,141,12,1:2,346,14.9695
16,14719,15627,0,146,12,4,346,14.9695
17,6943,2589,0,340,12,1,346,14.9695
18,17901,19275,0,131,12,4,346,14.9695
19,11659,15882,0,24,12,4:3,346,14.9695
20,18251,12275,0,70,12,4:2,346,14.9695
21,10139,11015,0,241,12,1:4:3:2,346,14.9695
22,14660,15241,0,334,12,4,346,14.9695
23,6481,21129,0,101,12,3,346,14.9695
24,14978,15650,0,201,12,4,346,14.9695
25,17472,19185,0,232,12,4,346,14.9695
26,13509,9472,0,170,12,2:4:1,346,14.9695
27,7174,20101,0,265,12,3,346,14.9695
28,10160,19459,0,265,12,3:4,346,14.9695
29,16593,2509,0,178,12,2,346,14.9695
30,3614,20310,0,152,12,3,346,14.9695
31,2999,18352,0,257,12,3,346,14.9695
32,14251,7491,0,191,12,2:4:1,346,14.9695
33,7698,6249,0,3,12,1,346,14.9695
34,4814,1328,0,275,12,1,346,14.9695
35,14898,6022,0,73,12,2:1,346,14.9695
36,488,21223,0,145,12,3,346,14.9695
37,660,2467,0,92,12,1,346,14.9695
38,13793,8958,0,3,12,2:4:1,346,14.9695
39,20686,7525,0,197,12,2,346,14.9695
40,14462,7150,0,128,12,2:4:1,346,14.9695
41,14458,10271,0,110,12,2:4,346,14.9695
42,10136,16611,0,340,12,3:4,346,14.9695
43,14719,20331,0,143,12,4,346,14.9695
44,18392,1587,0,282,12,2,346,14.9695
45,7939,7267,0,322,12,1,346,14.9695
46,6172,2315,0,210,12,1,346,14.9695
47,11664,8932,0,86,12,1:2:4,346,14.9695
48,11351,4352,0,98,12,1:2,346,14.9695
49,7936,2143,0,16,12,1,346,14.9695
