id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,2405,9643,0,188,12,1,249,14.9695
2,15124,7394,0,163,12,2,249,14.9695
3,16759,6382,0,189,12,2,249,14.9695
4,5565,8922,0,220,12,1,249,14.9695
5,12826,4834,0,122,12,2:1,249,14.9695
6,21471,2730,0,179,12,2,249,14.9695
7,447,9565,0,205,12,1,249,14.9695
8,3240,2874,0,96,12,1,249,14.9695
9,1306,1573,0,121,12,1,249,14.9695
10,7465,6989,0,8,12,1,249,14.9695
11,6205,3384,0,40,12,1,249,14.9695
12,23350,7077,0,155,12,2,249,14.9695
13,19282,11791,0,3,12,2,249,14.9695
14,2855,8356,0,136,12,1,249,14.9695
15,6207,8145,0,8,12,1,249,14.9695
16,9899,3271,0,41,12,1:2,249,14.9695
17,968,2145,0,214,12,1,249,14.9695
18,7973,11633,0,91,12,1,249,14.9695
19,6344,7211,0,201,12,1,249,14.9695
20,6375,40,0,78,12,1,249,14.9695
21,7393,4558,0,58,12,1,249,14.9695
22,21147,8322,0,116,12,2,249,14.9695
23,4072,722,0,165,12,1,249,14.9695
24,16932,7910,0,169,12,2,249,14.9695
25,15500,5575,0,29,12,2,249,14.9695
26,19393,4415,0,87,12,2,249,14.9695
27,1612,3541,0,19,12,1,249,14.9695
28,20647,9764,0,118,12,2,249,14.9695
29,8988,3186,0,171,12,1:2,249,14.9695
30,43,4696,0,46,12,1,249,14.9695
31,17856,11490,0,93,12,2,249,14.9695
32,22006,9780,0,89,12,2,249,14.9695
33,22935,6607,0,33,12,2,249,14.9695
34,6799,8770,0,124,12,1,249,14.9695
35,12329,1721,0,244,12,2:1,249,14.9695
36,4375,249,0,113,12,1,249,14.9695
37,21519,3480,0,42,12,2,249,14.9695
38,12845,6496,0,77,12,2:1,249,14.9695
39,1791,3897,0,121,12,1,249,14.9695
40,152,8554,0,179,12,1,249,14.9695
41,9479,3912,0,84,12,1:2,249,14.9695
42,1568,2002,0,14,12,1,249,14.9695
43,8419,11904,0,92,12,1,249,14.9695
44,12265,4929,0,245,12,2:1,249,14.9695
45,10410,8499,0,41,12,1:2,249,14.9695
46,2928,6444,0,215,12,1,249,14.9695
47,11725,7491,0,246,12,2:1,249,14.9695
48,20199,1815,0,25,12,2,249,14.9695
49,22189,7793,0,98,12,2,249,14.9695
50,15364,1802,0,168,12,2,249,14.9695
51,13792,1492,0,85,12,2:1,249,14.9695
52,22011,6751,0,104,12,2,249,14.9695
53,10993,6596,0,169,12,1:2,249,14.9695
54,3295,3084,0,181,12,1,249,14.9695
55,19269,3356,0,147,12,2,249,14.9695
56,18110,10534,0,26,12,2,249,14.9695
57,14031,9316,0,61,12,2:1,249,14.9695
58,12011,2555,0,46,12,2:1,249,14.9695
59,11394,10432,0,21,12,1:2,249,14.9695
60,4701,1641,0,34,12,1,249,14.9695
61,16444,11616,0,161,12,2,249,14.9695
62,22169,9057,0,14,12,2,249,14.9695
63,21166,9742,0,217,12,2,249,14.9695
64,18401,8119,0,207,12,2,249,14.9695
65,10972,11336,0,43,12,1:2,249,14.9695
66,13172,3285,0,168,12,2:1,249,14.9695
67,8130,5536,0,110,12,1,249,14.9695
68,1734,714,0,57,12,1,249,14.9695
69,3134,9214,0,106,12,1,249,14.9695
70,14692,5607,0,91,12,2:1,249,14.9695
71,9141,10438,0,181,12,1,249,14.9695
72,9153,2179,0,197,12,1:2,249,14.9695
73,11461,6106,0,166,12,1:2,249,14.9695
74,2313,2823,0,204,12,1,249,14.9695
75,576,8537,0,111,12,1,249,14.9695
76,21237,6569,0,232,12,2,249,14.9695
77,10728,804,0,24,12,1:2,249,14.9695
78,4128,10913,0,60,12,1,249,14.9695
79,2320,7638,0,53,12,1,249,14.9695
80,13697,1497,0,198,12,2:1,249,14.9695
81,6490,9640,0,202,12,1,249,14.9695
82,18898,6289,0,136,12,2,249,14.9695
83,8592,10356,0,51,12,1,249,14.9695
84,10373,11634,0,71,12,1:2,249,14.9695
85,1948,8503,0,130,12,1,249,14.9695
86,6089,4539,0,182,12,1,249,14.9695
87,9475,9380,0,169,12,1:2,249,14.9695
88,18764,8892,0,13,12,2,249,14.9695
89,4895,5100,0,87,12,1,249,14.9695
90,5223,9030,0,3,12,1,249,14.9695
91,6256,2440,0,171,12,1,249,14.9695
92,5221,8000,0,50,12,1,249,14.9695
93,18584,4044,0,139,12,2,249,14.9695
94,23254,3975,0,168,12,2,249,14.9695
95,14361,8656,0,46,12,2:1,249,14.9695
96,19776,6160,0,192,12,2,249,14.9695
97,3017,10841,0,41,12,1,249,14.9695
98,1961,7252,0,65,12,1,249,14.9695
99,7765,11238,0,56,12,1,249,14.9695
100,19716,1536,0,147,12,2,249,14.9695
101,21772,5491,0,131,12,2,249,14.9695
102,21738,6145,0,154,12,2,249,14.9695
103,4859,5531,0,135,12,1,249,14.9695
104,12211,1289,0,38,12,2:1,249,14.9695
105,8918,4115,0,138,12,1:2,249,14.9695
106,17291,95,0,159,12,2,249,14.9695
107,14962,1596,0,80,12,2,249,14.9695
108,4804,2035,0,130,12,1,249,14.9695
109,20518,8102,0,161,12,2,249,14.9695
110,4243,5866,0,198,12,1,249,14.9695
111,20950,6591,0,83,12,2,249,14.9695
112,22269,5016,0,144,12,2,249,14.9695
113,21710,10067,0,45,12,2,249,14.9695
114,11629,11797,0,11,12,1:2,249,14.9695
115,20774,1262,0,229,12,2,249,14.9695
116,21960,4300,0,229,12,2,249,14.9695
117,23098,10614,0,159,12,2,249,14.9695
118,9578,2712,0,131,12,1:2,249,14.9695
119,14042,308,0,151,12,2,249,14.9695
120,17480,6332,0,153,12,2,249,14.9695
121,17720,281,0,157,12,2,249,14.9695
122,9278,995,0,31,12,1,249,14.9695
123,18427,8862,0,204,12,2,249,14.9695
124,12405,8277,0,77,12,2:1,249,14.9695
125,4057,8520,0,85,12,1,249,14.9695
126,5126,627,0,66,12,1,249,14.9695
127,9918,5600,0,10,12,1:2,249,14.9695
128,20582,6602,0,174,12,2,249,14.9695
129,9606,3097,0,199,12,1:2,249,14.9695
130,14576,2182,0,224,12,2,249,14.9695
131,11996,11867,0,148,12,2:1,249,14.9695
132,4174,1105,0,20,12,1,249,14.9695
133,10129,11921,0,154,12,1,249,14.9695
134,8088,5086,0,30,12,1,249,14.9695
135,23365,10591,0,212,12,2,249,14.9695
136,19370,8249,0,161,12,2,249,14.9695
137,12707,6742,0,78,12,2:1,249,14.9695
138,4941,3945,0,140,12,1,249,14.9695
139,16571,10068,0,109,12,2,249,14.9695
140,795,9210,0,76,12,1,249,14.9695
141,21453,1285,0,66,12,2,249,14.9695
142,17257,5927,0,85,12,2,249,14.9695
143,902,2906,0,241,12,1,249,14.9695
144,11419,3353,0,22,12,1:2,249,14.9695
145,1939,7463,0,241,12,1,249,14.9695
146,17465,10269,0,113,12,2,249,14.9695
147,8718,3447,0,216,12,1:2,249,14.9695
148,1997,10951,0,39,12,1,249,14.9695
149,18809,6513,0,37,12,2,249,14.9695
150,12635,2205,0,140,12,2:1,249,14.9695
151,17173,8879,0,12,12,2,249,14.9695
152,3643,7993,0,224,12,1,249,14.9695
153,3461,4428,0,114,12,1,249,14.9695
154,17593,11587,0,106,12,2,249,14.9695
155,8455,3972,0,221,12,1:2,249,14.9695
156,18607,4859,0,196,12,2,249,14.9695
157,20536,4544,0,235,12,2,249,14.9695
158,9246,11382,0,130,12,1,249,14.9695
159,15337,5534,0,26,12,2,249,14.9695
160,6776,5794,0,34,12,1,249,14.9695
161,7087,5615,0,178,12,1,249,14.9695
162,11545,6913,0,147,12,1:2,249,14.9695
163,19969,7645,0,84,12,2,249,14.9695
164,17995,2084,0,38,12,2,249,14.9695
165,20109,649,0,102,12,2,249,14.9695
166,5896,8609,0,110,12,1,249,14.9695
167,8990,11274,0,19,12,1,249,14.9695
168,14405,5346,0,174,12,2:1,249,14.9695
169,20644,7091,0,82,12,2,249,14.9695
170,8223,9043,0,135,12,1,249,14.9695
171,3228,1555,0,177,12,1,249,14.9695
172,18011,5970,0,123,12,2,249,14.9695
173,3045,80,0,129,12,1,249,14.9695
174,7861,2416,0,223,12,1,249,14.9695
175,14856,4761,0,18,12,2:1,249,14.9695
176,8928,4629,0,239,12,1:2,249,14.9695
177,9254,8857,0,75,12,1:2,249,14.9695
178,4760,1514,0,206,12,1,249,14.9695
179,13347,9758,0,163,12,2:1,249,14.9695
180,16220,5122,0,191,12,2,249,14.9695
181,22851,10634,0,71,12,2,249,14.9695
182,508,5250,0,47,12,1,249,14.9695
183,18634,728,0,167,12,2,249,14.9695
184,23508,6573,0,89,12,2,249,14.9695
185,17192,1159,0,170,12,2,249,14.9695
186,8134,1678,0,179,12,1,249,14.9695
187,9793,4831,0,126,12,1:2,249,14.9695
188,14277,5210,0,59,12,2:1,249,14.9695
189,4536,9521,0,2,12,1,249,14.9695
190,6777,11427,0,119,12,1,249,14.9695
191,4941,11146,0,151,12,1,249,14.9695
192,17611,10028,0,140,12,2,249,14.9695
193,11596,11699,0,172,12,1:2,249,14.9695
194,15960,9766,0,107,12,2,249,14.9695
195,18823,6898,0,230,12,2,249,14.9695
196,13255,10456,0,26,12,2:1,249,14.9695
197,21342,6063,0,2,12,2,249,14.9695
198,4500,159,0,163,12,1,249,14.9695
199,7405,9137,0,151,12,1,249,14.9695
200,15778,9056,0,70,12,2,249,14.9695
201,20739,2881,0,144,12,2,249,14.9695
202,969,10300,0,145,12,1,249,14.9695
203,21134,11597,0,128,12,2,249,14.9695
204,645,6789,0,193,12,1,249,14.9695
205,14246,3521,0,109,12,2:1,249,14.9695
206,15517,2284,0,3,12,2,249,14.9695
207,40,9067,0,206,12,1,249,14.9695
208,352,4922,0,231,12,1,249,14.9695
209,4177,8310,0,124,12,1,249,14.9695
210,16042,11869,0,120,12,2,249,14.9695
211,21885,12106,0,82,12,2,249,14.9695
212,1215,6472,0,195,12,1,249,14.9695
213,21260,5195,0,179,12,2,249,14.9695
214,18866,1143,0,223,12,2,249,14.9695
215,11180,5271,0,61,12,1:2,249,14.9695
216,9227,5457,0,217,12,1:2,249,14.9695
217,6807,11845,0,83,12,1,249,14.9695
218,3693,1705,0,182,12,1,249,14.9695
219,12538,6154,0,94,12,2:1,249,14.9695
220,18015,10655,0,232,12,2,249,14.9695
221,5599,7876,0,112,12,1,249,14.9695
222,295,10150,0,118,12,1,249,14.9695
223,21271,9388,0,28,12,2,249,14.9695
224,12582,2587,0,191,12,2:1,249,14.9695
225,20816,2148,0,61,12,2,249,14.9695
226,13179,2529,0,146,12,2:1,249,14.9695
227,10286,1738,0,54,12,1:2,249,14.9695
228,371,8738,0,218,12,1,249,14.9695
229,9862,11682,0,25,12,1,249,14.9695
230,14647,5043,0,113,12,2:1,249,14.9695
231,20386,6314,0,182,12,2,249,14.9695
232,21153,8011,0,198,12,2,249,14.9695
233,4844,4235,0,152,12,1,249,14.9695
234,3963,2679,0,137,12,1,249,14.9695
235,14532,8172,0,61,12,2:1,249,14.9695
236,21658,10176,0,30,12,2,249,14.9695
237,3752,9032,0,209,12,1,249,14.9695
238,1362,10916,0,20,12,1,249,14.9695
239,12016,9835,0,125,12,2:1,249,14.9695
240,15930,6094,0,99,12,2,249,14.9695
241,7676,8349,0,202,12,1,249,14.9695
242,16071,4284,0,230,12,2,249,14.9695
243,3553,2441,0,154,12,1,249,14.9695
244,23447,2913,0,225,12,2,249,14.9695
245,19731,3879,0,10,12,2,249,14.9695
246,23194,11653,0,152,12,2,249,14.9695
247,17847,11016,0,132,12,2,249,14.9695
248,21274,2730,0,60,12,2,249,14.9695
249,3580,2732,0,117,12,1,249,14.9695
250,10985,8479,0,201,12,1:2,249,14.9695
251,21137,2761,0,84,12,2,249,14.9695
252,7050,166,0,138,12,1,249,14.9695
253,9577,5393,0,47,12,1:2,249,14.9695
254,898,1938,0,125,12,1,249,14.9695
255,9498,4210,0,65,12,1:2,249,14.9695
256,23487,3197,0,223,12,2,249,14.9695
257,15684,6544,0,21,12,2,249,14.9695
258,8999,8085,0,23,12,1:2,249,14.9695
259,9469,11190,0,12,12,1,249,14.9695
260,743,4800,0,133,12,1,249,14.9695
