id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,2405,9643,0,188,12,1,249,14.9695,2496.456
2,15124,7394,0,163,12,2,249,14.9695,1512.286
3,16759,6382,0,189,12,2,249,14.9695,127.586
4,5565,8922,0,220,12,1,249,14.9695,2301.304
5,12826,4834,0,122,12,2:1,249,14.9695,1199.826
6,21471,2730,0,179,12,2,249,14.9695,1365.950
7,447,9565,0,205,12,1,249,14.9695,754.587
8,3240,2874,0,96,12,1,249,14.9695,186.492
9,1306,1573,0,121,12,1,249,14.9695,867.792
10,7465,6989,0,8,12,1,249,14.9695,81.896
11,6205,3384,0,40,12,1,249,14.9695,523.258
12,23350,7077,0,155,12,2,249,14.9695,1640.202
13,19282,11791,0,3,12,2,249,14.9695,27.044
14,2855,8356,0,136,12,1,249,14.9695,1913.617
15,6207,8145,0,8,12,1,249,14.9695,57.002
16,9899,3271,0,41,12,1:2,249,14.9695,186.667
17,968,2145,0,214,12,1,249,14.9695,486.144
18,7973,11633,0,91,12,1,249,14.9695,358.628
19,6344,7211,0,201,12,1,249,14.9695,2889.121
20,6375,40,0,78,12,1,249,14.9695,214.986
21,7393,4558,0,58,12,1,249,14.9695,155.263
22,21147,8322,0,116,12,2,249,14.9695,187.720
23,4072,722,0,165,12,1,249,14.9695,1168.566
24,16932,7910,0,169,12,2,249,14.9695,103.303
25,15500,5575,0,29,12,2,249,14.9695,132.950
26,19393,4415,0,87,12,2,249,14.9695,709.932
27,1612,3541,0,19,12,1,249,14.9695,133.334
28,20647,9764,0,118,12,2,249,14.9695,1129.325
29,8988,3186,0,171,12,1:2,249,14.9695,1579.673
30,43,4696,0,46,12,1,249,14.9695,153.467
31,17856,11490,0,93,12,2,249,14.9695,511.095
32,22006,9780,0,89,12,2,249,14.9695,1127.692
33,22935,6607,0,33,12,2,249,14.9695,329.653
34,6799,8770,0,124,12,1,249,14.9695,1474.467
35,12329,1721,0,244,12,2:1,249,14.9695,3545.951
36,4375,249,0,113,12,1,249,14.9695,1089.057
37,21519,3480,0,42,12,2,249,14.9695,477.160
38,12845,6496,0,77,12,2:1,249,14.9695,83.704
39,1791,3897,0,121,12,1,249,14.9695,1329.661
40,152,8554,0,179,12,1,249,14.9695,2112.101
41,9479,3912,0,84,12,1:2,249,14.9695,1116.902
42,1568,2002,0,14,12,1,249,14.9695,174.294
43,8419,11904,0,92,12,1,249,14.9695,533.891
44,12265,4929,0,245,12,2:1,249,14.9695,2830.512
45,10410,8499,0,41,12,1:2,249,14.9695,481.947
46,2928,6444,0,215,12,1,249,14.9695,979.562
47,11725,7491,0,246,12,2:1,249,14.9695,2369.419
48,20199,1815,0,25,12,2,249,14.9695,205.424
49,22189,7793,0,98,12,2,249,14.9695,1232.431
50,15364,1802,0,168,12,2,249,14.9695,1674.526
51,13792,1492,0,85,12,2:1,249,14.9695,1198.153
52,22011,6751,0,104,12,2,249,14.9695,1511.267
53,10993,6596,0,169,12,1:2,249,14.9695,1831.310
54,3295,3084,0,181,12,1,249,14.9695,2149.319
55,19269,3356,0,147,12,2,249,14.9695,522.657
56,18110,10534,0,26,12,2,249,14.9695,97.783
57,14031,9316,0,61,12,2:1,249,14.9695,814.271
58,12011,2555,0,46,12,2:1,249,14.9695,423.705
59,11394,10432,0,21,12,1:2,249,14.9695,136.606
60,4701,1641,0,34,12,1,249,14.9695,412.425
61,16444,11616,0,161,12,2,249,14.9695,1076.164
62,22169,9057,0,14,12,2,249,14.9695,112.658
63,21166,9742,0,217,12,2,249,14.9695,2121.118
64,18401,8119,0,207,12,2,249,14.9695,393.453
65,10972,11336,0,43,12,1:2,249,14.9695,526.919
66,13172,3285,0,168,12,2:1,249,14.9695,2178.176
67,8130,5536,0,110,12,1,249,14.9695,1173.754
68,1734,714,0,57,12,1,249,14.9695,506.006
69,3134,9214,0,106,12,1,249,14.9695,1223.919
70,14692,5607,0,91,12,2:1,249,14.9695,911.843
71,9141,10438,0,181,12,1,249,14.9695,1248.911
72,9153,2179,0,197,12,1:2,249,14.9695,1191.410
73,11461,6106,0,166,12,1:2,249,14.9695,2364.723
74,2313,2823,0,204,12,1,249,14.9695,2109.916
75,576,8537,0,111,12,1,249,14.9695,739.141
76,21237,6569,0,232,12,2,249,14.9695,1981.637
77,10728,804,0,24,12,1:2,249,14.9695,180.501
78,4128,10913,0,60,12,1,249,14.9695,76.391
79,2320,7638,0,53,12,1,249,14.9695,51.105
80,13697,1497,0,198,12,2:1,249,14.9695,2615.257
81,6490,9640,0,202,12,1,249,14.9695,520.905
82,18898,6289,0,136,12,2,249,14.9695,1935.234
83,8592,10356,0,51,12,1,249,14.9695,649.356
84,10373,11634,0,71,12,1:2,249,14.9695,105.383
85,1948,8503,0,130,12,1,249,14.9695,1764.081
86,6089,4539,0,182,12,1,249,14.9695,1415.980
87,9475,9380,0,169,12,1:2,249,14.9695,1244.914
88,18764,8892,0,13,12,2,249,14.9695,53.250
89,4895,5100,0,87,12,1,249,14.9695,337.747
90,5223,9030,0,3,12,1,249,14.9695,1.185
91,6256,2440,0,171,12,1,249,14.9695,245.686
92,5221,8000,0,50,12,1,249,14.9695,152.778
93,18584,4044,0,139,12,2,249,14.9695,399.141
94,23254,3975,0,168,12,2,249,14.9695,2087.291
95,14361,8656,0,46,12,2:1,249,14.9695,386.555
96,19776,6160,0,192,12,2,249,14.9695,2251.217
97,3017,10841,0,41,12,1,249,14.9695,478.565
98,1961,7252,0,65,12,1,249,14.9695,3.044
99,7765,11238,0,56,12,1,249,14.9695,495.791
100,19716,1536,0,147,12,2,249,14.9695,174.350
101,21772,5491,0,131,12,2,249,14.9695,1447.059
102,21738,6145,0,154,12,2,249,14.9695,1427.033
103,4859,5531,0,135,12,1,249,14.9695,917.408
104,12211,1289,0,38,12,2:1,249,14.9695,80.999
105,8918,4115,0,138,12,1:2,249,14.9695,643.577
106,17291,95,0,159,12,2,249,14.9695,1789.613
107,14962,1596,0,80,12,2,249,14.9695,452.861
108,4804,2035,0,130,12,1,249,14.9695,835.427
109,20518,8102,0,161,12,2,249,14.9695,49.319
110,4243,5866,0,198,12,1,249,14.9695,1978.081
111,20950,6591,0,83,12,2,249,14.9695,941.489
112,22269,5016,0,144,12,2,249,14.9695,1781.637
113,21710,10067,0,45,12,2,249,14.9695,567.830
