id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,1743,3265,0,145,12,1,200,14.9695,977.196
2,4627,2041,0,5,12,1,200,14.9695,27.076
3,8604,6850,0,47,12,1,200,14.9695,100.777
4,4471,4444,0,106,12,1,200,14.9695,1038.180
5,1456,9791,0,38,12,1,200,14.9695,472.139
6,2868,105,0,112,12,1,200,14.9695,794.211
7,6568,12391,0,102,12,1,200,14.9695,684.736
8,7372,6318,0,53,12,1,200,14.9695,141.986
9,7875,1865,0,81,12,1,200,14.9695,229.139
10,6785,6776,0,63,12,1,200,14.9695,380.908
11,11878,4158,0,196,12,1,200,14.9695,2727.335
12,4283,2918,0,7,12,1,200,14.9695,42.832
13,2697,3041,0,99,12,1,200,14.9695,485.191
14,3272,2009,0,92,12,1,200,14.9695,90.305
15,12119,6718,0,138,12,1,200,14.9695,830.230
16,4208,119,0,52,12,1,200,14.9695,585.190
17,11658,2603,0,104,12,1,200,14.9695,45.563
18,1633,660,0,178,12,1,200,14.9695,1732.722
19,2170,5471,0,98,12,1,200,14.9695,898.482
20,7477,6384,0,137,12,1,200,14.9695,428.578
21,9665,11447,0,49,12,1,200,14.9695,616.713
22,10270,11662,0,133,12,1,200,14.9695,1311.037
23,2648,3387,0,124,12,1,200,14.9695,649.126
24,4286,9498,0,65,12,1,200,14.9695,686.406
25,4928,6705,0,64,12,1,200,14.9695,28.932
26,1098,7709,0,80,12,1,200,14.9695,579.569
27,9238,12106,0,152,12,1,200,14.9695,64.410
28,9855,2141,0,65,12,1,200,14.9695,901.824
29,5606,7025,0,177,12,1,200,14.9695,1174.696
30,6826,1588,0,97,12,1,200,14.9695,1254.749
31,5675,9010,0,141,12,1,200,14.9695,1106.088
32,8624,3922,0,137,12,1,200,14.9695,883.173
33,1913,12092,0,117,12,1,200,14.9695,819.113
34,784,10602,0,17,12,1,200,14.9695,237.653
35,8487,393,0,178,12,1,200,14.9695,1443.366
36,6119,10992,0,137,12,1,200,14.9695,133.875
37,12301,11006,0,34,12,1,200,14.9695,316.757
38,2654,5451,0,159,12,1,200,14.9695,475.505
39,11466,1801,0,72,12,1,200,14.9695,1031.449
40,2836,184,0,189,12,1,200,14.9695,406.142
41,1799,11655,0,109,12,1,200,14.9695,266.631
42,6372,573,0,85,12,1,200,14.9695,1120.741
43,6379,7123,0,59,12,1,200,14.9695,458.985
44,4096,2180,0,23,12,1,200,14.9695,324.748
45,10496,6393,0,95,12,1,200,14.9695,891.754
46,11592,7074,0,153,12,1,200,14.9695,1767.021
47,1755,10919,0,57,12,1,200,14.9695,481.471
48,5644,6,0,100,12,1,200,14.9695,515.189
