id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,5972,1848,0,735,12,1,981,14.9695,4581.374
2,9912,3663,0,922,12,1:2,981,14.9695,1055.657
3,5800,8777,0,587,12,1,981,14.9695,6404.088
4,20300,1376,0,274,12,2,981,14.9695,2887.201
5,18365,6454,0,163,12,2,981,14.9695,905.300
6,22735,10525,0,971,12,2,981,14.9695,6700.867
7,15151,10468,0,241,12,2,981,14.9695,3343.301
8,500,787,0,95,12,1,981,14.9695,552.722
9,10027,10371,0,220,12,1:2,981,14.9695,2470.113
10,16137,4004,0,234,12,2,981,14.9695,2268.182
11,13992,899,0,140,12,2,981,14.9695,782.012
12,8944,3990,0,406,12,1:2,981,14.9695,234.769
13,23443,7910,0,622,12,2,981,14.9695,826.247
14,23003,6554,0,666,12,2,981,14.9695,857.464
15,14796,4064,0,928,12,2:1,981,14.9695,9240.993
16,14187,784,0,239,12,2,981,14.9695,1166.656
17,16582,6115,0,18,12,2,981,14.9695,139.505
18,10150,1750,0,66,12,1:2,981,14.9695,850.157
19,18815,10741,0,83,12,2,981,14.9695,810.470
20,5781,5223,0,559,12,1,981,14.9695,1154.797
21,20969,4006,0,369,12,2,981,14.9695,431.316
22,20884,11278,0,690,12,2,981,14.9695,8606.434
23,83,9747,0,957,12,1,981,14.9695,13.540
24,4788,7439,0,757,12,1,981,14.9695,387.960
25,16323,10692,0,390,12,2,981,14.9695,5637.208
26,17428,8751,0,487,12,2,981,14.9695,678.065
27,5051,9980,0,715,12,1,981,14.9695,9114.928
28,11437,8487,0,295,12,1:2,981,14.9695,132.626
29,16390,10428,0,836,12,2,981,14.9695,1320.868
30,617,5606,0,396,12,1,981,14.9695,5464.263
31,10038,2133,0,377,12,1:2,981,14.9695,3140.412
32,5285,8123,0,175,12,1,981,14.9695,880.693
33,21251,2590,0,214,12,2,981,14.9695,41.348
34,20422,11789,0,507,12,2,981,14.9695,2572.785
35,10469,4121,0,51,12,1:2,981,14.9695,123.032
36,8042,7908,0,819,12,1,981,14.9695,11344.106
37,7929,5270,0,929,12,1,981,14.9695,4907.016
38,2023,8464,0,21,12,1,981,14.9695,259.214
39,15670,10561,0,841,12,2,981,14.9695,10251.529
40,16830,10304,0,253,12,2,981,14.9695,654.118
41,1086,4445,0,239,12,1,981,14.9695,1898.200
42,4351,465,0,507,12,1,981,14.9695,2449.110
43,11418,6692,0,479,12,1:2,981,14.9695,1297.185
44,23105,2296,0,480,12,2,981,14.9695,1648.289
45,18959,2543,0,97,12,2,981,14.9695,714.875
46,16974,1230,0,823,12,2,981,14.9695,206.907
47,14936,10413,0,752,12,2,981,14.9695,4111.566
48,7901,2886,0,251,12,1,981,14.9695,2500.607
49,6809,679,0,939,12,1,981,14.9695,2384.820
50,12290,10131,0,724,12,2:1,981,14.9695,5117.693
51,13326,7663,0,788,12,2:1,981,14.9695,1434.348
52,19063,9714,0,429,12,2,981,14.9695,6078.666
53,15632,6403,0,591,12,2,981,14.9695,527.081
54,18011,4333,0,813,12,2,981,14.9695,4677.126
55,8570,6404,0,781,12,1:2,981,14.9695,7698.583
56,8114,9597,0,311,12,1,981,14.9695,529.436
57,23588,3844,0,282,12,2,981,14.9695,1183.336
58,1837,5196,0,880,12,1,981,14.9695,10165.157
59,9493,8745,0,269,12,1:2,981,14.9695,3248.842
60,11677,5898,0,43,12,2:1,981,14.9695,299.174
61,14354,3043,0,56,12,2:1,981,14.9695,683.673
62,6984,4815,0,302,12,1,981,14.9695,3435.859
63,533,8055,0,255,12,1,981,14.9695,1298.397
64,22439,7810,0,912,12,2,981,14.9695,5609.109
65,23075,5961,0,48,12,2,981,14.9695,90.635
