id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,16792,8220,0,60,12,2,141,14.9695
2,4679,1555,0,126,12,1,141,14.9695
3,16307,6037,0,32,12,2,141,14.9695
4,16452,719,0,44,12,2,141,14.9695
5,4346,334,0,85,12,1,141,14.9695
6,4733,8945,0,81,12,1,141,14.9695
7,8926,7754,0,33,12,1:2,141,14.9695
8,19673,4189,0,11,12,2,141,14.9695
9,22200,7088,0,47,12,2,141,14.9695
10,3244,1578,0,109,12,1,141,14.9695
11,17156,10751,0,43,12,2,141,14.9695
12,13653,8931,0,50,12,2:1,141,14.9695
13,8640,6675,0,81,12,1:2,141,14.9695
14,21210,4442,0,32,12,2,141,14.9695
15,9932,10262,0,33,12,1:2,141,14.9695
16,17444,1312,0,20,12,2,141,14.9695
17,4497,5338,0,89,12,1,141,14.9695
18,10178,11312,0,62,12,1:2,141,14.9695
19,9317,6658,0,11,12,1:2,141,14.9695
20,12738,11791,0,51,12,2:1,141,14.9695
21,17117,8369,0,18,12,2,141,14.9695
22,818,956,0,58,12,1,141,14.9695
23,14731,11267,0,34,12,2,141,14.9695
24,9794,3790,0,130,12,1:2,141,14.9695
25,10052,2464,0,87,12,1:2,141,14.9695
26,22907,10226,0,53,12,2,141,14.9695
27,18475,11689,0,134,12,2,141,14.9695
28,8990,6053,0,38,12,1:2,141,14.9695
29,9910,2869,0,16,12,1:2,141,14.9695
30,23165,3616,0,4,12,2,141,14.9695
31,17038,9592,0,51,12,2,141,14.9695
32,19502,1804,0,141,12,2,141,14.9695
33,14670,7776,0,40,12,2:1,141,14.9695
34,6904,4240,0,43,12,1,141,14.9695
35,23387,2561,0,8,12,2,141,14.9695
36,8720,9762,0,17,12,1,141,14.9695
37,18958,9830,0,137,12,2,141,14.9695
38,17363,9205,0,137,12,2,141,14.9695
39,12371,6204,0,83,12,2:1,141,14.9695
40,9443,9550,0,6,12,1:2,141,14.9695
41,10556,4857,0,119,12,1:2,141,14.9695
42,15692,2844,0,8,12,2,141,14.9695
43,2850,11698,0,9,12,1,141,14.9695
44,5642,9384,0,111,12,1,141,14.9695
45,9763,7619,0,121,12,1:2,141,14.9695
46,11350,11028,0,87,12,1:2,141,14.9695
47,2910,6211,0,19,12,1,141,14.9695
48,4198,9946,0,34,12,1,141,14.9695
49,20717,9277,0,124,12,2,141,14.9695
50,20307,6312,0,92,12,2,141,14.9695
51,15533,8852,0,16,12,2,141,14.9695
52,14009,10364,0,133,12,2:1,141,14.9695
53,18178,8887,0,75,12,2,141,14.9695
54,7547,9905,0,121,12,1,141,14.9695
55,5884,2436,0,137,12,1,141,14.9695
56,19947,9258,0,118,12,2,141,14.9695
57,8940,11328,0,47,12,1,141,14.9695
58,23578,6476,0,70,12,2,141,14.9695
59,11975,9116,0,22,12,2:1,141,14.9695
60,11651,8427,0,21,12,1:2,141,14.9695
61,7843,11353,0,53,12,1,141,14.9695
62,12612,11802,0,91,12,2:1,141,14.9695
63,16178,6960,0,75,12,2,141,14.9695
64,18004,6150,0,63,12,2,141,14.9695
65,2594,3612,0,32,12,1,141,14.9695
66,18968,9498,0,17,12,2,141,14.9695
67,4228,8054,0,130,12,1,141,14.9695
68,15715,6693,0,134,12,2,141,14.9695
69,6091,2573,0,44,12,1,141,14.9695
70,10623,3199,0,51,12,1:2,141,14.9695
71,13973,5422,0,37,12,2:1,141,14.9695
72,4466,7989,0,114,12,1,141,14.9695
73,21107,11857,0,10,12,2,141,14.9695
74,11227,6686,0,11,12,1:2,141,14.9695
75,958,8862,0,127,12,1,141,14.9695
76,14426,7685,0,71,12,2:1,141,14.9695
77,8209,6348,0,128,12,1:2,141,14.9695
78,16793,10697,0,31,12,2,141,14.9695
79,4154,8111,0,87,12,1,141,14.9695
80,12170,10289,0,89,12,2:1,141,14.9695
81,3760,9743,0,17,12,1,141,14.9695
82,18152,3891,0,104,12,2,141,14.9695
83,20272,2181,0,32,12,2,141,14.9695
84,16568,11459,0,20,12,2,141,14.9695
85,13275,7432,0,89,12,2:1,141,14.9695
86,16181,6264,0,61,12,2,141,14.9695
87,3030,5948,0,60,12,1,141,14.9695
88,6129,7406,0,86,12,1,141,14.9695
89,20585,5982,0,113,12,2,141,14.9695
90,14763,11995,0,50,12,2,141,14.9695
