id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,15811,382,0,1628,12,2,1978,14.9695,2986.770
2,2986,6053,0,433,12,1,1978,14.9695,2152.796
3,21595,519,0,1717,12,2,1978,14.9695,24630.547
4,2230,7845,0,1416,12,1,1978,14.9695,18415.564
5,1012,2674,0,1630,12,1,1978,14.9695,13662.037
6,22637,4167,0,1854,12,2,1978,14.9695,3653.735
7,21949,497,0,412,12,2,1978,14.9695,4813.352
8,18422,7334,0,1505,12,2,1978,14.9695,13082.071
9,6898,9915,0,1840,12,1,1978,14.9695,4049.401
10,4317,3633,0,953,12,1,1978,14.9695,215.195
11,9926,10642,0,1790,12,1:2,1978,14.9695,6977.346
12,19511,7233,0,995,12,2,1978,14.9695,11246.416
13,12978,5169,0,1963,12,2:1,1978,14.9695,9639.858
14,15953,10643,0,1492,12,2,1978,14.9695,15451.405
15,772,694,0,1135,12,1,1978,14.9695,3855.602
16,19909,1633,0,1874,12,2,1978,14.9695,8375.995
17,10247,11590,0,1386,12,1,1978,14.9695,3529.187
18,13906,5538,0,490,12,2:1,1978,14.9695,4559.722
19,19920,4563,0,579,12,2,1978,14.9695,3530.802
20,15963,3553,0,598,12,2,1978,14.9695,6426.891
21,8564,7968,0,1200,12,1:2,1978,14.9695,6710.857
22,17650,7444,0,718,12,2,1978,14.9695,6761.653
23,17050,10783,0,1421,12,2,1978,14.9695,214.386
24,9050,11299,0,1569,12,1,1978,14.9695,4641.001
25,16995,1099,0,1234,12,2,1978,14.9695,1117.334
26,12357,5668,0,83,12,2:1,1978,14.9695,873.621
27,5772,9251,0,888,12,1,1978,14.9695,9520.238
28,12724,7527,0,1234,12,2:1,1978,14.9695,8558.417
29,4555,7156,0,180,12,1,1978,14.9695,974.902
30,17900,749,0,379,12,2,1978,14.9695,5196.375
31,22675,8580,0,46,12,2,1978,14.9695,413.179
32,4580,8404,0,1552,12,1,1978,14.9695,15868.890
33,6757,10336,0,192,12,1,1978,14.9695,1471.874
34,20133,8002,0,1376,12,2,1978,14.9695,6680.942
35,4971,1271,0,1596,12,1,1978,14.9695,13142.062
36,12,4797,0,1021,12,1,1978,14.9695,12968.326
37,18707,8203,0,664,12,2,1978,14.9695,4952.767
38,12858,96,0,1503,12,2:1,1978,14.9695,13075.795
39,554,7478,0,753,12,1,1978,14.9695,8432.772
40,17399,2710,0,636,12,2,1978,14.9695,3753.831
41,22409,119,0,421,12,2,1978,14.9695,4007.603
42,23243,447,0,1881,12,2,1978,14.9695,7091.180
43,4010,5581,0,82,12,1,1978,14.9695,901.502
44,9251,5261,0,31,12,1:2,1978,14.9695,382.057
45,20617,11626,0,1670,12,2,1978,14.9695,11061.200
46,10379,6380,0,677,12,1:2,1978,14.9695,882.708
47,12965,4937,0,1609,12,2:1,1978,14.9695,3548.428
48,4142,7862,0,144,12,1,1978,14.9695,1725.651
49,3129,10707,0,494,12,1,1978,14.9695,5693.024
50,1744,4909,0,193,12,1,1978,14.9695,882.658
51,10983,12025,0,939,12,1:2,1978,14.9695,5754.644
52,1290,6272,0,216,12,1,1978,14.9695,2855.596
53,16503,7131,0,888,12,2,1978,14.9695,10088.648
54,23014,9409,0,1222,12,2,1978,14.9695,7528.253
55,18106,10033,0,1936,12,2,1978,14.9695,6667.688
56,19907,179,0,720,12,2,1978,14.9695,5414.907
57,23135,6116,0,1042,12,2,1978,14.9695,993.843
58,22403,2310,0,532,12,2,1978,14.9695,1799.563
59,12956,272,0,1282,12,2:1,1978,14.9695,9240.267
60,5557,3814,0,775,12,1,1978,14.9695,6567.489
61,11093,10877,0,1365,12,1:2,1978,14.9695,2158.637
62,8946,5327,0,106,12,1:2,1978,14.9695,839.135
63,1902,9948,0,471,12,1,1978,14.9695,2788.744
64,2872,3691,0,313,12,1,1978,14.9695,3082.179
65,5824,4950,0,1394,12,1,1978,14.9695,4479.552
66,18814,11734,0,1955,12,2,1978,14.9695,21711.204
67,11160,12019,0,859,12,1:2,1978,14.9695,2497.897
68,13253,518,0,1203,12,2,1978,14.9695,13785.217
69,1096,9251,0,923,12,1,1978,14.9695,10103.258
70,20318,2029,0,296,12,2,1978,14.9695,1132.523
71,18662,8015,0,1562,12,2,1978,14.9695,19340.473
72,1543,9407,0,1689,12,1,1978,14.9695,14995.087
