id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,3756,21375,0,71,12,3,1400,14.9695
2,276,17168,0,860,12,3,1400,14.9695
3,21094,3001,0,757,12,2,1400,14.9695
4,16778,5413,0,780,12,2,1400,14.9695
5,4326,18072,0,1162,12,3,1400,14.9695
6,1590,17130,0,558,12,3,1400,14.9695
7,8762,10514,0,681,12,1:3:4,1400,14.9695
8,14288,6237,0,713,12,2:1,1400,14.9695
9,700,3720,0,152,12,1,1400,14.9695
10,18120,20248,0,380,12,4,1400,14.9695
11,908,15150,0,221,12,3,1400,14.9695
12,18504,15343,0,726,12,4,1400,14.9695
13,7530,18923,0,1000,12,3:4,1400,14.9695
14,13936,2807,0,1235,12,2:1,1400,14.9695
15,9286,5056,0,624,12,1:2,1400,14.9695
16,4667,4559,0,745,12,1,1400,14.9695
17,21091,14648,0,1197,12,4,1400,14.9695
18,12686,21715,0,908,12,4:3,1400,14.9695
19,9541,2805,0,797,12,1:2,1400,14.9695
20,5506,6350,0,1220,12,1,1400,14.9695
21,19792,2941,0,386,12,2,1400,14.9695
22,2515,12079,0,1247,12,3:1,1400,14.9695
23,4577,20612,0,1281,12,3,1400,14.9695
24,4567,13347,0,329,12,3:1,1400,14.9695
25,1149,3699,0,511,12,1,1400,14.9695
26,6201,17936,0,209,12,3,1400,14.9695
27,5923,20975,0,1018,12,3,1400,14.9695
28,20649,11872,0,583,12,4:2,1400,14.9695
29,19262,19623,0,269,12,4,1400,14.9695
30,4119,4319,0,210,12,1,1400,14.9695
31,9824,13841,0,320,12,3:4:1,1400,14.9695
32,9011,10243,0,916,12,1:3:4,1400,14.9695
33,15898,19489,0,899,12,4,1400,14.9695
34,18503,7732,0,1371,12,2:4,1400,14.9695
35,2477,13258,0,1390,12,3:1,1400,14.9695
36,937,11217,0,1195,12,3:1,1400,14.9695
37,1234,6113,0,752,12,1,1400,14.9695
38,877,15968,0,1344,12,3,1400,14.9695
39,8733,12641,0,537,12,3:1:4,1400,14.9695
40,8255,4080,0,586,12,1,1400,14.9695
41,9836,2351,0,898,12,1:2,1400,14.9695
42,15693,11461,0,1290,12,4:2,1400,14.9695
43,12865,19701,0,610,12,4:3,1400,14.9695
44,67,322,0,442,12,1,1400,14.9695
45,14219,1552,0,1308,12,2,1400,14.9695
46,9339,10635,0,400,12,1:3:4,1400,14.9695
47,6012,4434,0,1154,12,1,1400,14.9695
48,9894,13943,0,96,12,3:4:1,1400,14.9695
49,4759,682,0,636,12,1,1400,14.9695
50,15880,5150,0,626,12,2,1400,14.9695
51,17548,5756,0,942,12,2,1400,14.9695
52,10556,15245,0,1237,12,4:3,1400,14.9695
53,2204,7638,0,1305,12,1,1400,14.9695
54,445,5496,0,1015,12,1,1400,14.9695
55,7151,6321,0,380,12,1,1400,14.9695
56,764,20858,0,634,12,3,1400,14.9695
57,20115,4672,0,1336,12,2,1400,14.9695
58,17801,7799,0,258,12,2:4,1400,14.9695
59,9019,20903,0,1000,12,3:4,1400,14.9695
60,5676,588,0,1387,12,1,1400,14.9695
61,21096,18850,0,341,12,4,1400,14.9695
62,6088,13916,0,149,12,3:1,1400,14.9695
63,21359,11753,0,720,12,4:2,1400,14.9695
64,16441,20374,0,1286,12,4,1400,14.9695
65,15000,20441,0,809,12,4,1400,14.9695
66,15507,17315,0,947,12,4,1400,14.9695
67,12968,19397,0,208,12,4:3,1400,14.9695
68,11159,21262,0,205,12,4:3,1400,14.9695
69,21691,21504,0,296,12,4,1400,14.9695
70,10581,2014,0,999,12,1:2,1400,14.9695
71,8376,21704,0,671,12,3,1400,14.9695
72,21364,5956,0,1291,12,2,1400,14.9695
73,7430,16812,0,1349,12,3:4,1400,14.9695
74,12588,2035,0,226,12,2:1,1400,14.9695
75,13456,21038,0,1042,12,4,1400,14.9695
76,10983,6958,0,465,12,1:2,1400,14.9695
77,18850,21177,0,1110,12,4,1400,14.9695
78,14503,7552,0,1266,12,2:4:1,1400,14.9695
79,20344,5220,0,1228,12,2,1400,14.9695
80,16451,112,0,712,12,2,1400,14.9695
81,4995,1180,0,1383,12,1,1400,14.9695
82,14045,8724,0,414,12,2:4:1,1400,14.9695
83,18871,3218,0,389,12,2,1400,14.9695
84,16673,4790,0,698,12,2,1400,14.9695
85,18014,10948,0,736,12,4:2,1400,14.9695
86,3567,13701,0,545,12,3:1,1400,14.9695
87,16818,11271,0,1146,12,4:2,1400,14.9695
88,4423,20059,0,267,12,3,1400,14.9695
89,4964,15920,0,221,12,3,1400,14.9695
90,19791,13427,0,12,12,4:2,1400,14.9695
91,4472,15750,0,1179,12,3,1400,14.9695
92,5282,12028,0,346,12,3:1,1400,14.9695
93,8984,14046,0,470,12,3:4:1,1400,14.9695
94,14416,15726,0,194,12,4:3,1400,14.9695
95,8684,18094,0,1056,12,3:4,1400,14.9695
96,9046,11798,0,659,12,3:1:4,1400,14.9695
97,21125,19024,0,938,12,4,1400,14.9695
98,20370,18150,0,884,12,4,1400,14.9695
99,4166,11311,0,973,12,3:1,1400,14.9695
100,12831,5652,0,59,12,2:1,1400,14.9695
101,1496,9750,0,575,12,1:3,1400,14.9695
102,19928,6737,0,766,12,2,1400,14.9695
103,16478,1940,0,625,12,2,1400,14.9695
104,16933,10346,0,287,12,2:4,1400,14.9695
105,1608,6002,0,346,12,1,1400,14.9695
106,5386,6861,0,787,12,1,1400,14.9695
107,19153,6025,0,972,12,2,1400,14.9695
108,4432,20306,0,827,12,3,1400,14.9695
109,20736,8810,0,1062,12,2:4,1400,14.9695
110,6142,5357,0,1006,12,1,1400,14.9695
111,21575,19528,0,1035,12,4,1400,14.9695
112,15730,14327,0,983,12,4:2,1400,14.9695
113,9041,17294,0,100,12,3:4,1400,14.9695
114,3730,20209,0,7,12,3,1400,14.9695
115,4104,19709,0,944,12,3,1400,14.9695
116,18877,8946,0,836,12,2:4,1400,14.9695
117,5219,20459,0,6,12,3,1400,14.9695
118,9905,13476,0,509,12,3:4:1,1400,14.9695
119,6648,8687,0,711,12,1:3,1400,14.9695
120,11765,405,0,464,12,2:1,1400,14.9695
121,21128,11522,0,174,12,4:2,1400,14.9695
122,15186,3791,0,567,12,2,1400,14.9695
123,4089,4067,0,836,12,1,1400,14.9695
124,21554,7722,0,427,12,2,1400,14.9695
125,2953,9366,0,1089,12,1:3,1400,14.9695
126,15260,9105,0,353,12,2:4,1400,14.9695
127,13889,13198,0,97,12,4:2:3,1400,14.9695
128,6157,10961,0,1372,12,1:3,1400,14.9695
129,2320,196,0,193,12,1,1400,14.9695
130,10219,13619,0,1048,12,3:4:1,1400,14.9695
131,11662,21469,0,1305,12,4:3,1400,14.9695
132,17603,986,0,895,12,2,1400,14.9695
133,1078,21676,0,584,12,3,1400,14.9695
134,4023,4200,0,42,12,1,1400,14.9695
135,12286,21618,0,1181,12,4:3,1400,14.9695
136,5219,20966,0,298,12,3,1400,14.9695
137,14800,250,0,491,12,2,1400,14.9695
138,19449,19446,0,871,12,4,1400,14.9695
