id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,500,21404,0,201,12,3,699,14.9695
2,21753,1513,0,529,12,2,699,14.9695
3,21851,2908,0,217,12,2,699,14.9695
4,11189,21333,0,463,12,4:3,699,14.9695
5,11477,5060,0,680,12,1:2,699,14.9695
6,19854,20701,0,468,12,4,699,14.9695
7,13048,4211,0,562,12,2:1,699,14.9695
8,10036,6227,0,675,12,1:2,699,14.9695
9,10915,15091,0,136,12,4:3,699,14.9695
10,1964,12857,0,455,12,3:1,699,14.9695
11,16588,19351,0,467,12,4,699,14.9695
12,17913,19324,0,312,12,4,699,14.9695
13,5391,10475,0,604,12,1:3,699,14.9695
14,4108,409,0,312,12,1,699,14.9695
15,13514,4406,0,300,12,2:1,699,14.9695
16,14669,21692,0,402,12,4,699,14.9695
17,9544,9464,0,460,12,1:3:2:4,699,14.9695
18,8832,3074,0,301,12,1:2,699,14.9695
19,1429,10334,0,112,12,1:3,699,14.9695
20,10296,4349,0,683,12,1:2,699,14.9695
21,8182,18782,0,408,12,3:4,699,14.9695
22,200,14452,0,628,12,3,699,14.9695
23,2133,7464,0,273,12,1,699,14.9695
24,9241,15849,0,473,12,3:4,699,14.9695
25,21382,14001,0,683,12,4,699,14.9695
26,15683,21658,0,24,12,4,699,14.9695
27,11607,21054,0,640,12,4:3,699,14.9695
28,12786,18145,0,208,12,4:3,699,14.9695
29,7341,861,0,358,12,1,699,14.9695
30,7257,2502,0,394,12,1,699,14.9695
31,17657,18734,0,177,12,4,699,14.9695
32,4507,7454,0,95,12,1:3,699,14.9695
33,15249,19449,0,427,12,4,699,14.9695
34,16916,19344,0,262,12,4,699,14.9695
35,11838,2890,0,364,12,2:1,699,14.9695
36,16471,12703,0,271,12,4:2,699,14.9695
37,5047,6438,0,262,12,1,699,14.9695
38,243,16972,0,334,12,3,699,14.9695
39,2615,12992,0,685,12,3:1,699,14.9695
40,1324,9480,0,675,12,1:3,699,14.9695
41,10612,20346,0,669,12,3:4,699,14.9695
42,12412,15781,0,315,12,4:3,699,14.9695
43,12627,456,0,547,12,2:1,699,14.9695
44,10029,14072,0,263,12,3:4:1,699,14.9695
45,21213,9890,0,559,12,2:4,699,14.9695
46,12645,11233,0,47,12,4:2:1:3,699,14.9695
47,16104,3290,0,685,12,2,699,14.9695
48,3115,714,0,257,12,1,699,14.9695
49,21342,12879,0,560,12,4:2,699,14.9695
50,294,20160,0,250,12,3,699,14.9695
51,17504,5719,0,66,12,2,699,14.9695
52,9284,20243,0,330,12,3:4,699,14.9695
53,5906,1806,0,49,12,1,699,14.9695
54,18038,9850,0,507,12,2:4,699,14.9695
55,14595,13025,0,144,12,4:2,699,14.9695
56,5120,17234,0,204,12,3,699,14.9695
57,9897,9298,0,71,12,1:2:3:4,699,14.9695
58,8563,10673,0,183,12,1:3:4,699,14.9695
59,10993,8883,0,306,12,1:2:4,699,14.9695
60,924,3668,0,113,12,1,699,14.9695
61,5830,5086,0,274,12,1,699,14.9695
62,11977,21292,0,413,12,4:3,699,14.9695
63,6330,10514,0,613,12,1:3,699,14.9695
64,5489,14484,0,26,12,3:1,699,14.9695
65,3524,16509,0,439,12,3,699,14.9695
66,10710,12519,0,215,12,4:3:1,699,14.9695
67,18031,1477,0,164,12,2,699,14.9695
68,18771,5180,0,361,12,2,699,14.9695
69,21775,4213,0,268,12,2,699,14.9695
70,18237,1240,0,184,12,2,699,14.9695
71,13060,12858,0,586,12,4:2:3,699,14.9695
