id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,10967,5678,0,2441,12,1,3200,14.9695
2,3699,3658,0,679,12,1,3200,14.9695
3,8672,8595,0,366,12,1,3200,14.9695
4,561,642,0,2759,12,1,3200,14.9695
5,2763,12360,0,1030,12,1,3200,14.9695
6,10436,7491,0,871,12,1,3200,14.9695
7,3113,739,0,2076,12,1,3200,14.9695
8,3252,2948,0,2053,12,1,3200,14.9695
9,8986,5191,0,2551,12,1,3200,14.9695
10,647,1930,0,2905,12,1,3200,14.9695
11,8907,694,0,2731,12,1,3200,14.9695
12,7194,417,0,2060,12,1,3200,14.9695
13,6862,5380,0,1306,12,1,3200,14.9695
14,11872,6342,0,483,12,1,3200,14.9695
15,3759,12341,0,187,12,1,3200,14.9695
16,1689,8640,0,1738,12,1,3200,14.9695
17,4843,8354,0,2157,12,1,3200,14.9695
18,5657,3648,0,477,12,1,3200,14.9695
19,2478,2986,0,253,12,1,3200,14.9695
20,11567,301,0,961,12,1,3200,14.9695
21,2864,3672,0,313,12,1,3200,14.9695
22,2944,12145,0,205,12,1,3200,14.9695
23,694,6942,0,2963,12,1,3200,14.9695
24,9145,11225,0,2254,12,1,3200,14.9695
25,1755,4422,0,13,12,1,3200,14.9695
26,1978,4857,0,240,12,1,3200,14.9695
27,5542,4550,0,3053,12,1,3200,14.9695
28,1171,2882,0,223,12,1,3200,14.9695
29,10108,7743,0,613,12,1,3200,14.9695
30,10280,5331,0,3020,12,1,3200,14.9695
31,930,5613,0,1328,12,1,3200,14.9695
32,2230,6364,0,1693,12,1,3200,14.9695
33,5908,6774,0,1263,12,1,3200,14.9695
34,1250,1583,0,1099,12,1,3200,14.9695
35,8641,7634,0,1966,12,1,3200,14.9695
36,9715,1049,0,972,12,1,3200,14.9695
37,3446,11997,0,1584,12,1,3200,14.9695
38,4274,4426,0,2808,12,1,3200,14.9695
39,10768,9492,0,3182,12,1,3200,14.9695
40,1535,3816,0,2307,12,1,3200,14.9695
41,3760,10405,0,1008,12,1,3200,14.9695
42,5858,6876,0,1497,12,1,3200,14.9695
43,2991,7442,0,3133,12,1,3200,14.9695
44,995,3184,0,1596,12,1,3200,14.9695
45,8555,3859,0,1954,12,1,3200,14.9695
46,12168,6376,0,451,12,1,3200,14.9695
47,5798,9281,0,1005,12,1,3200,14.9695
48,8109,9400,0,1737,12,1,3200,14.9695
49,425,7006,0,1526,12,1,3200,14.9695
50,5469,10204,0,915,12,1,3200,14.9695
51,12237,9807,0,2512,12,1,3200,14.9695
52,5204,9544,0,100,12,1,3200,14.9695
53,3723,8890,0,2992,12,1,3200,14.9695
54,7364,8049,0,464,12,1,3200,14.9695
55,8040,48,0,476,12,1,3200,14.9695
56,7711,2076,0,2608,12,1,3200,14.9695
57,2607,7866,0,2820,12,1,3200,14.9695
58,9774,708,0,2874,12,1,3200,14.9695
59,8759,7172,0,3127,12,1,3200,14.9695
60,11870,12199,0,3,12,1,3200,14.9695
61,173,46,0,453,12,1,3200,14.9695
62,6907,1086,0,1105,12,1,3200,14.9695
63,10098,1412,0,2364,12,1,3200,14.9695
64,10654,731,0,26,12,1,3200,14.9695
65,12387,6455,0,1827,12,1,3200,14.9695
66,1529,12303,0,168,12,1,3200,14.9695
67,6956,10837,0,2717,12,1,3200,14.9695
68,2727,683,0,1692,12,1,3200,14.9695
69,2897,7741,0,566,12,1,3200,14.9695
70,1925,8539,0,1228,12,1,3200,14.9695
71,11301,12172,0,55,12,1,3200,14.9695
72,10859,7434,0,1783,12,1,3200,14.9695
73,5323,6826,0,1882,12,1,3200,14.9695
74,6267,771,0,2089,12,1,3200,14.9695
75,7576,11518,0,397,12,1,3200,14.9695
76,5464,9878,0,2384,12,1,3200,14.9695
77,906,178,0,1274,12,1,3200,14.9695
78,7445,8315,0,2402,12,1,3200,14.9695
79,3418,802,0,908,12,1,3200,14.9695
80,9475,12077,0,2190,12,1,3200,14.9695
81,7598,2555,0,1958,12,1,3200,14.9695
82,1973,4864,0,2269,12,1,3200,14.9695
83,8268,9626,0,1616,12,1,3200,14.9695
84,3916,9977,0,1988,12,1,3200,14.9695
85,11136,1869,0,1252,12,1,3200,14.9695
86,9537,2570,0,2270,12,1,3200,14.9695
87,2662,839,0,1570,12,1,3200,14.9695
88,11115,9762,0,1411,12,1,3200,14.9695
89,7008,9278,0,439,12,1,3200,14.9695
90,738,6469,0,1158,12,1,3200,14.9695
91,7169,6151,0,2524,12,1,3200,14.9695
92,11632,5965,0,939,12,1,3200,14.9695
93,742,5622,0,695,12,1,3200,14.9695
94,7583,5993,0,2368,12,1,3200,14.9695
95,5962,11614,0,1219,12,1,3200,14.9695
96,6647,891,0,2825,12,1,3200,14.9695
97,4364,885,0,2293,12,1,3200,14.9695
98,9508,2225,0,417,12,1,3200,14.9695
99,441,6100,0,2232,12,1,3200,14.9695
100,8464,2164,0,2196,12,1,3200,14.9695
101,1424,11877,0,2824,12,1,3200,14.9695
102,5614,1425,0,1994,12,1,3200,14.9695
103,1241,9992,0,1895,12,1,3200,14.9695
104,6468,3293,0,1906,12,1,3200,14.9695
105,3645,5005,0,2044,12,1,3200,14.9695
106,702,7715,0,2246,12,1,3200,14.9695
107,8244,6665,0,674,12,1,3200,14.9695
108,270,7234,0,2681,12,1,3200,14.9695
109,7216,1538,0,2367,12,1,3200,14.9695
110,9533,4963,0,1101,12,1,3200,14.9695
111,11053,11312,0,2690,12,1,3200,14.9695
112,10138,2813,0,2611,12,1,3200,14.9695
113,9299,7733,0,59,12,1,3200,14.9695
114,10041,8049,0,2768,12,1,3200,14.9695
115,3733,8278,0,1460,12,1,3200,14.9695
116,8878,7564,0,805,12,1,3200,14.9695
117,5307,9500,0,2695,12,1,3200,14.9695
118,11057,7338,0,2654,12,1,3200,14.9695
119,8954,8504,0,3112,12,1,3200,14.9695
120,7038,288,0,930,12,1,3200,14.9695
121,2255,9051,0,1242,12,1,3200,14.9695
122,10158,1988,0,470,12,1,3200,14.9695
123,3597,3366,0,2066,12,1,3200,14.9695
124,2449,10115,0,3022,12,1,3200,14.9695
125,1507,5959,0,2669,12,1,3200,14.9695
126,7668,150,0,2729,12,1,3200,14.9695
127,4976,6579,0,2597,12,1,3200,14.9695
128,5670,2610,0,683,12,1,3200,14.9695
129,9414,6056,0,201,12,1,3200,14.9695
130,8784,8928,0,1554,12,1,3200,14.9695
131,2496,5665,0,816,12,1,3200,14.9695
132,3868,907,0,2819,12,1,3200,14.9695
133,7681,6789,0,1639,12,1,3200,14.9695
134,10670,9488,0,1379,12,1,3200,14.9695
135,6751,12274,0,1281,12,1,3200,14.9695
136,10196,6548,0,690,12,1,3200,14.9695
137,10574,8953,0,2451,12,1,3200,14.9695
138,2690,9531,0,391,12,1,3200,14.9695
139,1521,4457,0,2530,12,1,3200,14.9695
140,9244,8965,0,1896,12,1,3200,14.9695
141,7748,1814,0,1906,12,1,3200,14.9695
142,6932,10496,0,873,12,1,3200,14.9695
143,9811,12245,0,1587,12,1,3200,14.9695
144,6778,2994,0,2317,12,1,3200,14.9695
145,5240,5479,0,1540,12,1,3200,14.9695
146,3137,9180,0,243,12,1,3200,14.9695
147,10348,215,0,1662,12,1,3200,14.9695
148,6574,9998,0,1821,12,1,3200,14.9695
149,12046,5122,0,1852,12,1,3200,14.9695
150,8322,2593,0,160,12,1,3200,14.9695
151,8384,11291,0,3113,12,1,3200,14.9695
152,6922,9217,0,2780,12,1,3200,14.9695
153,1949,3909,0,145,12,1,3200,14.9695
154,6394,5692,0,715,12,1,3200,14.9695
155,10551,239,0,897,12,1,3200,14.9695
156,364,4991,0,2549,12,1,3200,14.9695
157,4911,8117,0,2509,12,1,3200,14.9695
158,12334,10347,0,1375,12,1,3200,14.9695
159,12319,12263,0,1716,12,1,3200,14.9695
160,1045,3359,0,272,12,1,3200,14.9695
161,6717,11949,0,328,12,1,3200,14.9695
162,10180,12010,0,932,12,1,3200,14.9695
163,3055,330,0,5,12,1,3200,14.9695
164,3480,8017,0,883,12,1,3200,14.9695
165,259,9899,0,426,12,1,3200,14.9695
166,8611,10553,0,1869,12,1,3200,14.9695
167,11532,11442,0,352,12,1,3200,14.9695
168,10526,1473,0,1217,12,1,3200,14.9695
169,6821,3759,0,96,12,1,3200,14.9695
170,11449,3985,0,2914,12,1,3200,14.9695
171,9444,2043,0,544,12,1,3200,14.9695
172,5274,7187,0,77,12,1,3200,14.9695
173,11035,9029,0,782,12,1,3200,14.9695
174,8243,5457,0,69,12,1,3200,14.9695
175,3910,7374,0,1404,12,1,3200,14.9695
176,6216,1203,0,2072,12,1,3200,14.9695
177,10926,11815,0,1675,12,1,3200,14.9695
178,9776,12191,0,1671,12,1,3200,14.9695
179,10733,11900,0,903,12,1,3200,14.9695
180,9196,5092,0,1970,12,1,3200,14.9695
181,8866,3888,0,2656,12,1,3200,14.9695
182,4708,2643,0,2897,12,1,3200,14.9695
183,6738,7207,0,1069,12,1,3200,14.9695
184,4801,9817,0,711,12,1,3200,14.9695
185,5430,6508,0,2037,12,1,3200,14.9695
186,4435,1855,0,1094,12,1,3200,14.9695
187,4056,8680,0,233,12,1,3200,14.9695
188,10698,3620,0,2407,12,1,3200,14.9695
189,11996,1085,0,266,12,1,3200,14.9695
190,9671,10155,0,2201,12,1,3200,14.9695
191,10869,10163,0,793,12,1,3200,14.9695
192,1881,4010,0,1673,12,1,3200,14.9695
193,8498,9511,0,1993,12,1,3200,14.9695
194,6853,9484,0,2507,12,1,3200,14.9695
195,11813,11508,0,2169,12,1,3200,14.9695
196,10099,12007,0,2214,12,1,3200,14.9695
197,9788,11383,0,1427,12,1,3200,14.9695
198,1044,1153,0,712,12,1,3200,14.9695
199,7753,2846,0,2133,12,1,3200,14.9695
200,8075,11033,0,1952,12,1,3200,14.9695
201,3209,4195,0,1503,12,1,3200,14.9695
202,3056,3105,0,1112,12,1,3200,14.9695
203,12103,8116,0,2903,12,1,3200,14.9695
204,2926,1211,0,276,12,1,3200,14.9695
205,2527,7112,0,2769,12,1,3200,14.9695
206,6825,9394,0,691,12,1,3200,14.9695
207,11249,8068,0,306,12,1,3200,14.9695
208,8322,3079,0,231,12,1,3200,14.9695
209,6984,5606,0,1445,12,1,3200,14.9695
210,5430,8141,0,1101,12,1,3200,14.9695
211,4664,1602,0,999,12,1,3200,14.9695
212,2190,3772,0,1344,12,1,3200,14.9695
213,3022,4208,0,1386,12,1,3200,14.9695
214,9595,1494,0,1987,12,1,3200,14.9695
215,2960,7523,0,3129,12,1,3200,14.9695
216,2146,1081,0,1651,12,1,3200,14.9695
217,8023,3249,0,589,12,1,3200,14.9695
218,7116,3804,0,1538,12,1,3200,14.9695
219,457,5453,0,2385,12,1,3200,14.9695
220,9714,11232,0,2172,12,1,3200,14.9695
221,2751,10171,0,992,12,1,3200,14.9695
222,11646,1473,0,1285,12,1,3200,14.9695
223,7039,3679,0,337,12,1,3200,14.9695
224,580,3217,0,1390,12,1,3200,14.9695
225,6483,11282,0,2131,12,1,3200,14.9695
226,5462,2434,0,1556,12,1,3200,14.9695
227,11468,7690,0,1450,12,1,3200,14.9695
228,6109,10294,0,1456,12,1,3200,14.9695
229,3373,6391,0,42,12,1,3200,14.9695
230,2537,371,0,73,12,1,3200,14.9695
231,5655,7204,0,3140,12,1,3200,14.9695
232,11640,9783,0,2951,12,1,3200,14.9695
233,2878,3038,0,1535,12,1,3200,14.9695
234,4411,1587,0,616,12,1,3200,14.9695
235,826,10956,0,556,12,1,3200,14.9695
236,1131,7741,0,2122,12,1,3200,14.9695
237,9353,8984,0,844,12,1,3200,14.9695
238,9329,5854,0,1902,12,1,3200,14.9695
239,465,3752,0,2558,12,1,3200,14.9695
240,7352,2142,0,1233,12,1,3200,14.9695
241,1297,7435,0,1127,12,1,3200,14.9695
242,7738,3043,0,1174,12,1,3200,14.9695
243,1754,786,0,665,12,1,3200,14.9695
244,10457,11651,0,2798,12,1,3200,14.9695
245,11793,4075,0,367,12,1,3200,14.9695
246,7232,1193,0,1470,12,1,3200,14.9695
247,10105,11421,0,154,12,1,3200,14.9695
248,5493,4729,0,2149,12,1,3200,14.9695
249,6009,8765,0,325,12,1,3200,14.9695
250,11761,3422,0,1652,12,1,3200,14.9695
251,459,5494,0,2993,12,1,3200,14.9695
252,5384,5574,0,3120,12,1,3200,14.9695
253,8593,4228,0,302,12,1,3200,14.9695
254,11112,4939,0,483,12,1,3200,14.9695
255,1935,5443,0,2558,12,1,3200,14.9695
256,3999,614,0,1502,12,1,3200,14.9695
257,4850,4010,0,1168,12,1,3200,14.9695
258,5079,1937,0,1408,12,1,3200,14.9695
259,9117,12259,0,1989,12,1,3200,14.9695
260,10655,7942,0,776,12,1,3200,14.9695
261,4001,7055,0,937,12,1,3200,14.9695
262,2341,1103,0,10,12,1,3200,14.9695
263,7995,10103,0,2196,12,1,3200,14.9695
264,6907,8617,0,2762,12,1,3200,14.9695
265,8116,4770,0,2666,12,1,3200,14.9695
266,5076,4555,0,703,12,1,3200,14.9695
267,7257,11004,0,653,12,1,3200,14.9695
268,11438,1229,0,2421,12,1,3200,14.9695
269,816,1298,0,3112,12,1,3200,14.9695
270,7836,2673,0,2379,12,1,3200,14.9695
271,6220,6643,0,214,12,1,3200,14.9695
272,6185,372,0,903,12,1,3200,14.9695
273,3054,2834,0,1827,12,1,3200,14.9695
274,2235,3938,0,1256,12,1,3200,14.9695
275,10252,11256,0,1178,12,1,3200,14.9695
276,5748,5120,0,2993,12,1,3200,14.9695
277,4678,9896,0,2413,12,1,3200,14.9695
278,2549,10858,0,2870,12,1,3200,14.9695
279,12189,398,0,2868,12,1,3200,14.9695
280,1646,11360,0,1268,12,1,3200,14.9695
281,1353,5056,0,993,12,1,3200,14.9695
282,2494,9719,0,3194,12,1,3200,14.9695
283,3416,1603,0,524,12,1,3200,14.9695
284,7582,2901,0,2190,12,1,3200,14.9695
285,12360,120,0,675,12,1,3200,14.9695
286,8778,8940,0,985,12,1,3200,14.9695
287,11172,4089,0,2902,12,1,3200,14.9695
288,11056,3158,0,1078,12,1,3200,14.9695
289,767,1020,0,2409,12,1,3200,14.9695
290,1280,5902,0,2112,12,1,3200,14.9695
291,111,5736,0,2878,12,1,3200,14.9695
292,10895,6285,0,1221,12,1,3200,14.9695
293,8496,7638,0,2167,12,1,3200,14.9695
294,1066,7262,0,1751,12,1,3200,14.9695
295,9382,4875,0,907,12,1,3200,14.9695
