id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,1908,7693,0,367,12,1,502,14.9695
2,17414,3909,0,404,12,2,502,14.9695
3,18738,178,0,75,12,2,502,14.9695
4,8094,59,0,245,12,1,502,14.9695
5,9880,1315,0,401,12,1:2,502,14.9695
6,9417,8558,0,308,12,1:2,502,14.9695
7,4852,274,0,21,12,1,502,14.9695
8,9341,1221,0,363,12,1,502,14.9695
9,13724,11547,0,41,12,2,502,14.9695
10,12343,9235,0,28,12,2:1,502,14.9695
11,7229,11174,0,127,12,1,502,14.9695
12,5377,6179,0,251,12,1,502,14.9695
13,21478,793,0,168,12,2,502,14.9695
14,7085,527,0,81,12,1,502,14.9695
15,12625,4985,0,253,12,2:1,502,14.9695
16,18270,5308,0,478,12,2,502,14.9695
17,2625,9491,0,227,12,1,502,14.9695
18,1803,12009,0,42,12,1,502,14.9695
19,6200,7877,0,33,12,1,502,14.9695
20,22204,758,0,331,12,2,502,14.9695
21,4706,3602,0,261,12,1,502,14.9695
22,14192,3225,0,232,12,2:1,502,14.9695
23,4668,11018,0,134,12,1,502,14.9695
24,1972,37,0,382,12,1,502,14.9695
25,10063,6614,0,328,12,1:2,502,14.9695
26,373,9176,0,64,12,1,502,14.9695
27,14788,9378,0,408,12,2,502,14.9695
28,6358,7911,0,167,12,1,502,14.9695
29,8826,2378,0,343,12,1:2,502,14.9695
30,415,5859,0,279,12,1,502,14.9695
31,10652,6134,0,157,12,1:2,502,14.9695
32,18275,226,0,173,12,2,502,14.9695
33,3162,2271,0,364,12,1,502,14.9695
34,22522,7516,0,135,12,2,502,14.9695
35,4082,4514,0,472,12,1,502,14.9695
36,5306,5100,0,61,12,1,502,14.9695
37,15060,11902,0,13,12,2,502,14.9695
38,5466,2927,0,380,12,1,502,14.9695
39,20879,10111,0,463,12,2,502,14.9695
40,6349,8676,0,58,12,1,502,14.9695
41,11805,7583,0,431,12,2:1,502,14.9695
42,994,5071,0,399,12,1,502,14.9695
43,6820,2650,0,54,12,1,502,14.9695
44,16919,1340,0,464,12,2,502,14.9695
45,16670,2643,0,233,12,2,502,14.9695
46,21733,2573,0,280,12,2,502,14.9695
47,15948,2370,0,432,12,2,502,14.9695
48,10315,6376,0,416,12,1:2,502,14.9695
49,10671,564,0,417,12,1:2,502,14.9695
50,4731,4703,0,178,12,1,502,14.9695
51,23562,2157,0,384,12,2,502,14.9695
52,4292,4480,0,181,12,1,502,14.9695
53,6108,8144,0,299,12,1,502,14.9695
54,14675,7262,0,81,12,2:1,502,14.9695
55,20154,9754,0,379,12,2,502,14.9695
56,3163,9046,0,48,12,1,502,14.9695
57,6461,4453,0,21,12,1,502,14.9695
58,15478,11550,0,261,12,2,502,14.9695
59,20602,4295,0,51,12,2,502,14.9695
60,16256,10162,0,374,12,2,502,14.9695
61,3896,10710,0,188,12,1,502,14.9695
62,22514,1293,0,331,12,2,502,14.9695
63,1471,2290,0,309,12,1,502,14.9695
64,5068,3902,0,78,12,1,502,14.9695
65,13959,6443,0,167,12,2:1,502,14.9695
66,16775,12104,0,108,12,2,502,14.9695
67,5446,11574,0,279,12,1,502,14.9695
68,8626,2012,0,467,12,1,502,14.9695
69,16939,1308,0,130,12,2,502,14.9695
70,14258,1547,0,186,12,2,502,14.9695
71,3242,3029,0,466,12,1,502,14.9695
72,16304,7765,0,128,12,2,502,14.9695
73,9051,4666,0,438,12,1:2,502,14.9695
74,18392,2910,0,353,12,2,502,14.9695
75,4050,1109,0,204,12,1,502,14.9695
76,17714,5564,0,144,12,2,502,14.9695
77,22793,9465,0,424,12,2,502,14.9695
78,2779,7511,0,287,12,1,502,14.9695
79,2378,11709,0,387,12,1,502,14.9695
80,5719,765,0,45,12,1,502,14.9695
81,10835,1942,0,270,12,1:2,502,14.9695
82,10937,8113,0,413,12,1:2,502,14.9695
83,16890,8690,0,380,12,2,502,14.9695
84,15386,3286,0,214,12,2,502,14.9695
85,6893,8480,0,269,12,1,502,14.9695
86,23290,9222,0,472,12,2,502,14.9695
87,5537,10978,0,50,12,1,502,14.9695
88,18979,5781,0,360,12,2,502,14.9695
89,1618,7336,0,250,12,1,502,14.9695
90,20160,10409,0,128,12,2,502,14.9695
91,5898,7524,0,10,12,1,502,14.9695
92,4974,5467,0,322,12,1,502,14.9695
93,6678,2584,0,372,12,1,502,14.9695
94,8439,7292,0,459,12,1:2,502,14.9695
95,6516,123,0,218,12,1,502,14.9695
96,19209,10515,0,470,12,2,502,14.9695
97,11349,2064,0,247,12,1:2,502,14.9695
98,941,11224,0,88,12,1,502,14.9695
99,19093,4579,0,476,12,2,502,14.9695
100,458,4250,0,449,12,1,502,14.9695
101,8794,7514,0,282,12,1:2,502,14.9695
102,12745,389,0,389,12,2:1,502,14.9695
103,9548,6971,0,500,12,1:2,502,14.9695
104,4733,6391,0,325,12,1,502,14.9695
105,7006,6115,0,98,12,1,502,14.9695
106,8231,9567,0,54,12,1,502,14.9695
107,11449,9386,0,179,12,1:2,502,14.9695
108,1671,10691,0,427,12,1,502,14.9695
109,12910,3492,0,63,12,2:1,502,14.9695
110,8884,6802,0,428,12,1:2,502,14.9695
111,12583,11976,0,75,12,2:1,502,14.9695
112,18185,9040,0,235,12,2,502,14.9695
113,1271,11163,0,285,12,1,502,14.9695
114,10663,2992,0,428,12,1:2,502,14.9695
115,14156,707,0,28,12,2,502,14.9695
116,13915,9143,0,271,12,2:1,502,14.9695
117,1858,10707,0,308,12,1,502,14.9695
118,15397,10633,0,285,12,2,502,14.9695
119,16343,1463,0,148,12,2,502,14.9695
120,17302,2230,0,413,12,2,502,14.9695
121,22883,6730,0,405,12,2,502,14.9695
122,1974,7218,0,311,12,1,502,14.9695
123,4710,10235,0,181,12,1,502,14.9695
124,22739,10048,0,152,12,2,502,14.9695
125,17317,9420,0,101,12,2,502,14.9695
126,9912,6986,0,114,12,1:2,502,14.9695
127,14703,4242,0,346,12,2:1,502,14.9695
128,9641,2374,0,359,12,1:2,502,14.9695
129,18617,4340,0,276,12,2,502,14.9695
130,17960,4748,0,434,12,2,502,14.9695
131,5914,5330,0,175,12,1,502,14.9695
132,21684,3091,0,127,12,2,502,14.9695
133,16746,462,0,152,12,2,502,14.9695
134,19435,9840,0,433,12,2,502,14.9695
135,10193,1398,0,266,12,1:2,502,14.9695
136,17191,3451,0,209,12,2,502,14.9695
137,18804,8684,0,55,12,2,502,14.9695
138,23210,10713,0,191,12,2,502,14.9695
139,1057,5526,0,402,12,1,502,14.9695
140,19823,11728,0,454,12,2,502,14.9695
141,15234,7048,0,27,12,2,502,14.9695
142,9327,1884,0,30,12,1:2,502,14.9695
143,6973,9509,0,206,12,1,502,14.9695
144,23149,2590,0,136,12,2,502,14.9695
145,15668,10418,0,38,12,2,502,14.9695
146,17312,1052,0,66,12,2,502,14.9695
147,1389,8637,0,15,12,1,502,14.9695
148,2829,3310,0,482,12,1,502,14.9695
149,9168,2688,0,385,12,1:2,502,14.9695
150,20684,4793,0,275,12,2,502,14.9695
151,8825,7627,0,197,12,1:2,502,14.9695
152,7604,9130,0,168,12,1,502,14.9695
153,13635,4847,0,377,12,2:1,502,14.9695
154,12768,2907,0,242,12,2:1,502,14.9695
155,22014,2841,0,399,12,2,502,14.9695
156,11610,5446,0,384,12,1:2,502,14.9695
157,2666,7209,0,103,12,1,502,14.9695
158,14317,6671,0,161,12,2:1,502,14.9695
159,17926,6612,0,156,12,2,502,14.9695
160,22521,6301,0,397,12,2,502,14.9695
161,8420,5737,0,9,12,1:2,502,14.9695
162,10455,5719,0,189,12,1:2,502,14.9695
163,22385,8636,0,8,12,2,502,14.9695
164,20775,2229,0,157,12,2,502,14.9695
165,7928,7351,0,486,12,1,502,14.9695
166,15785,10279,0,177,12,2,502,14.9695
167,16337,1755,0,402,12,2,502,14.9695
168,18622,10673,0,292,12,2,502,14.9695
169,11490,11545,0,441,12,1:2,502,14.9695
170,20418,4607,0,284,12,2,502,14.9695
171,11567,3934,0,181,12,1:2,502,14.9695
172,22721,11598,0,434,12,2,502,14.9695
173,8082,1944,0,85,12,1,502,14.9695
174,22587,3735,0,337,12,2,502,14.9695
175,9650,2872,0,80,12,1:2,502,14.9695
176,1334,5675,0,116,12,1,502,14.9695
177,16221,3078,0,182,12,2,502,14.9695
178,6328,7329,0,349,12,1,502,14.9695
179,5250,925,0,445,12,1,502,14.9695
180,8809,8763,0,237,12,1:2,502,14.9695
181,9358,4731,0,6,12,1:2,502,14.9695
182,4627,444,0,26,12,1,502,14.9695
183,20854,11354,0,211,12,2,502,14.9695
184,21244,7537,0,211,12,2,502,14.9695
185,17975,7738,0,321,12,2,502,14.9695
186,15608,7683,0,98,12,2,502,14.9695
187,10898,5489,0,495,12,1:2,502,14.9695
188,13009,9245,0,339,12,2:1,502,14.9695
189,4322,2826,0,147,12,1,502,14.9695
190,2298,8672,0,263,12,1,502,14.9695
191,22938,7908,0,457,12,2,502,14.9695
192,15782,6634,0,181,12,2,502,14.9695
193,19161,3190,0,387,12,2,502,14.9695
194,7023,4100,0,68,12,1,502,14.9695
195,23348,727,0,96,12,2,502,14.9695
196,12398,5053,0,328,12,2:1,502,14.9695
197,14982,10201,0,101,12,2,502,14.9695
198,7371,9777,0,476,12,1,502,14.9695
199,14577,5905,0,281,12,2:1,502,14.9695
200,21361,4774,0,256,12,2,502,14.9695
201,13794,5304,0,496,12,2:1,502,14.9695
202,1966,3037,0,396,12,1,502,14.9695
203,17141,2405,0,271,12,2,502,14.9695
204,7748,6480,0,450,12,1,502,14.9695
205,5144,83,0,139,12,1,502,14.9695
206,6381,7660,0,31,12,1,502,14.9695
207,17462,498,0,134,12,2,502,14.9695
208,20371,5643,0,33,12,2,502,14.9695
209,12578,9149,0,312,12,2:1,502,14.9695
210,1161,4194,0,113,12,1,502,14.9695
211,2064,704,0,265,12,1,502,14.9695
212,22930,6008,0,63,12,2,502,14.9695
213,13072,8930,0,334,12,2:1,502,14.9695
214,10262,6936,0,280,12,1:2,502,14.9695
215,19076,3060,0,327,12,2,502,14.9695
216,16193,11432,0,341,12,2,502,14.9695
217,9074,4329,0,243,12,1:2,502,14.9695
218,6065,1224,0,410,12,1,502,14.9695
219,7014,10476,0,374,12,1,502,14.9695
220,668,10492,0,285,12,1,502,14.9695
221,4055,8508,0,391,12,1,502,14.9695
222,17164,9051,0,79,12,2,502,14.9695
223,11016,23,0,287,12,1:2,502,14.9695
224,22426,748,0,287,12,2,502,14.9695
225,5636,2020,0,419,12,1,502,14.9695
226,3640,10458,0,390,12,1,502,14.9695
227,6020,9922,0,291,12,1,502,14.9695
228,14887,7260,0,34,12,2:1,502,14.9695
229,21537,7781,0,87,12,2,502,14.9695
230,19361,2492,0,296,12,2,502,14.9695
231,2940,4908,0,9,12,1,502,14.9695
232,2981,4313,0,349,12,1,502,14.9695
233,6240,6745,0,332,12,1,502,14.9695
234,21975,3513,0,190,12,2,502,14.9695
235,4262,10061,0,424,12,1,502,14.9695
236,22175,11556,0,47,12,2,502,14.9695
237,21495,10854,0,123,12,2,502,14.9695
238,11803,4324,0,85,12,2:1,502,14.9695
239,17313,8768,0,154,12,2,502,14.9695
240,3826,2701,0,176,12,1,502,14.9695
241,19099,9048,0,457,12,2,502,14.9695
242,8190,11349,0,205,12,1,502,14.9695
243,22965,9158,0,430,12,2,502,14.9695
244,13695,4470,0,222,12,2:1,502,14.9695
245,23424,10751,0,500,12,2,502,14.9695
246,10483,761,0,229,12,1:2,502,14.9695
247,2919,4225,0,280,12,1,502,14.9695
248,5364,1459,0,167,12,1,502,14.9695
249,3872,4516,0,96,12,1,502,14.9695
250,9166,8858,0,339,12,1:2,502,14.9695
251,13947,5752,0,325,12,2:1,502,14.9695
252,7125,6020,0,166,12,1,502,14.9695
253,7383,4142,0,102,12,1,502,14.9695
254,21553,2275,0,475,12,2,502,14.9695
255,13684,9761,0,314,12,2:1,502,14.9695
