id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,736,32,0,102,12,1,800,14,109
2,9310,10122,0,228,12,1,800,14,230
3,6814,6345,0,790,12,1,800,14,785
4,6486,3450,0,371,12,1,800,14,370
5,2354,1004,0,555,12,1,800,14,559
6,4315,3364,0,700,12,1,800,14,701
7,5685,5490,0,289,12,1,800,14,286
8,8290,10082,0,472,12,1,800,14,473
9,6923,12310,0,798,12,1,800,14,790
10,5605,844,0,324,12,1,800,14,322
11,11583,5002,0,134,12,1,800,14,141
12,2956,11530,0,534,12,1,800,14,534
13,6016,11353,0,520,12,1,800,14,514
14,8738,10299,0,541,12,1,800,14,544
15,6444,925,0,438,12,1,800,14,433
16,11194,7903,0,271,12,1,800,14,273
17,4068,7467,0,31,12,1,800,14,36
18,11285,8105,0,311,12,1,800,14,305
19,2767,2299,0,518,12,1,800,14,513
20,1315,2856,0,788,12,1,800,14,784
21,5490,6409,0,15,12,1,800,14,21
22,5681,8270,0,502,12,1,800,14,492
23,6652,619,0,182,12,1,800,14,185
24,10117,1201,0,52,12,1,800,14,58
25,7744,9898,0,624,12,1,800,14,633
26,9995,8720,0,191,12,1,800,14,192
27,6099,6988,0,37,12,1,800,14,42
28,4777,5068,0,73,12,1,800,14,88
29,10740,4856,0,158,12,1,800,14,162
30,45,7214,0,729,12,1,800,14,724
31,8744,9891,0,137,12,1,800,14,143
32,955,9190,0,14,12,1,800,14,19
33,5671,8873,0,649,12,1,800,14,655
34,5884,9294,0,633,12,1,800,14,641
35,9715,3895,0,143,12,1,800,14,149
36,11694,12072,0,783,12,1,800,14,778
37,8275,301,0,230,12,1,800,14,233
38,4514,9978,0,556,12,1,800,14,560
39,6947,8487,0,457,12,1,800,14,454
40,6287,10127,0,588,12,1,800,14,596
41,4593,11490,0,29,12,1,800,14,35
42,11061,2127,0,727,12,1,800,14,719
43,6626,2482,0,532,12,1,800,14,529
44,4015,5049,0,678,12,1,800,14,684
45,7505,4589,0,264,12,1,800,14,263
46,12082,7647,0,112,12,1,800,14,116
47,795,1226,0,363,12,1,800,14,362
48,11817,5906,0,578,12,1,800,14,585
49,9891,3656,0,334,12,1,800,14,332
50,7160,6082,0,598,12,1,800,14,603
51,5273,6627,0,650,12,1,800,14,657
52,2592,10820,0,218,12,1,800,14,224
53,5783,10356,0,321,12,1,800,14,316
54,5654,1577,0,710,12,1,800,14,706
55,7151,6699,0,76,12,1,800,14,89
56,10859,4554,0,272,12,1,800,14,274
57,3894,4718,0,96,12,1,800,14,103
58,10203,3704,0,247,12,1,800,14,247
59,1567,10507,0,238,12,1,800,14,241
60,3873,5189,0,140,12,1,800,14,146
61,11169,6278,0,68,12,1,800,14,78
62,4147,10150,0,528,12,1,800,14,523
63,3568,3587,0,604,12,1,800,14,612
64,7002,7595,0,499,12,1,800,14,490
65,7680,5014,0,337,12,1,800,14,338
66,9126,7853,0,799,12,1,800,14,793
67,9471,2698,0,758,12,1,800,14,756
68,4903,8159,0,476,12,1,800,14,477
69,377,942,0,208,12,1,800,14,212
70,636,666,0,383,12,1,800,14,378
71,6252,6619,0,386,12,1,800,14,382
72,1708,603,0,42,12,1,800,14,46
73,10456,11878,0,125,12,1,800,14,131
74,10116,10734,0,517,12,1,800,14,512
75,2212,8833,0,716,12,1,800,14,711
76,11466,1601,0,192,12,1,800,14,194
77,6583,10158,0,339,12,1,800,14,340
78,529,7760,0,93,12,1,800,14,101
79,11815,7637,0,745,12,1,800,14,741
80,10107,2742,0,487,12,1,800,14,482
81,11476,9201,0,321,12,1,800,14,317
82,9946,5554,0,728,12,1,800,14,721
83,9748,5699,0,759,12,1,800,14,757
84,7347,9632,0,47,12,1,800,14,52
85,4445,2875,0,44,12,1,800,14,50
86,9994,4205,0,527,12,1,800,14,520
87,2794,7344,0,7,12,1,800,14,12
88,2752,9189,0,397,12,1,800,14,392
89,1682,5742,0,411,12,1,800,14,402
90,5725,2326,0,607,12,1,800,14,619
91,3738,9453,0,542,12,1,800,14,545
92,9235,11492,0,265,12,1,800,14,266
93,8596,5893,0,323,12,1,800,14,320
94,9385,3952,0,510,12,1,800,14,502
95,9214,7561,0,68,12,1,800,14,79
96,6522,7844,0,771,12,1,800,14,766
97,3615,231,0,326,12,1,800,14,324
98,1202,12317,0,696,12,1,800,14,697
99,7280,6315,0,267,12,1,800,14,267
100,2992,12103,0,695,12,1,800,14,695
101,3864,3362,0,7,12,1,800,14,13
102,4603,3039,0,211,12,1,800,14,216
103,7080,10845,0,438,12,1,800,14,434
104,3904,7757,0,269,12,1,800,14,269
105,11876,5819,0,457,12,1,800,14,455
106,5056,6671,0,17,12,1,800,14,22
107,4773,11047,0,468,12,1,800,14,468
108,1817,4098,0,754,12,1,800,14,752
109,2626,8467,0,699,12,1,800,14,700
110,11735,4715,0,729,12,1,800,14,725
111,6301,2770,0,640,12,1,800,14,646
112,3414,12198,0,433,12,1,800,14,427
113,8696,6139,0,180,12,1,800,14,184
114,902,2814,0,578,12,1,800,14,586
115,3674,3885,0,192,12,1,800,14,195
116,6047,5439,0,21,12,1,800,14,29
117,9099,2482,0,142,12,1,800,14,148
118,4303,10950,0,126,12,1,800,14,132
119,7957,10972,0,537,12,1,800,14,538
120,7445,3831,0,457,12,1,800,14,456
121,8623,2917,0,414,12,1,800,14,407
122,11757,9666,0,605,12,1,800,14,615
123,9773,11280,0,195,12,1,800,14,197
124,4473,3883,0,4,12,1,800,14,10
125,9670,10845,0,721,12,1,800,14,715
126,3088,9011,0,178,12,1,800,14,182
127,154,630,0,66,12,1,800,14,75
128,9537,9307,0,770,12,1,800,14,764
129,4856,9857,0,800,12,1,800,14,796
130,160,5894,0,98,12,1,800,14,105
131,10209,1490,0,465,12,1,800,14,463
132,7446,12053,0,437,12,1,800,14,431
133,8998,6637,0,651,12,1,800,14,658
134,7651,6746,0,549,12,1,800,14,551
135,11801,7876,0,50,12,1,800,14,56
136,12102,11006,0,642,12,1,800,14,649
137,199,11992,0,552,12,1,800,14,554
138,12170,1093,0,163,12,1,800,14,168
139,3046,957,0,786,12,1,800,14,781
140,7259,4088,0,96,12,1,800,14,104
141,10607,10821,0,535,12,1,800,14,536
142,4024,1153,0,227,12,1,800,14,228
143,2440,734,0,740,12,1,800,14,737
144,7303,1240,0,229,12,1,800,14,232
145,5427,6602,0,184,12,1,800,14,187
146,3274,5284,0,168,12,1,800,14,173
147,953,12150,0,599,12,1,800,14,606
148,10435,12297,0,458,12,1,800,14,457
149,2948,2102,0,640,12,1,800,14,647
150,8157,202,0,724,12,1,800,14,716
151,8826,11796,0,269,12,1,800,14,270
152,11098,4938,0,760,12,1,800,14,760
153,7206,1549,0,62,12,1,800,14,70
154,3457,1393,0,644,12,1,800,14,650
155,8262,8256,0,321,12,1,800,14,318
156,5174,4793,0,569,12,1,800,14,575
157,1614,11133,0,72,12,1,800,14,85
158,3368,12248,0,415,12,1,800,14,408
159,11032,8914,0,53,12,1,800,14,60
160,11109,10899,0,322,12,1,800,14,319
161,3649,7782,0,306,12,1,800,14,301
162,6831,6659,0,777,12,1,800,14,771
163,3813,3899,0,100,12,1,800,14,108
164,2440,3465,0,449,12,1,800,14,444
165,11259,7382,0,387,12,1,800,14,385
166,1432,9064,0,58,12,1,800,14,66
167,6292,9601,0,662,12,1,800,14,664
168,11661,3808,0,2,12,1,800,14,1
169,5503,12345,0,245,12,1,800,14,246
170,10673,3214,0,746,12,1,800,14,744
171,6298,785,0,352,12,1,800,14,357
172,8688,9455,0,602,12,1,800,14,610
173,9537,4148,0,441,12,1,800,14,437
174,460,10200,0,290,12,1,800,14,287
175,11383,7730,0,32,12,1,800,14,38
176,4322,4802,0,386,12,1,800,14,383
177,3704,8247,0,69,12,1,800,14,83
178,10249,3396,0,727,12,1,800,14,720
179,8133,11863,0,270,12,1,800,14,272
180,6638,10752,0,318,12,1,800,14,313
181,8028,5528,0,542,12,1,800,14,546
182,3727,8058,0,561,12,1,800,14,566
183,2726,11279,0,484,12,1,800,14,481
184,7311,5324,0,330,12,1,800,14,330
185,11147,11300,0,154,12,1,800,14,159
186,8189,9630,0,714,12,1,800,14,709
187,3188,6200,0,130,12,1,800,14,137
188,4462,11331,0,305,12,1,800,14,300
189,12080,112,0,57,12,1,800,14,65
190,11521,12121,0,627,12,1,800,14,635
191,7964,8154,0,47,12,1,800,14,53
192,3558,5987,0,40,12,1,800,14,44
193,10295,2353,0,671,12,1,800,14,672
194,1701,9299,0,514,12,1,800,14,506
195,7353,9101,0,700,12,1,800,14,702
196,8926,4138,0,503,12,1,800,14,496
197,3100,9607,0,355,12,1,800,14,358
198,11063,3024,0,627,12,1,800,14,636
199,523,4914,0,105,12,1,800,14,113
200,11406,6584,0,787,12,1,800,14,782
201,4645,5568,0,638,12,1,800,14,644
202,10050,4618,0,756,12,1,800,14,753
203,641,11678,0,543,12,1,800,14,547
204,7662,8250,0,566,12,1,800,14,572
205,5855,8308,0,591,12,1,800,14,598
206,8219,1582,0,282,12,1,800,14,279
207,2177,6688,0,471,12,1,800,14,472
208,8498,252,0,320,12,1,800,14,315
209,1598,8121,0,341,12,1,800,14,342
210,2822,10147,0,35,12,1,800,14,41
211,10442,11679,0,264,12,1,800,14,264
212,5901,8420,0,37,12,1,800,14,43
213,9209,541,0,295,12,1,800,14,293
214,7580,8456,0,10,12,1,800,14,15
215,7653,624,0,334,12,1,800,14,333
216,6291,12279,0,137,12,1,800,14,144
217,5714,12002,0,626,12,1,800,14,634
218,8986,12033,0,12,12,1,800,14,16
219,503,2377,0,531,12,1,800,14,527
220,2876,4812,0,562,12,1,800,14,567
221,291,11495,0,522,12,1,800,14,516
222,8711,5761,0,31,12,1,800,14,37
223,2698,4981,0,570,12,1,800,14,576
224,4293,10164,0,113,12,1,800,14,117
225,12033,6968,0,543,12,1,800,14,548
226,8057,11964,0,613,12,1,800,14,626
227,3265,8855,0,89,12,1,800,14,100
228,9321,10538,0,238,12,1,800,14,242
229,1112,311,0,151,12,1,800,14,156
230,60,5002,0,695,12,1,800,14,696
231,6525,8869,0,611,12,1,800,14,625
232,3745,5011,0,262,12,1,800,14,260
233,9191,1214,0,228,12,1,800,14,231
234,5693,5489,0,64,12,1,800,14,73
235,1372,11069,0,388,12,1,800,14,387
236,10911,3779,0,213,12,1,800,14,218
237,10924,7158,0,327,12,1,800,14,328
238,11881,12359,0,694,12,1,800,14,693
239,4734,6054,0,602,12,1,800,14,611
240,5093,1392,0,453,12,1,800,14,449
241,5734,1421,0,351,12,1,800,14,355
242,6003,11111,0,79,12,1,800,14,96
243,4791,8604,0,520,12,1,800,14,515
244,10524,11957,0,79,12,1,800,14,97
245,11635,12011,0,470,12,1,800,14,471
246,8964,1358,0,283,12,1,800,14,280
247,4021,10862,0,463,12,1,800,14,461
248,5379,11347,0,556,12,1,800,14,561
249,4466,1122,0,710,12,1,800,14,707
250,11543,10263,0,456,12,1,800,14,453
251,9849,11573,0,275,12,1,800,14,275
252,3196,2128,0,314,12,1,800,14,311
253,9101,10036,0,694,12,1,800,14,694
254,4296,7236,0,717,12,1,800,14,712
255,404,5023,0,98,12,1,800,14,106
256,2302,5395,0,715,12,1,800,14,710
257,3572,5812,0,418,12,1,800,14,410
258,8419,7880,0,423,12,1,800,14,414
259,1722,4548,0,337,12,1,800,14,339
260,8750,6414,0,655,12,1,800,14,661
261,6734,12388,0,262,12,1,800,14,261
262,9110,7735,0,169,12,1,800,14,174
263,904,7220,0,604,12,1,800,14,613
264,2402,3585,0,582,12,1,800,14,590
265,9732,9602,0,734,12,1,800,14,731
266,1971,7053,0,105,12,1,800,14,114
267,4645,8193,0,205,12,1,800,14,210
268,8957,9065,0,451,12,1,800,14,447
269,1083,8303,0,770,12,1,800,14,765
270,1590,1192,0,365,12,1,800,14,365
271,4315,8544,0,729,12,1,800,14,726
272,4218,8234,0,469,12,1,800,14,469
273,6983,10262,0,216,12,1,800,14,220
274,8495,11768,0,616,12,1,800,14,627
275,11093,5074,0,72,12,1,800,14,86
276,8155,1472,0,123,12,1,800,14,127
277,10252,5672,0,730,12,1,800,14,727
278,4618,10237,0,439,12,1,800,14,435
279,11028,4282,0,122,12,1,800,14,124
280,11385,721,0,665,12,1,800,14,669
281,451,8277,0,152,12,1,800,14,157
282,1289,4067,0,210,12,1,800,14,215
283,8657,10495,0,78,12,1,800,14,94
284,2479,6672,0,455,12,1,800,14,452
285,2608,220,0,433,12,1,800,14,428
286,9668,6443,0,17,12,1,800,14,23
287,7318,1739,0,202,12,1,800,14,208
288,6986,6750,0,232,12,1,800,14,235
289,7310,4944,0,649,12,1,800,14,656
290,5499,430,0,358,12,1,800,14,360
291,11397,6470,0,778,12,1,800,14,772
292,6257,9638,0,173,12,1,800,14,178
293,2939,981,0,199,12,1,800,14,201
294,11224,4382,0,390,12,1,800,14,389
295,11623,5718,0,326,12,1,800,14,325
296,4097,2518,0,800,12,1,800,14,797
297,7282,12400,0,250,12,1,800,14,249
298,6635,8989,0,465,12,1,800,14,464
299,11485,6591,0,427,12,1,800,14,417
300,1510,2281,0,326,12,1,800,14,326
301,2439,12244,0,450,12,1,800,14,446
302,9529,7715,0,42,12,1,800,14,47
303,9100,656,0,4,12,1,800,14,11
304,6040,6388,0,175,12,1,800,14,180
305,11234,6954,0,608,12,1,800,14,620
306,10838,4459,0,216,12,1,800,14,221
307,8871,10062,0,201,12,1,800,14,206
308,7522,1374,0,152,12,1,800,14,158
309,3370,11541,0,3,12,1,800,14,5
310,7762,7188,0,559,12,1,800,14,565
311,9446,637,0,539,12,1,800,14,540
312,2084,12196,0,374,12,1,800,14,373
313,62,6254,0,250,12,1,800,14,250
314,7003,5316,0,719,12,1,800,14,714
315,5967,9313,0,115,12,1,800,14,118
316,11945,10608,0,364,12,1,800,14,364
317,109,5053,0,339,12,1,800,14,341
318,10756,11937,0,299,12,1,800,14,294
319,6056,897,0,306,12,1,800,14,302
320,8222,5640,0,681,12,1,800,14,685
321,6542,6207,0,586,12,1,800,14,594
322,11903,6179,0,563,12,1,800,14,568
323,5407,5322,0,344,12,1,800,14,348
324,5580,10869,0,780,12,1,800,14,774
325,12301,2382,0,622,12,1,800,14,631
326,9086,2163,0,162,12,1,800,14,166
327,8073,7959,0,481,12,1,800,14,479
328,11403,7751,0,512,12,1,800,14,504
329,1023,4673,0,608,12,1,800,14,621
330,8007,8117,0,534,12,1,800,14,535
331,4413,6828,0,684,12,1,800,14,688
332,3554,8649,0,740,12,1,800,14,738
333,3957,2835,0,84,12,1,800,14,98
334,6146,864,0,540,12,1,800,14,543
335,8062,9865,0,543,12,1,800,14,549
336,10521,11707,0,259,12,1,800,14,258
337,12331,5538,0,595,12,1,800,14,601
338,6343,12250,0,704,12,1,800,14,704
339,8660,10351,0,343,12,1,800,14,345
340,3241,6169,0,757,12,1,800,14,755
341,3321,12100,0,259,12,1,800,14,259
342,2221,10773,0,154,12,1,800,14,160
343,2228,602,0,66,12,1,800,14,76
344,8283,315,0,502,12,1,800,14,493
345,21,6920,0,191,12,1,800,14,193
346,3480,8797,0,17,12,1,800,14,24
347,6682,6907,0,579,12,1,800,14,587
348,9952,4815,0,150,12,1,800,14,155
349,4497,4885,0,527,12,1,800,14,521
350,12159,4801,0,217,12,1,800,14,223
351,6528,10803,0,99,12,1,800,14,107
352,11189,1299,0,706,12,1,800,14,705
353,10629,1123,0,413,12,1,800,14,404
354,11107,8462,0,167,12,1,800,14,172
355,439,9342,0,608,12,1,800,14,622
356,6725,2619,0,426,12,1,800,14,416
357,2635,2812,0,507,12,1,800,14,499
358,574,1806,0,798,12,1,800,14,791
359,11762,12241,0,586,12,1,800,14,595
360,4315,305,0,313,12,1,800,14,309
361,192,7993,0,294,12,1,800,14,292
362,9813,9241,0,200,12,1,800,14,204
363,7914,12064,0,437,12,1,800,14,432
364,10225,569,0,65,12,1,800,14,74
365,1788,9147,0,233,12,1,800,14,238
366,200,99,0,500,12,1,800,14,491
367,8847,10858,0,745,12,1,800,14,742
368,8547,11214,0,42,12,1,800,14,48
369,1280,8039,0,110,12,1,800,14,115
370,12096,2843,0,187,12,1,800,14,188
371,11323,7130,0,421,12,1,800,14,412
372,925,10136,0,529,12,1,800,14,524
373,4455,2206,0,398,12,1,800,14,394
374,8487,6376,0,383,12,1,800,14,379
375,6956,4415,0,701,12,1,800,14,703
376,10684,3527,0,691,12,1,800,14,692
377,11792,1825,0,514,12,1,800,14,507
378,2419,8132,0,62,12,1,800,14,71
379,5523,5894,0,162,12,1,800,14,167
380,5801,9853,0,784,12,1,800,14,780
381,643,8744,0,790,12,1,800,14,786
382,9291,6111,0,580,12,1,800,14,589
383,10584,2333,0,231,12,1,800,14,234
384,8479,1436,0,127,12,1,800,14,134
385,651,7755,0,78,12,1,800,14,95
386,5463,4964,0,526,12,1,800,14,519
387,7878,11651,0,179,12,1,800,14,183
388,12106,595,0,445,12,1,800,14,440
389,1592,11741,0,800,12,1,800,14,798
390,5565,6062,0,522,12,1,800,14,517
391,9438,7969,0,646,12,1,800,14,651
392,7713,7656,0,291,12,1,800,14,288
393,8008,11533,0,124,12,1,800,14,130
394,11793,9817,0,18,12,1,800,14,28
395,3470,6478,0,576,12,1,800,14,582
396,5844,2266,0,311,12,1,800,14,306
397,8090,12196,0,350,12,1,800,14,353
398,4217,445,0,3,12,1,800,14,6
399,3029,12066,0,725,12,1,800,14,717
400,5582,9368,0,462,12,1,800,14,460
401,5407,9305,0,767,12,1,800,14,761
402,2615,10487,0,2,12,1,800,14,2
403,10416,11010,0,200,12,1,800,14,205
404,415,10102,0,696,12,1,800,14,698
405,7864,4876,0,463,12,1,800,14,462
406,9826,2462,0,681,12,1,800,14,686
407,524,6229,0,558,12,1,800,14,564
408,8884,5499,0,164,12,1,800,14,169
409,7465,4030,0,56,12,1,800,14,64
410,311,9271,0,571,12,1,800,14,577
411,10419,8104,0,17,12,1,800,14,25
412,7116,1574,0,466,12,1,800,14,465
413,8991,8094,0,434,12,1,800,14,429
414,6456,3184,0,209,12,1,800,14,213
415,12123,7497,0,638,12,1,800,14,645
416,805,12194,0,656,12,1,800,14,662
417,9365,2522,0,732,12,1,800,14,729
418,7043,5944,0,746,12,1,800,14,745
419,10822,5165,0,286,12,1,800,14,282
420,5953,10336,0,77,12,1,800,14,91
421,3259,7911,0,621,12,1,800,14,630
422,10841,11199,0,129,12,1,800,14,136
423,8385,10280,0,232,12,1,800,14,236
424,1754,157,0,545,12,1,800,14,550
425,10336,1093,0,43,12,1,800,14,49
426,2541,7723,0,697,12,1,800,14,699
427,3912,8214,0,737,12,1,800,14,734
428,6269,1504,0,304,12,1,800,14,298
429,12203,1895,0,77,12,1,800,14,92
430,3538,8189,0,459,12,1,800,14,458
431,11986,5238,0,48,12,1,800,14,54
432,6475,8261,0,407,12,1,800,14,400
433,7981,5740,0,662,12,1,800,14,665
434,827,2514,0,165,12,1,800,14,170
435,11117,6120,0,176,12,1,800,14,181
436,2059,3597,0,575,12,1,800,14,581
437,1102,1953,0,325,12,1,800,14,323
438,626,11836,0,293,12,1,800,14,290
439,1218,4185,0,572,12,1,800,14,579
440,9142,9766,0,798,12,1,800,14,792
441,2249,3842,0,382,12,1,800,14,376
442,5842,9883,0,145,12,1,800,14,150
443,10915,7025,0,728,12,1,800,14,722
444,354,4563,0,585,12,1,800,14,593
445,7529,12314,0,676,12,1,800,14,681
446,4656,8977,0,737,12,1,800,14,735
447,6346,9352,0,467,12,1,800,14,467
448,11981,4106,0,363,12,1,800,14,363
449,9833,1972,0,685,12,1,800,14,690
450,8403,221,0,572,12,1,800,14,580
451,4525,6992,0,131,12,1,800,14,138
452,5883,10087,0,741,12,1,800,14,740
453,11668,9951,0,551,12,1,800,14,553
454,2345,5401,0,55,12,1,800,14,62
455,5463,3241,0,584,12,1,800,14,592
456,4062,10315,0,661,12,1,800,14,663
457,4150,7383,0,199,12,1,800,14,202
458,7444,2355,0,23,12,1,800,14,32
459,9685,11594,0,28,12,1,800,14,34
460,1820,7939,0,427,12,1,800,14,418
461,1403,9255,0,466,12,1,800,14,466
462,4818,12327,0,68,12,1,800,14,80
463,8852,10153,0,509,12,1,800,14,500
464,10158,10750,0,145,12,1,800,14,151
465,503,7150,0,736,12,1,800,14,732
466,4380,912,0,278,12,1,800,14,278
467,7116,5640,0,717,12,1,800,14,713
468,2670,6668,0,158,12,1,800,14,163
469,3025,10574,0,498,12,1,800,14,486
470,293,1008,0,128,12,1,800,14,135
471,11150,11408,0,2,12,1,800,14,3
472,6065,11912,0,550,12,1,800,14,552
473,6807,10016,0,750,12,1,800,14,746
474,11613,3532,0,539,12,1,800,14,541
475,8047,5386,0,50,12,1,800,14,57
476,9850,9445,0,535,12,1,800,14,537
477,731,2507,0,67,12,1,800,14,77
478,6809,551,0,598,12,1,800,14,604
479,7973,9762,0,258,12,1,800,14,257
480,8311,3896,0,601,12,1,800,14,608
481,1465,8095,0,94,12,1,800,14,102
482,1156,12202,0,395,12,1,800,14,390
483,8967,2575,0,773,12,1,800,14,768
484,5728,8008,0,323,12,1,800,14,321
485,7049,2233,0,351,12,1,800,14,356
486,4254,7338,0,563,12,1,800,14,569
487,10171,4256,0,461,12,1,800,14,459
488,9793,3529,0,312,12,1,800,14,307
489,781,707,0,55,12,1,800,14,63
490,9515,10332,0,123,12,1,800,14,128
491,5356,4108,0,171,12,1,800,14,175
492,7795,12308,0,212,12,1,800,14,217
493,7847,3263,0,192,12,1,800,14,196
494,8582,6935,0,588,12,1,800,14,597
495,2011,915,0,773,12,1,800,14,769
496,7519,1418,0,685,12,1,800,14,691
497,7567,1728,0,247,12,1,800,14,248
498,523,1765,0,429,12,1,800,14,422
499,9864,7398,0,652,12,1,800,14,659
500,6862,7152,0,582,12,1,800,14,591
501,10796,6281,0,145,12,1,800,14,152
502,4063,5896,0,345,12,1,800,14,350
503,6629,4845,0,452,12,1,800,14,448
504,9494,8302,0,40,12,1,800,14,45
505,5647,8775,0,793,12,1,800,14,788
506,9689,7555,0,277,12,1,800,14,277
507,5066,2048,0,732,12,1,800,14,730
508,1958,12351,0,316,12,1,800,14,312
509,2617,287,0,684,12,1,800,14,689
510,11926,8199,0,369,12,1,800,14,368
511,2803,7935,0,60,12,1,800,14,68
512,9519,9937,0,515,12,1,800,14,509
513,1835,9289,0,102,12,1,800,14,110
514,2919,11604,0,76,12,1,800,14,90
515,10423,3065,0,442,12,1,800,14,438
516,10062,3536,0,58,12,1,800,14,67
517,12268,7161,0,397,12,1,800,14,393
518,4448,7495,0,674,12,1,800,14,678
519,8115,726,0,513,12,1,800,14,505
520,11020,6650,0,173,12,1,800,14,179
521,4450,1796,0,556,12,1,800,14,562
522,11661,12211,0,115,12,1,800,14,119
523,7735,5930,0,740,12,1,800,14,739
524,7634,8008,0,553,12,1,800,14,555
525,4338,4683,0,253,12,1,800,14,253
526,1478,10154,0,736,12,1,800,14,733
527,11719,4802,0,286,12,1,800,14,283
528,2743,3579,0,239,12,1,800,14,243
529,7143,10963,0,232,12,1,800,14,237
530,7288,8837,0,301,12,1,800,14,296
531,12269,6115,0,205,12,1,800,14,211
532,6216,6325,0,610,12,1,800,14,624
533,11026,11142,0,423,12,1,800,14,415
534,6714,10064,0,383,12,1,800,14,380
535,4486,4853,0,223,12,1,800,14,226
536,10290,7201,0,386,12,1,800,14,384
537,2054,10017,0,72,12,1,800,14,87
538,6938,9947,0,313,12,1,800,14,310
539,3301,391,0,216,12,1,800,14,222
540,10366,3657,0,604,12,1,800,14,614
541,2768,7085,0,710,12,1,800,14,708
542,9622,4353,0,436,12,1,800,14,430
543,1046,4268,0,671,12,1,800,14,673
544,7827,11881,0,201,12,1,800,14,207
545,1360,6882,0,427,12,1,800,14,419
546,7626,12046,0,759,12,1,800,14,758
547,11479,332,0,384,12,1,800,14,381
548,10030,1415,0,306,12,1,800,14,303
549,104,10377,0,267,12,1,800,14,268
550,517,4066,0,382,12,1,800,14,377
551,4878,10490,0,406,12,1,800,14,397
552,3200,7719,0,8,12,1,800,14,14
553,8666,424,0,254,12,1,800,14,254
554,8474,2887,0,344,12,1,800,14,349
555,5563,12281,0,54,12,1,800,14,61
556,3862,11806,0,304,12,1,800,14,299
557,5198,10087,0,445,12,1,800,14,441
558,9905,3118,0,251,12,1,800,14,251
559,11768,5893,0,226,12,1,800,14,227
560,2483,5515,0,515,12,1,800,14,510
561,4479,2433,0,522,12,1,800,14,518
562,409,11799,0,328,12,1,800,14,329
563,11876,5235,0,21,12,1,800,14,30
564,6524,8228,0,145,12,1,800,14,153
565,1118,6630,0,774,12,1,800,14,770
566,11380,435,0,32,12,1,800,14,39
567,6261,12209,0,646,12,1,800,14,652
568,2245,12141,0,440,12,1,800,14,436
569,8413,7769,0,252,12,1,800,14,252
570,10911,4116,0,182,12,1,800,14,186
571,3442,3642,0,628,12,1,800,14,638
572,7637,4143,0,275,12,1,800,14,276
573,1790,6046,0,171,12,1,800,14,176
574,9992,5283,0,237,12,1,800,14,240
575,4547,10250,0,553,12,1,800,14,556
576,3851,11152,0,783,12,1,800,14,779
577,2415,2370,0,726,12,1,800,14,718
578,11602,8016,0,539,12,1,800,14,542
579,5936,900,0,672,12,1,800,14,675
580,1316,9084,0,608,12,1,800,14,623
581,7347,1226,0,479,12,1,800,14,478
582,7525,4118,0,598,12,1,800,14,605
583,10172,9653,0,350,12,1,800,14,354
584,1102,9328,0,358,12,1,800,14,361
585,9439,125,0,628,12,1,800,14,639
