id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,6382,14843,0,35,12,3:1,46,14.9695,359.185
2,5814,1092,0,26,12,1,46,14.9695,328.529
3,15080,717,0,6,12,2,46,14.9695,3.226
4,3147,9418,0,44,12,1:3,46,14.9695,349.624
5,18384,7889,0,17,12,2:4,46,14.9695,36.562
6,283,13186,0,14,12,3,46,14.9695,83.403
7,20683,20539,0,10,12,4,46,14.9695,90.384
8,127,21247,0,20,12,3,46,14.9695,7.667
9,11818,382,0,24,12,2:1,46,14.9695,75.711
10,18354,10780,0,15,12,2:4,46,14.9695,65.349
11,14794,1937,0,37,12,2,46,14.9695,227.538
12,1544,9472,0,33,12,1:3,46,14.9695,111.442
13,16013,16579,0,23,12,4,46,14.9695,192.099
14,18835,16778,0,11,12,4,46,14.9695,122.775
15,20800,1678,0,28,12,2,46,14.9695,314.375
16,7205,517,0,20,12,1,46,14.9695,125.192
17,16487,7245,0,41,12,2:4,46,14.9695,281.479
18,5520,9721,0,41,12,1:3,46,14.9695,321.564
19,15464,9187,0,37,12,2:4,46,14.9695,105.126
20,18157,8167,0,46,12,2:4,46,14.9695,73.980
21,15644,20531,0,13,12,4,46,14.9695,159.849
22,307,1506,0,19,12,1,46,14.9695,160.326
23,10604,5859,0,39,12,1:2,46,14.9695,541.924
24,3873,20676,0,32,12,3,46,14.9695,64.002
25,20653,20478,0,9,12,4,46,14.9695,48.602
26,10415,18507,0,6,12,3:4,46,14.9695,74.698
27,13160,20907,0,9,12,4:3,46,14.9695,67.202
28,14782,17483,0,11,12,4,46,14.9695,97.155
29,4681,10538,0,46,12,1:3,46,14.9695,12.472
30,4039,17037,0,20,12,3,46,14.9695,268.324
31,15573,9048,0,37,12,2:4,46,14.9695,131.474
32,7892,6578,0,4,12,1,46,14.9695,45.124
33,19621,1915,0,12,12,2,46,14.9695,39.113
34,12915,13138,0,22,12,4:3:2,46,14.9695,233.317
35,10518,17718,0,7,12,3:4,46,14.9695,2.541
36,5492,5521,0,45,12,1,46,14.9695,659.191
37,6523,13308,0,18,12,3:1,46,14.9695,27.129
38,21182,11986,0,23,12,4:2,46,14.9695,181.947
39,9823,7773,0,24,12,1:2,46,14.9695,23.569
40,16983,8871,0,16,12,2:4,46,14.9695,75.547
41,16520,13170,0,13,12,4:2,46,14.9695,49.298
42,4935,5698,0,18,12,1,46,14.9695,64.188
43,18412,2071,0,42,12,2,46,14.9695,296.972
44,9005,11175,0,29,12,1:3:4,46,14.9695,300.193
45,15732,6745,0,14,12,2:4,46,14.9695,4.666
46,8599,9797,0,46,12,1:3:4,46,14.9695,230.806
47,20781,4295,0,24,12,2,46,14.9695,74.831
48,8201,9672,0,9,12,1:3,46,14.9695,82.175
49,4830,6906,0,15,12,1,46,14.9695,118.657
50,19811,21809,0,13,12,4,46,14.9695,86.562
51,10154,3566,0,28,12,1:2,46,14.9695,349.554
52,16077,7965,0,46,12,2:4,46,14.9695,436.851
53,20949,5578,0,46,12,2,46,14.9695,277.192
54,12013,13830,0,13,12,4:3,46,14.9695,120.398
55,3601,14332,0,31,12,3:1,46,14.9695,199.434
56,18920,12453,0,7,12,4:2,46,14.9695,42.950
57,4466,10840,0,43,12,1:3,46,14.9695,55.316
58,20540,8128,0,2,12,2:4,46,14.9695,1.387
59,17962,15450,0,6,12,4,46,14.9695,65.582
60,12782,14381,0,31,12,4:3,46,14.9695,383.120
61,10033,2767,0,26,12,1:2,46,14.9695,174.417
62,167,15765,0,32,12,3,46,14.9695,419.595
63,3233,5144,0,34,12,1,46,14.9695,169.750
64,2079,14814,0,3,12,3,46,14.9695,19.991
65,2420,14509,0,4,12,3,46,14.9695,23.617
66,1778,7121,0,18,12,1,46,14.9695,25.143
67,15231,7510,0,10,12,2:4,46,14.9695,47.580
68,20177,9432,0,40,12,2:4,46,14.9695,214.291
69,9393,15102,0,15,12,3:4,46,14.9695,139.508
70,5553,11549,0,43,12,3:1,46,14.9695,165.623
71,16524,14708,0,27,12,4:2,46,14.9695,86.064
72,17187,16292,0,21,12,4,46,14.9695,215.667
73,2712,13124,0,2,12,3:1,46,14.9695,8.110
74,15749,13251,0,43,12,4:2,46,14.9695,71.535
75,9498,15085,0,9,12,3:4,46,14.9695,61.202
76,10841,16945,0,7,12,4:3,46,14.9695,1.939
77,14260,19732,0,9,12,4,46,14.9695,69.881
78,6301,20853,0,40,12,3,46,14.9695,316.292
79,17183,16565,0,39,12,4,46,14.9695,401.848
80,18578,6740,0,9,12,2,46,14.9695,36.941
81,7932,18996,0,34,12,3:4,46,14.9695,3.083
82,19951,18755,0,27,12,4,46,14.9695,293.855
83,6199,1779,0,45,12,1,46,14.9695,114.299
84,4127,1021,0,13,12,1,46,14.9695,40.479
85,21019,21253,0,14,12,4,46,14.9695,118.811
86,856,9040,0,42,12,1:3,46,14.9695,438.495
87,647,4371,0,2,12,1,46,14.9695,6.830
88,3735,15812,0,42,12,3,46,14.9695,474.320
89,3935,2449,0,11,12,1,46,14.9695,99.950
90,12956,4127,0,22,12,2:1,46,14.9695,127.224
91,19296,18759,0,18,12,4,46,14.9695,166.772
92,19886,17436,0,39,12,4,46,14.9695,291.089
93,420,7186,0,2,12,1,46,14.9695,8.294
94,7377,14774,0,7,12,3:4:1,46,14.9695,85.591
95,3704,958,0,12,12,1,46,14.9695,107.783
96,4027,20100,0,39,12,3,46,14.9695,4.008
97,2511,6740,0,17,12,1,46,14.9695,8.014
98,12289,20592,0,39,12,4:3,46,14.9695,514.452
99,7274,1686,0,36,12,1,46,14.9695,149.754
100,28,7595,0,46,12,1,46,14.9695,508.393
