id,x,y,z,deadline,sf,gateways,windowlength,slotlength,slotnumber
1,1908,7693,0,367,12,1,502,14,354
2,17414,3909,0,404,12,2,502,14,387
3,18738,178,0,75,12,2,502,14,70
4,8094,59,0,245,12,1,502,14,231
7,4852,274,0,21,12,1,502,14,25
8,9341,1221,0,363,12,1,502,14,349
9,13724,11547,0,41,12,2,502,14,34
11,7229,11174,0,127,12,1,502,14,132
12,5377,6179,0,251,12,1,502,14,238
13,21478,793,0,168,12,2,502,14,172
14,7085,527,0,81,12,1,502,14,85
16,18270,5308,0,478,12,2,502,14,486
17,2625,9491,0,227,12,1,502,14,211
18,1803,12009,0,42,12,1,502,14,48
19,6200,7877,0,33,12,1,502,14,43
20,22204,758,0,331,12,2,502,14,320
21,4706,3602,0,261,12,1,502,14,247
23,4668,11018,0,134,12,1,502,14,136
24,1972,37,0,382,12,1,502,14,373
26,373,9176,0,64,12,1,502,14,65
27,14788,9378,0,408,12,2,502,14,391
28,6358,7911,0,167,12,1,502,14,158
30,415,5859,0,279,12,1,502,14,267
32,18275,226,0,173,12,2,502,14,177
33,3162,2271,0,364,12,1,502,14,350
34,22522,7516,0,135,12,2,502,14,141
35,4082,4514,0,472,12,1,502,14,463
36,5306,5100,0,61,12,1,502,14,62
37,15060,11902,0,13,12,2,502,14,10
38,5466,2927,0,380,12,1,502,14,369
39,20879,10111,0,463,12,2,502,14,463
40,6349,8676,0,58,12,1,502,14,61
42,994,5071,0,399,12,1,502,14,394
43,6820,2650,0,54,12,1,502,14,58
44,16919,1340,0,464,12,2,502,14,464
45,16670,2643,0,233,12,2,502,14,221
46,21733,2573,0,280,12,2,502,14,275
47,15948,2370,0,432,12,2,502,14,413
50,4731,4703,0,178,12,1,502,14,172
51,23562,2157,0,384,12,2,502,14,371
52,4292,4480,0,181,12,1,502,14,175
53,6108,8144,0,299,12,1,502,14,292
55,20154,9754,0,379,12,2,502,14,365
56,3163,9046,0,48,12,1,502,14,52
57,6461,4453,0,21,12,1,502,14,26
58,15478,11550,0,261,12,2,502,14,257
59,20602,4295,0,51,12,2,502,14,44
60,16256,10162,0,374,12,2,502,14,362
61,3896,10710,0,188,12,1,502,14,180
62,22514,1293,0,331,12,2,502,14,321
63,1471,2290,0,309,12,1,502,14,302
64,5068,3902,0,78,12,1,502,14,80
66,16775,12104,0,108,12,2,502,14,118
67,5446,11574,0,279,12,1,502,14,268
68,8626,2012,0,467,12,1,502,14,457
69,16939,1308,0,130,12,2,502,14,134
70,14258,1547,0,186,12,2,502,14,189
71,3242,3029,0,466,12,1,502,14,456
72,16304,7765,0,128,12,2,502,14,130
74,18392,2910,0,353,12,2,502,14,351
75,4050,1109,0,204,12,1,502,14,191
76,17714,5564,0,144,12,2,502,14,146
77,22793,9465,0,424,12,2,502,14,402
78,2779,7511,0,287,12,1,502,14,279
79,2378,11709,0,387,12,1,502,14,384
80,5719,765,0,45,12,1,502,14,51
83,16890,8690,0,380,12,2,502,14,366
84,15386,3286,0,214,12,2,502,14,210
85,6893,8480,0,269,12,1,502,14,257
86,23290,9222,0,472,12,2,502,14,473
87,5537,10978,0,50,12,1,502,14,53
88,18979,5781,0,360,12,2,502,14,354
89,1618,7336,0,250,12,1,502,14,237
90,20160,10409,0,128,12,2,502,14,131
91,5898,7524,0,10,12,1,502,14,10
92,4974,5467,0,322,12,1,502,14,308
93,6678,2584,0,372,12,1,502,14,361
95,6516,123,0,218,12,1,502,14,202
96,19209,10515,0,470,12,2,502,14,470
98,941,11224,0,88,12,1,502,14,92
99,19093,4579,0,476,12,2,502,14,482
100,458,4250,0,449,12,1,502,14,445
104,4733,6391,0,325,12,1,502,14,314
105,7006,6115,0,98,12,1,502,14,103
106,8231,9567,0,54,12,1,502,14,59
108,1671,10691,0,427,12,1,502,14,422
112,18185,9040,0,235,12,2,502,14,230
113,1271,11163,0,285,12,1,502,14,276
115,14156,707,0,28,12,2,502,14,26
117,1858,10707,0,308,12,1,502,14,299
118,15397,10633,0,285,12,2,502,14,278
119,16343,1463,0,148,12,2,502,14,156
120,17302,2230,0,413,12,2,502,14,398
121,22883,6730,0,405,12,2,502,14,389
122,1974,7218,0,311,12,1,502,14,303
123,4710,10235,0,181,12,1,502,14,176
124,22739,10048,0,152,12,2,502,14,158
125,17317,9420,0,101,12,2,502,14,107
129,18617,4340,0,276,12,2,502,14,270
130,17960,4748,0,434,12,2,502,14,422
131,5914,5330,0,175,12,1,502,14,170
132,21684,3091,0,127,12,2,502,14,128
133,16746,462,0,152,12,2,502,14,159
134,19435,9840,0,433,12,2,502,14,416
136,17191,3451,0,209,12,2,502,14,205
137,18804,8684,0,55,12,2,502,14,50
138,23210,10713,0,191,12,2,502,14,193
139,1057,5526,0,402,12,1,502,14,397
140,19823,11728,0,454,12,2,502,14,450
141,15234,7048,0,27,12,2,502,14,25
143,6973,9509,0,206,12,1,502,14,193
144,23149,2590,0,136,12,2,502,14,142
145,15668,10418,0,38,12,2,502,14,33
146,17312,1052,0,66,12,2,502,14,61
147,1389,8637,0,15,12,1,502,14,18
148,2829,3310,0,482,12,1,502,14,471
150,20684,4793,0,275,12,2,502,14,269
152,7604,9130,0,168,12,1,502,14,161
155,22014,2841,0,399,12,2,502,14,382
157,2666,7209,0,103,12,1,502,14,107
159,17926,6612,0,156,12,2,502,14,165
160,22521,6301,0,397,12,2,502,14,379
163,22385,8636,0,8,12,2,502,14,8
164,20775,2229,0,157,12,2,502,14,167
165,7928,7351,0,486,12,1,502,14,474
166,15785,10279,0,177,12,2,502,14,181
167,16337,1755,0,402,12,2,502,14,385
168,18622,10673,0,292,12,2,502,14,286
170,20418,4607,0,284,12,2,502,14,277
172,22721,11598,0,434,12,2,502,14,426
173,8082,1944,0,85,12,1,502,14,89
174,22587,3735,0,337,12,2,502,14,337
176,1334,5675,0,116,12,1,502,14,115
177,16221,3078,0,182,12,2,502,14,185
178,6328,7329,0,349,12,1,502,14,335
179,5250,925,0,445,12,1,502,14,440
182,4627,444,0,26,12,1,502,14,33
183,20854,11354,0,211,12,2,502,14,208
184,21244,7537,0,211,12,2,502,14,209
185,17975,7738,0,321,12,2,502,14,313
186,15608,7683,0,98,12,2,502,14,103
189,4322,2826,0,147,12,1,502,14,144
190,2298,8672,0,263,12,1,502,14,249
191,22938,7908,0,457,12,2,502,14,455
192,15782,6634,0,181,12,2,502,14,184
193,19161,3190,0,387,12,2,502,14,372
194,7023,4100,0,68,12,1,502,14,70
195,23348,727,0,96,12,2,502,14,100
197,14982,10201,0,101,12,2,502,14,108
198,7371,9777,0,476,12,1,502,14,464
200,21361,4774,0,256,12,2,502,14,252
202,1966,3037,0,396,12,1,502,14,392
203,17141,2405,0,271,12,2,502,14,265
204,7748,6480,0,450,12,1,502,14,446
205,5144,83,0,139,12,1,502,14,140
206,6381,7660,0,31,12,1,502,14,39
207,17462,498,0,134,12,2,502,14,136
208,20371,5643,0,33,12,2,502,14,27
210,1161,4194,0,113,12,1,502,14,110
211,2064,704,0,265,12,1,502,14,252
212,22930,6008,0,63,12,2,502,14,57
215,19076,3060,0,327,12,2,502,14,317
216,16193,11432,0,341,12,2,502,14,341
218,6065,1224,0,410,12,1,502,14,405
219,7014,10476,0,374,12,1,502,14,366
220,668,10492,0,285,12,1,502,14,277
221,4055,8508,0,391,12,1,502,14,389
