id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,2718,10703,0,157,12,1:3,177,14.9695
2,21364,6159,0,103,12,2,177,14.9695
3,5990,8996,0,3,12,1:3,177,14.9695
4,19238,6650,0,9,12,2,177,14.9695
5,1558,18682,0,160,12,3,177,14.9695
6,8515,5203,0,148,12,1:2,177,14.9695
7,4574,14670,0,158,12,3:1,177,14.9695
8,3851,9783,0,105,12,1:3,177,14.9695
9,1798,10057,0,121,12,1:3,177,14.9695
10,8910,17184,0,34,12,3:4,177,14.9695
11,5564,16524,0,117,12,3,177,14.9695
12,3431,1433,0,169,12,1,177,14.9695
13,4499,1982,0,148,12,1,177,14.9695
14,7399,19875,0,117,12,3,177,14.9695
15,6902,11633,0,66,12,3:1,177,14.9695
16,4625,4701,0,160,12,1,177,14.9695
17,14486,19840,0,65,12,4,177,14.9695
18,8209,8096,0,17,12,1:3,177,14.9695
19,11029,12817,0,32,12,4:3:1,177,14.9695
20,5215,17517,0,15,12,3,177,14.9695
21,14976,17393,0,57,12,4,177,14.9695
22,12166,15792,0,135,12,4:3,177,14.9695
23,3656,10715,0,96,12,1:3,177,14.9695
24,18678,1525,0,130,12,2,177,14.9695
25,5759,7053,0,170,12,1,177,14.9695
26,6278,5860,0,16,12,1,177,14.9695
27,21705,14142,0,173,12,4,177,14.9695
28,5653,5089,0,43,12,1,177,14.9695
29,21854,20890,0,145,12,4,177,14.9695
30,9016,14905,0,94,12,3:4,177,14.9695
31,15921,8147,0,20,12,2:4,177,14.9695
32,11219,1917,0,68,12,1:2,177,14.9695
33,19669,9272,0,163,12,2:4,177,14.9695
34,6878,18355,0,93,12,3,177,14.9695
35,8017,2469,0,26,12,1,177,14.9695
36,19504,9069,0,72,12,2:4,177,14.9695
37,14438,7023,0,6,12,2:1:4,177,14.9695
38,19971,9715,0,81,12,2:4,177,14.9695
39,7718,7188,0,78,12,1,177,14.9695
40,19222,19947,0,118,12,4,177,14.9695
41,2917,335,0,30,12,1,177,14.9695
42,7591,10102,0,151,12,1:3,177,14.9695
43,16327,9192,0,157,12,2:4,177,14.9695
44,20645,14105,0,2,12,4:2,177,14.9695
45,11152,3700,0,53,12,1:2,177,14.9695
46,16412,11349,0,89,12,4:2,177,14.9695
47,10764,23,0,14,12,1:2,177,14.9695
48,15645,20742,0,111,12,4,177,14.9695
49,11311,4991,0,60,12,1:2,177,14.9695
50,11528,14514,0,78,12,4:3,177,14.9695
51,18079,14138,0,137,12,4:2,177,14.9695
52,15175,17251,0,165,12,4,177,14.9695
53,19797,16311,0,21,12,4,177,14.9695
54,732,13965,0,86,12,3,177,14.9695
55,15872,1660,0,36,12,2,177,14.9695
56,6124,19746,0,5,12,3,177,14.9695
57,18618,21490,0,132,12,4,177,14.9695
58,8838,13397,0,154,12,3:4:1,177,14.9695
59,13306,5688,0,90,12,2:1,177,14.9695
60,476,21762,0,154,12,3,177,14.9695
61,14458,21640,0,177,12,4,177,14.9695
62,9431,17698,0,33,12,3:4,177,14.9695
63,8268,6497,0,112,12,1:2,177,14.9695
64,14013,17073,0,32,12,4:3,177,14.9695
65,9350,7163,0,131,12,1:2,177,14.9695
66,9894,18293,0,19,12,3:4,177,14.9695
67,4146,6491,0,132,12,1,177,14.9695
68,5082,19471,0,170,12,3,177,14.9695
69,3247,16409,0,137,12,3,177,14.9695
70,8440,2987,0,119,12,1,177,14.9695
71,6858,8398,0,168,12,1:3,177,14.9695
72,6898,13841,0,160,12,3:1:4,177,14.9695
73,14084,17892,0,108,12,4:3,177,14.9695
74,14164,15860,0,31,12,4:3,177,14.9695
75,5251,4383,0,84,12,1,177,14.9695
76,7574,9608,0,176,12,1:3,177,14.9695
77,10027,4974,0,168,12,1:2,177,14.9695
78,21223,10194,0,8,12,2:4,177,14.9695
79,18800,18821,0,38,12,4,177,14.9695
80,7116,15831,0,29,12,3:4,177,14.9695
81,7428,17453,0,77,12,3:4,177,14.9695
82,4642,16476,0,106,12,3,177,14.9695
83,5265,6089,0,146,12,1,177,14.9695
84,3867,8817,0,43,12,1:3,177,14.9695
85,6937,2614,0,81,12,1,177,14.9695
86,7805,10205,0,28,12,1:3,177,14.9695
87,19662,6832,0,35,12,2,177,14.9695
88,13394,15774,0,125,12,4:3,177,14.9695
89,487,4164,0,25,12,1,177,14.9695
90,1255,11130,0,102,12,3:1,177,14.9695
91,21272,5741,0,36,12,2,177,14.9695
92,6032,20320,0,42,12,3,177,14.9695
93,7858,268,0,78,12,1,177,14.9695
94,12527,3112,0,123,12,2:1,177,14.9695
95,384,10696,0,82,12,1:3,177,14.9695
96,21631,17376,0,42,12,4,177,14.9695
97,12018,12798,0,146,12,4:3:2:1,177,14.9695
98,604,10287,0,168,12,1:3,177,14.9695
99,9752,7810,0,21,12,1:2,177,14.9695
100,8482,1635,0,153,12,1,177,14.9695
101,16834,5036,0,56,12,2,177,14.9695
102,5357,10029,0,89,12,1:3,177,14.9695
103,1450,5377,0,83,12,1,177,14.9695
104,11167,17400,0,70,12,4:3,177,14.9695
105,2268,2671,0,174,12,1,177,14.9695
106,21242,2794,0,67,12,2,177,14.9695
107,5550,6329,0,101,12,1,177,14.9695
108,3118,5497,0,121,12,1,177,14.9695
109,3426,5943,0,58,12,1,177,14.9695
110,5254,10985,0,5,12,1:3,177,14.9695
111,356,12408,0,42,12,3:1,177,14.9695
112,21524,3979,0,131,12,2,177,14.9695
113,11428,11080,0,71,12,4:1:2:3,177,14.9695
114,10061,3901,0,93,12,1:2,177,14.9695
115,18697,3740,0,64,12,2,177,14.9695
116,17868,19788,0,140,12,4,177,14.9695
117,3758,20228,0,145,12,3,177,14.9695
118,18171,17025,0,134,12,4,177,14.9695
119,20955,3879,0,76,12,2,177,14.9695
120,3549,5472,0,13,12,1,177,14.9695
121,13853,18595,0,103,12,4:3,177,14.9695
122,4667,3917,0,72,12,1,177,14.9695
123,7415,7401,0,99,12,1,177,14.9695
124,11890,6272,0,67,12,2:1,177,14.9695
125,9009,18192,0,116,12,3:4,177,14.9695
126,15095,21448,0,27,12,4,177,14.9695
127,17768,11811,0,163,12,4:2,177,14.9695
128,6264,1393,0,113,12,1,177,14.9695
129,6808,2619,0,127,12,1,177,14.9695
130,1279,16739,0,6,12,3,177,14.9695
131,1434,6962,0,47,12,1,177,14.9695
132,17290,5556,0,161,12,2,177,14.9695
133,8588,9872,0,127,12,1:3:4,177,14.9695
134,18468,2715,0,143,12,2,177,14.9695
135,21283,4988,0,157,12,2,177,14.9695
136,5057,9640,0,147,12,1:3,177,14.9695
137,18997,18622,0,22,12,4,177,14.9695
138,21307,586,0,147,12,2,177,14.9695
139,6981,15775,0,40,12,3:4,177,14.9695
140,14735,6889,0,159,12,2:4:1,177,14.9695
141,6803,21870,0,46,12,3,177,14.9695
142,11524,8841,0,102,12,1:2:4,177,14.9695
143,12671,14648,0,92,12,4:3,177,14.9695
144,3269,14027,0,14,12,3:1,177,14.9695
145,15324,2330,0,33,12,2,177,14.9695
146,6504,21898,0,92,12,3,177,14.9695
147,21320,8662,0,6,12,2:4,177,14.9695
148,12675,19692,0,94,12,4:3,177,14.9695
149,2156,13975,0,45,12,3:1,177,14.9695
150,12892,1867,0,47,12,2:1,177,14.9695
151,21519,18952,0,126,12,4,177,14.9695
152,14089,7041,0,168,12,2:1:4,177,14.9695
153,762,956,0,84,12,1,177,14.9695
154,21755,20460,0,8,12,4,177,14.9695
155,18223,8901,0,126,12,2:4,177,14.9695
156,11668,13117,0,82,12,4:3:1,177,14.9695
157,20384,7824,0,176,12,2,177,14.9695
158,20231,19434,0,148,12,4,177,14.9695
159,12933,11873,0,105,12,4:2:3:1,177,14.9695
160,102,10708,0,82,12,1:3,177,14.9695
161,2136,18216,0,135,12,3,177,14.9695
162,10813,14167,0,138,12,4:3,177,14.9695
163,17325,11649,0,168,12,4:2,177,14.9695
