id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,1738,7251,0,301,12,1,1600,14.9695
2,6433,10776,0,105,12,1,1600,14.9695
3,6436,8876,0,1002,12,1,1600,14.9695
4,4663,1213,0,257,12,1,1600,14.9695
5,9373,1952,0,764,12,1,1600,14.9695
6,10389,3172,0,1102,12,1,1600,14.9695
7,7798,2989,0,1232,12,1,1600,14.9695
8,6667,177,0,910,12,1,1600,14.9695
9,7927,8316,0,585,12,1,1600,14.9695
10,8371,3011,0,590,12,1,1600,14.9695
11,9603,9608,0,265,12,1,1600,14.9695
12,7109,9939,0,90,12,1,1600,14.9695
13,11073,11382,0,899,12,1,1600,14.9695
14,9915,8256,0,708,12,1,1600,14.9695
15,11024,2625,0,911,12,1,1600,14.9695
16,4044,2041,0,729,12,1,1600,14.9695
17,8672,11517,0,490,12,1,1600,14.9695
18,4889,8111,0,11,12,1,1600,14.9695
19,4574,6024,0,975,12,1,1600,14.9695
20,9833,10114,0,1378,12,1,1600,14.9695
21,9896,6902,0,1302,12,1,1600,14.9695
22,10139,7575,0,430,12,1,1600,14.9695
23,10453,6346,0,1452,12,1,1600,14.9695
24,964,7232,0,1391,12,1,1600,14.9695
25,5858,3952,0,1596,12,1,1600,14.9695
26,7826,11593,0,652,12,1,1600,14.9695
27,6196,5264,0,846,12,1,1600,14.9695
28,11377,7638,0,408,12,1,1600,14.9695
29,3675,3530,0,1128,12,1,1600,14.9695
30,5497,11936,0,841,12,1,1600,14.9695
31,3835,10222,0,570,12,1,1600,14.9695
32,7555,11898,0,14,12,1,1600,14.9695
33,10293,5171,0,1259,12,1,1600,14.9695
34,9808,1445,0,307,12,1,1600,14.9695
35,1517,6480,0,1575,12,1,1600,14.9695
36,2544,900,0,1439,12,1,1600,14.9695
37,6810,1360,0,448,12,1,1600,14.9695
38,10180,4397,0,642,12,1,1600,14.9695
39,3614,1882,0,1425,12,1,1600,14.9695
40,11216,12346,0,958,12,1,1600,14.9695
41,6182,3458,0,151,12,1,1600,14.9695
42,8783,1678,0,815,12,1,1600,14.9695
43,11914,472,0,142,12,1,1600,14.9695
44,3852,12164,0,416,12,1,1600,14.9695
45,1568,9110,0,1077,12,1,1600,14.9695
46,1371,3688,0,446,12,1,1600,14.9695
47,10767,12170,0,72,12,1,1600,14.9695
48,10250,630,0,208,12,1,1600,14.9695
49,9958,1662,0,1300,12,1,1600,14.9695
50,9138,12282,0,173,12,1,1600,14.9695
51,1762,7775,0,1577,12,1,1600,14.9695
52,2224,10525,0,1005,12,1,1600,14.9695
53,853,3343,0,672,12,1,1600,14.9695
54,7145,5179,0,664,12,1,1600,14.9695
55,9901,946,0,638,12,1,1600,14.9695
56,7381,9553,0,443,12,1,1600,14.9695
57,7593,1749,0,985,12,1,1600,14.9695
58,11686,3624,0,1415,12,1,1600,14.9695
59,10708,6315,0,753,12,1,1600,14.9695
60,7518,8317,0,740,12,1,1600,14.9695
61,10069,3267,0,392,12,1,1600,14.9695
62,7200,1372,0,1384,12,1,1600,14.9695
63,10936,4363,0,533,12,1,1600,14.9695
64,7763,4570,0,557,12,1,1600,14.9695
65,11360,462,0,668,12,1,1600,14.9695
66,5710,8530,0,783,12,1,1600,14.9695
67,1614,7629,0,271,12,1,1600,14.9695
68,8378,10493,0,1339,12,1,1600,14.9695
69,10433,7495,0,83,12,1,1600,14.9695
70,6705,4435,0,165,12,1,1600,14.9695
71,11596,2519,0,473,12,1,1600,14.9695
72,1953,7135,0,196,12,1,1600,14.9695
73,4637,4508,0,1190,12,1,1600,14.9695
74,12276,12132,0,1013,12,1,1600,14.9695
75,8920,1199,0,1244,12,1,1600,14.9695
76,3707,9101,0,833,12,1,1600,14.9695
77,9011,4604,0,1585,12,1,1600,14.9695
78,3500,6413,0,28,12,1,1600,14.9695
79,6395,5861,0,604,12,1,1600,14.9695
80,8849,8309,0,465,12,1,1600,14.9695
81,5937,8072,0,1329,12,1,1600,14.9695
82,266,8813,0,1032,12,1,1600,14.9695
83,4470,2452,0,1234,12,1,1600,14.9695
84,9338,7168,0,1374,12,1,1600,14.9695
85,427,7350,0,1352,12,1,1600,14.9695
86,5073,8201,0,1082,12,1,1600,14.9695
87,7733,5354,0,701,12,1,1600,14.9695
88,3249,10617,0,783,12,1,1600,14.9695
89,5577,1189,0,1086,12,1,1600,14.9695
90,5702,5830,0,556,12,1,1600,14.9695
91,3673,11083,0,383,12,1,1600,14.9695
92,1938,9076,0,969,12,1,1600,14.9695
93,8241,8693,0,804,12,1,1600,14.9695
