id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,2718,10703,0,157,12,1:3,177,14.9695,107.729
2,21364,6159,0,103,12,2,177,14.9695,476.613
3,5990,8996,0,3,12,1:3,177,14.9695,6.296
4,19238,6650,0,9,12,2,177,14.9695,46.977
5,1558,18682,0,160,12,3,177,14.9695,1710.910
6,8515,5203,0,148,12,1:2,177,14.9695,1712.624
7,4574,14670,0,158,12,3:1,177,14.9695,1594.734
8,3851,9783,0,105,12,1:3,177,14.9695,400.251
9,1798,10057,0,121,12,1:3,177,14.9695,575.664
10,8910,17184,0,34,12,3:4,177,14.9695,68.824
11,5564,16524,0,117,12,3,177,14.9695,295.354
12,3431,1433,0,169,12,1,177,14.9695,62.304
13,4499,1982,0,148,12,1,177,14.9695,1069.455
14,7399,19875,0,117,12,3,177,14.9695,1382.539
15,6902,11633,0,66,12,3:1,177,14.9695,660.460
16,4625,4701,0,160,12,1,177,14.9695,2007.085
17,14486,19840,0,65,12,4,177,14.9695,778.303
18,8209,8096,0,17,12,1:3,177,14.9695,62.576
19,11029,12817,0,32,12,4:3:1,177,14.9695,435.571
20,5215,17517,0,15,12,3,177,14.9695,155.840
21,14976,17393,0,57,12,4,177,14.9695,426.372
22,12166,15792,0,135,12,4:3,177,14.9695,580.610
23,3656,10715,0,96,12,1:3,177,14.9695,718.200
24,18678,1525,0,130,12,2,177,14.9695,456.295
25,5759,7053,0,170,12,1,177,14.9695,871.709
26,6278,5860,0,16,12,1,177,14.9695,183.850
27,21705,14142,0,173,12,4,177,14.9695,1475.736
28,5653,5089,0,43,12,1,177,14.9695,197.815
29,21854,20890,0,145,12,4,177,14.9695,983.239
30,9016,14905,0,94,12,3:4,177,14.9695,1241.032
31,15921,8147,0,20,12,2:4,177,14.9695,199.882
32,11219,1917,0,68,12,1:2,177,14.9695,862.848
33,19669,9272,0,163,12,2:4,177,14.9695,1639.794
34,6878,18355,0,93,12,3,177,14.9695,474.363
35,8017,2469,0,26,12,1,177,14.9695,178.511
36,19504,9069,0,72,12,2:4,177,14.9695,355.205
37,14438,7023,0,6,12,2:1:4,177,14.9695,47.616
38,19971,9715,0,81,12,2:4,177,14.9695,156.349
39,7718,7188,0,78,12,1,177,14.9695,772.106
40,19222,19947,0,118,12,4,177,14.9695,1440.142
41,2917,335,0,30,12,1,177,14.9695,186.467
42,7591,10102,0,151,12,1:3,177,14.9695,2219.212
43,16327,9192,0,157,12,2:4,177,14.9695,1741.502
44,20645,14105,0,2,12,4:2,177,14.9695,10.668
45,11152,3700,0,53,12,1:2,177,14.9695,733.376
46,16412,11349,0,89,12,4:2,177,14.9695,1124.266
47,10764,23,0,14,12,1:2,177,14.9695,130.425
48,15645,20742,0,111,12,4,177,14.9695,1437.482
