id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,736,32,0,102,12,1,800,14.9695
2,9310,10122,0,228,12,1,800,14.9695
3,6814,6345,0,790,12,1,800,14.9695
4,6486,3450,0,371,12,1,800,14.9695
5,2354,1004,0,555,12,1,800,14.9695
6,4315,3364,0,700,12,1,800,14.9695
7,5685,5490,0,289,12,1,800,14.9695
8,8290,10082,0,472,12,1,800,14.9695
9,6923,12310,0,798,12,1,800,14.9695
10,5605,844,0,324,12,1,800,14.9695
11,11583,5002,0,134,12,1,800,14.9695
12,2956,11530,0,534,12,1,800,14.9695
13,6016,11353,0,520,12,1,800,14.9695
14,8738,10299,0,541,12,1,800,14.9695
15,6444,925,0,438,12,1,800,14.9695
16,11194,7903,0,271,12,1,800,14.9695
17,4068,7467,0,31,12,1,800,14.9695
18,11285,8105,0,311,12,1,800,14.9695
19,2767,2299,0,518,12,1,800,14.9695
20,1315,2856,0,788,12,1,800,14.9695
21,5490,6409,0,15,12,1,800,14.9695
22,5681,8270,0,502,12,1,800,14.9695
23,6652,619,0,182,12,1,800,14.9695
24,10117,1201,0,52,12,1,800,14.9695
25,7744,9898,0,624,12,1,800,14.9695
26,9995,8720,0,191,12,1,800,14.9695
27,6099,6988,0,37,12,1,800,14.9695
28,4777,5068,0,73,12,1,800,14.9695
29,10740,4856,0,158,12,1,800,14.9695
30,45,7214,0,729,12,1,800,14.9695
31,8744,9891,0,137,12,1,800,14.9695
32,955,9190,0,14,12,1,800,14.9695
33,5671,8873,0,649,12,1,800,14.9695
34,5884,9294,0,633,12,1,800,14.9695
35,9715,3895,0,143,12,1,800,14.9695
36,11694,12072,0,783,12,1,800,14.9695
37,8275,301,0,230,12,1,800,14.9695
38,4514,9978,0,556,12,1,800,14.9695
39,6947,8487,0,457,12,1,800,14.9695
40,6287,10127,0,588,12,1,800,14.9695
41,4593,11490,0,29,12,1,800,14.9695
42,11061,2127,0,727,12,1,800,14.9695
43,6626,2482,0,532,12,1,800,14.9695
44,4015,5049,0,678,12,1,800,14.9695
45,7505,4589,0,264,12,1,800,14.9695
46,12082,7647,0,112,12,1,800,14.9695
47,795,1226,0,363,12,1,800,14.9695
48,11817,5906,0,578,12,1,800,14.9695
49,9891,3656,0,334,12,1,800,14.9695
50,7160,6082,0,598,12,1,800,14.9695
51,5273,6627,0,650,12,1,800,14.9695
52,2592,10820,0,218,12,1,800,14.9695
53,5783,10356,0,321,12,1,800,14.9695
54,5654,1577,0,710,12,1,800,14.9695
55,7151,6699,0,76,12,1,800,14.9695
56,10859,4554,0,272,12,1,800,14.9695
57,3894,4718,0,96,12,1,800,14.9695
58,10203,3704,0,247,12,1,800,14.9695
59,1567,10507,0,238,12,1,800,14.9695
60,3873,5189,0,140,12,1,800,14.9695
61,11169,6278,0,68,12,1,800,14.9695
62,4147,10150,0,528,12,1,800,14.9695
63,3568,3587,0,604,12,1,800,14.9695
64,7002,7595,0,499,12,1,800,14.9695
65,7680,5014,0,337,12,1,800,14.9695
66,9126,7853,0,799,12,1,800,14.9695
67,9471,2698,0,758,12,1,800,14.9695
68,4903,8159,0,476,12,1,800,14.9695
69,377,942,0,208,12,1,800,14.9695
70,636,666,0,383,12,1,800,14.9695
71,6252,6619,0,386,12,1,800,14.9695
72,1708,603,0,42,12,1,800,14.9695
73,10456,11878,0,125,12,1,800,14.9695
74,10116,10734,0,517,12,1,800,14.9695
75,2212,8833,0,716,12,1,800,14.9695
76,11466,1601,0,192,12,1,800,14.9695
77,6583,10158,0,339,12,1,800,14.9695
78,529,7760,0,93,12,1,800,14.9695
79,11815,7637,0,745,12,1,800,14.9695
80,10107,2742,0,487,12,1,800,14.9695
81,11476,9201,0,321,12,1,800,14.9695
82,9946,5554,0,728,12,1,800,14.9695
83,9748,5699,0,759,12,1,800,14.9695
84,7347,9632,0,47,12,1,800,14.9695
85,4445,2875,0,44,12,1,800,14.9695
86,9994,4205,0,527,12,1,800,14.9695
87,2794,7344,0,7,12,1,800,14.9695
88,2752,9189,0,397,12,1,800,14.9695
89,1682,5742,0,411,12,1,800,14.9695
90,5725,2326,0,607,12,1,800,14.9695
91,3738,9453,0,542,12,1,800,14.9695
92,9235,11492,0,265,12,1,800,14.9695
93,8596,5893,0,323,12,1,800,14.9695
94,9385,3952,0,510,12,1,800,14.9695
95,9214,7561,0,68,12,1,800,14.9695
96,6522,7844,0,771,12,1,800,14.9695
97,3615,231,0,326,12,1,800,14.9695
98,1202,12317,0,696,12,1,800,14.9695
99,7280,6315,0,267,12,1,800,14.9695
100,2992,12103,0,695,12,1,800,14.9695
101,3864,3362,0,7,12,1,800,14.9695
102,4603,3039,0,211,12,1,800,14.9695
103,7080,10845,0,438,12,1,800,14.9695
104,3904,7757,0,269,12,1,800,14.9695
105,11876,5819,0,457,12,1,800,14.9695
106,5056,6671,0,17,12,1,800,14.9695
107,4773,11047,0,468,12,1,800,14.9695
108,1817,4098,0,754,12,1,800,14.9695
109,2626,8467,0,699,12,1,800,14.9695
110,11735,4715,0,729,12,1,800,14.9695
111,6301,2770,0,640,12,1,800,14.9695
112,3414,12198,0,433,12,1,800,14.9695
113,8696,6139,0,180,12,1,800,14.9695
114,902,2814,0,578,12,1,800,14.9695
115,3674,3885,0,192,12,1,800,14.9695
116,6047,5439,0,21,12,1,800,14.9695
117,9099,2482,0,142,12,1,800,14.9695
118,4303,10950,0,126,12,1,800,14.9695
119,7957,10972,0,537,12,1,800,14.9695
120,7445,3831,0,457,12,1,800,14.9695
121,8623,2917,0,414,12,1,800,14.9695
122,11757,9666,0,605,12,1,800,14.9695
123,9773,11280,0,195,12,1,800,14.9695
124,4473,3883,0,4,12,1,800,14.9695
125,9670,10845,0,721,12,1,800,14.9695
126,3088,9011,0,178,12,1,800,14.9695
127,154,630,0,66,12,1,800,14.9695
128,9537,9307,0,770,12,1,800,14.9695
129,4856,9857,0,800,12,1,800,14.9695
130,160,5894,0,98,12,1,800,14.9695
131,10209,1490,0,465,12,1,800,14.9695
132,7446,12053,0,437,12,1,800,14.9695
133,8998,6637,0,651,12,1,800,14.9695
134,7651,6746,0,549,12,1,800,14.9695
135,11801,7876,0,50,12,1,800,14.9695
136,12102,11006,0,642,12,1,800,14.9695
137,199,11992,0,552,12,1,800,14.9695
138,12170,1093,0,163,12,1,800,14.9695
139,3046,957,0,786,12,1,800,14.9695
140,7259,4088,0,96,12,1,800,14.9695
141,10607,10821,0,535,12,1,800,14.9695
142,4024,1153,0,227,12,1,800,14.9695
143,2440,734,0,740,12,1,800,14.9695
144,7303,1240,0,229,12,1,800,14.9695
145,5427,6602,0,184,12,1,800,14.9695
146,3274,5284,0,168,12,1,800,14.9695
147,953,12150,0,599,12,1,800,14.9695
148,10435,12297,0,458,12,1,800,14.9695
149,2948,2102,0,640,12,1,800,14.9695
150,8157,202,0,724,12,1,800,14.9695
151,8826,11796,0,269,12,1,800,14.9695
152,11098,4938,0,760,12,1,800,14.9695
153,7206,1549,0,62,12,1,800,14.9695
154,3457,1393,0,644,12,1,800,14.9695
155,8262,8256,0,321,12,1,800,14.9695
156,5174,4793,0,569,12,1,800,14.9695
157,1614,11133,0,72,12,1,800,14.9695
158,3368,12248,0,415,12,1,800,14.9695
159,11032,8914,0,53,12,1,800,14.9695
160,11109,10899,0,322,12,1,800,14.9695
161,3649,7782,0,306,12,1,800,14.9695
162,6831,6659,0,777,12,1,800,14.9695
163,3813,3899,0,100,12,1,800,14.9695
164,2440,3465,0,449,12,1,800,14.9695
165,11259,7382,0,387,12,1,800,14.9695
166,1432,9064,0,58,12,1,800,14.9695
167,6292,9601,0,662,12,1,800,14.9695
168,11661,3808,0,2,12,1,800,14.9695
169,5503,12345,0,245,12,1,800,14.9695
170,10673,3214,0,746,12,1,800,14.9695
171,6298,785,0,352,12,1,800,14.9695
172,8688,9455,0,602,12,1,800,14.9695
173,9537,4148,0,441,12,1,800,14.9695
174,460,10200,0,290,12,1,800,14.9695
175,11383,7730,0,32,12,1,800,14.9695
176,4322,4802,0,386,12,1,800,14.9695
177,3704,8247,0,69,12,1,800,14.9695
178,10249,3396,0,727,12,1,800,14.9695
179,8133,11863,0,270,12,1,800,14.9695
180,6638,10752,0,318,12,1,800,14.9695
181,8028,5528,0,542,12,1,800,14.9695
182,3727,8058,0,561,12,1,800,14.9695
183,2726,11279,0,484,12,1,800,14.9695
184,7311,5324,0,330,12,1,800,14.9695
185,11147,11300,0,154,12,1,800,14.9695
186,8189,9630,0,714,12,1,800,14.9695
187,3188,6200,0,130,12,1,800,14.9695
188,4462,11331,0,305,12,1,800,14.9695
189,12080,112,0,57,12,1,800,14.9695
190,11521,12121,0,627,12,1,800,14.9695
191,7964,8154,0,47,12,1,800,14.9695
192,3558,5987,0,40,12,1,800,14.9695
193,10295,2353,0,671,12,1,800,14.9695
194,1701,9299,0,514,12,1,800,14.9695
195,7353,9101,0,700,12,1,800,14.9695
196,8926,4138,0,503,12,1,800,14.9695
197,3100,9607,0,355,12,1,800,14.9695
198,11063,3024,0,627,12,1,800,14.9695
199,523,4914,0,105,12,1,800,14.9695
200,11406,6584,0,787,12,1,800,14.9695
201,4645,5568,0,638,12,1,800,14.9695
202,10050,4618,0,756,12,1,800,14.9695
203,641,11678,0,543,12,1,800,14.9695
204,7662,8250,0,566,12,1,800,14.9695
205,5855,8308,0,591,12,1,800,14.9695
206,8219,1582,0,282,12,1,800,14.9695
207,2177,6688,0,471,12,1,800,14.9695
208,8498,252,0,320,12,1,800,14.9695
209,1598,8121,0,341,12,1,800,14.9695
210,2822,10147,0,35,12,1,800,14.9695
211,10442,11679,0,264,12,1,800,14.9695
212,5901,8420,0,37,12,1,800,14.9695
213,9209,541,0,295,12,1,800,14.9695
214,7580,8456,0,10,12,1,800,14.9695
215,7653,624,0,334,12,1,800,14.9695
216,6291,12279,0,137,12,1,800,14.9695
217,5714,12002,0,626,12,1,800,14.9695
218,8986,12033,0,12,12,1,800,14.9695
219,503,2377,0,531,12,1,800,14.9695
220,2876,4812,0,562,12,1,800,14.9695
221,291,11495,0,522,12,1,800,14.9695
222,8711,5761,0,31,12,1,800,14.9695
223,2698,4981,0,570,12,1,800,14.9695
224,4293,10164,0,113,12,1,800,14.9695
225,12033,6968,0,543,12,1,800,14.9695
226,8057,11964,0,613,12,1,800,14.9695
227,3265,8855,0,89,12,1,800,14.9695
228,9321,10538,0,238,12,1,800,14.9695
229,1112,311,0,151,12,1,800,14.9695
230,60,5002,0,695,12,1,800,14.9695
231,6525,8869,0,611,12,1,800,14.9695
232,3745,5011,0,262,12,1,800,14.9695
233,9191,1214,0,228,12,1,800,14.9695
234,5693,5489,0,64,12,1,800,14.9695
235,1372,11069,0,388,12,1,800,14.9695
236,10911,3779,0,213,12,1,800,14.9695
237,10924,7158,0,327,12,1,800,14.9695
238,11881,12359,0,694,12,1,800,14.9695
239,4734,6054,0,602,12,1,800,14.9695
240,5093,1392,0,453,12,1,800,14.9695
241,5734,1421,0,351,12,1,800,14.9695
242,6003,11111,0,79,12,1,800,14.9695
243,4791,8604,0,520,12,1,800,14.9695
244,10524,11957,0,79,12,1,800,14.9695
245,11635,12011,0,470,12,1,800,14.9695
246,8964,1358,0,283,12,1,800,14.9695
247,4021,10862,0,463,12,1,800,14.9695
248,5379,11347,0,556,12,1,800,14.9695
249,4466,1122,0,710,12,1,800,14.9695
250,11543,10263,0,456,12,1,800,14.9695
251,9849,11573,0,275,12,1,800,14.9695
252,3196,2128,0,314,12,1,800,14.9695
253,9101,10036,0,694,12,1,800,14.9695
254,4296,7236,0,717,12,1,800,14.9695
255,404,5023,0,98,12,1,800,14.9695
256,2302,5395,0,715,12,1,800,14.9695
257,3572,5812,0,418,12,1,800,14.9695
258,8419,7880,0,423,12,1,800,14.9695
259,1722,4548,0,337,12,1,800,14.9695
260,8750,6414,0,655,12,1,800,14.9695
261,6734,12388,0,262,12,1,800,14.9695
262,9110,7735,0,169,12,1,800,14.9695
263,904,7220,0,604,12,1,800,14.9695
264,2402,3585,0,582,12,1,800,14.9695
265,9732,9602,0,734,12,1,800,14.9695
266,1971,7053,0,105,12,1,800,14.9695
267,4645,8193,0,205,12,1,800,14.9695
268,8957,9065,0,451,12,1,800,14.9695
269,1083,8303,0,770,12,1,800,14.9695
270,1590,1192,0,365,12,1,800,14.9695
271,4315,8544,0,729,12,1,800,14.9695
272,4218,8234,0,469,12,1,800,14.9695
273,6983,10262,0,216,12,1,800,14.9695
274,8495,11768,0,616,12,1,800,14.9695
275,11093,5074,0,72,12,1,800,14.9695
276,8155,1472,0,123,12,1,800,14.9695
277,10252,5672,0,730,12,1,800,14.9695
278,4618,10237,0,439,12,1,800,14.9695
279,11028,4282,0,122,12,1,800,14.9695
280,11385,721,0,665,12,1,800,14.9695
281,451,8277,0,152,12,1,800,14.9695
282,1289,4067,0,210,12,1,800,14.9695
283,8657,10495,0,78,12,1,800,14.9695
284,2479,6672,0,455,12,1,800,14.9695
285,2608,220,0,433,12,1,800,14.9695
286,9668,6443,0,17,12,1,800,14.9695
287,7318,1739,0,202,12,1,800,14.9695
288,6986,6750,0,232,12,1,800,14.9695
289,7310,4944,0,649,12,1,800,14.9695
290,5499,430,0,358,12,1,800,14.9695
291,11397,6470,0,778,12,1,800,14.9695
292,6257,9638,0,173,12,1,800,14.9695
293,2939,981,0,199,12,1,800,14.9695
294,11224,4382,0,390,12,1,800,14.9695
295,11623,5718,0,326,12,1,800,14.9695
296,4097,2518,0,800,12,1,800,14.9695
297,7282,12400,0,250,12,1,800,14.9695
