id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,133,9876,0,3,12,1,65,14.9695,29.066
2,21797,3044,0,60,12,2,65,14.9695,733.407
3,2394,1196,0,53,12,1,65,14.9695,383.017
4,10361,7167,0,33,12,1:2,65,14.9695,253.874
5,5528,7163,0,18,12,1,65,14.9695,227.577
6,18314,8918,0,16,12,2,65,14.9695,88.307
7,421,5367,0,34,12,1,65,14.9695,71.355
8,22647,1728,0,23,12,2,65,14.9695,125.589
9,5268,10187,0,38,12,1,65,14.9695,357.236
10,23482,1148,0,58,12,2,65,14.9695,696.997
11,18979,4211,0,48,12,2,65,14.9695,668.998
12,3770,11972,0,41,12,1,65,14.9695,166.718
13,5561,10787,0,47,12,1,65,14.9695,496.415
14,7377,11603,0,32,12,1,65,14.9695,306.004
15,4094,10545,0,31,12,1,65,14.9695,336.533
16,8075,3457,0,63,12,1,65,14.9695,435.433
17,13385,11069,0,20,12,2:1,65,14.9695,85.547
18,6945,7720,0,36,12,1,65,14.9695,55.931
19,8278,7324,0,14,12,1,65,14.9695,76.653
20,243,790,0,17,12,1,65,14.9695,109.653
21,19679,2802,0,26,12,2,65,14.9695,123.818
22,8369,8695,0,13,12,1,65,14.9695,119.451
23,18363,7998,0,36,12,2,65,14.9695,36.395
24,2874,5548,0,65,12,1,65,14.9695,37.229
25,347,8421,0,42,12,1,65,14.9695,315.684
26,17150,865,0,32,12,2,65,14.9695,205.113
27,7586,432,0,14,12,1,65,14.9695,113.186
28,3696,9557,0,49,12,1,65,14.9695,99.367
29,13015,4378,0,27,12,2:1,65,14.9695,382.872
30,13211,11780,0,49,12,2,65,14.9695,233.966
31,2694,11849,0,3,12,1,65,14.9695,19.816
32,812,5162,0,10,12,1,65,14.9695,49.063
33,22623,9552,0,30,12,2,65,14.9695,302.595
34,7796,4197,0,20,12,1,65,14.9695,54.823
35,10240,1838,0,63,12,1:2,65,14.9695,391.748
36,18668,11610,0,61,12,2,65,14.9695,212.547
37,10907,1396,0,47,12,1:2,65,14.9695,184.535
38,19012,10921,0,46,12,2,65,14.9695,527.967
39,5047,6225,0,52,12,1,65,14.9695,124.951
40,1318,1624,0,46,12,1,65,14.9695,218.630
41,15910,6145,0,5,12,2,65,14.9695,11.916
42,10059,7693,0,45,12,1:2,65,14.9695,244.006
43,13730,2690,0,16,12,2:1,65,14.9695,151.057
44,10916,3916,0,42,12,1:2,65,14.9695,51.635
45,2735,367,0,44,12,1,65,14.9695,68.936
46,14283,8296,0,36,12,2:1,65,14.9695,195.058
47,9237,10113,0,8,12,1,65,14.9695,81.191
48,1971,5158,0,8,12,1,65,14.9695,51.150
49,22656,7268,0,15,12,2,65,14.9695,74.335
50,17762,1457,0,5,12,2,65,14.9695,22.420
51,21070,4194,0,36,12,2,65,14.9695,489.897
52,14579,255,0,44,12,2,65,14.9695,349.732
53,23265,9236,0,50,12,2,65,14.9695,558.216
54,4304,5363,0,17,12,1,65,14.9695,138.925
55,765,8479,0,14,12,1,65,14.9695,140.673
56,20012,10387,0,29,12,2,65,14.9695,356.630
57,2785,2032,0,36,12,1,65,14.9695,353.408
58,14854,3934,0,18,12,2:1,65,14.9695,203.237
59,3290,11293,0,33,12,1,65,14.9695,250.260
60,13762,8810,0,59,12,2:1,65,14.9695,752.543
61,20577,6343,0,14,12,2,65,14.9695,109.379
62,64,5982,0,60,12,1,65,14.9695,712.039
63,7459,2196,0,50,12,1,65,14.9695,233.977
64,20350,9614,0,65,12,2,65,14.9695,154.086
65,17679,10144,0,55,12,2,65,14.9695,579.947
66,13788,8060,0,3,12,2:1,65,14.9695,4.697
67,20492,5187,0,8,12,2,65,14.9695,14.662
68,4878,592,0,41,12,1,65,14.9695,201.987
69,4176,5373,0,34,12,1,65,14.9695,138.928
70,3444,2683,0,51,12,1,65,14.9695,19.802
71,11841,11770,0,16,12,2:1,65,14.9695,99.565
72,15810,4181,0,22,12,2,65,14.9695,53.586
73,4539,2092,0,18,12,1,65,14.9695,116.746
74,7041,11756,0,3,12,1,65,14.9695,6.080
75,11097,3844,0,4,12,1:2,65,14.9695,3.968
76,12011,10760,0,63,12,2:1,65,14.9695,799.220
77,16924,5881,0,35,12,2,65,14.9695,212.819
78,10365,5259,0,45,12,1:2,65,14.9695,188.656
79,1447,5375,0,42,12,1,65,14.9695,179.951
80,6883,5975,0,50,12,1,65,14.9695,296.885
81,9297,1377,0,30,12,1:2,65,14.9695,96.652
82,22698,8398,0,40,12,2,65,14.9695,369.266
83,3493,10447,0,4,12,1,65,14.9695,12.028
84,1402,27,0,20,12,1,65,14.9695,225.661
85,163,8126,0,3,12,1,65,14.9695,19.581
86,21572,6144,0,37,12,2,65,14.9695,346.250
87,22683,3499,0,7,12,2,65,14.9695,84.411
88,6320,7098,0,46,12,1,65,14.9695,293.625
89,21766,636,0,62,12,2,65,14.9695,84.140
90,5669,606,0,32,12,1,65,14.9695,145.544
91,20964,7802,0,55,12,2,65,14.9695,802.811
92,16669,3929,0,14,12,2,65,14.9695,31.695
93,2134,6593,0,43,12,1,65,14.9695,173.078
94,4259,7493,0,43,12,1,65,14.9695,431.345
95,17183,1138,0,39,12,2,65,14.9695,556.812
96,19220,8020,0,38,12,2,65,14.9695,119.724
97,19252,4996,0,48,12,2,65,14.9695,450.435
98,9502,2646,0,65,12,1:2,65,14.9695,97.183
99,8965,8302,0,40,12,1:2,65,14.9695,288.016
100,22105,1574,0,30,12,2,65,14.9695,40.104
