id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,6516,16572,0,120,12,3,346,14.9695,1750.529
2,9204,9669,0,10,12,1:3:4:2,346,14.9695,60.122
3,12059,13510,0,174,12,4:3,346,14.9695,1339.677
4,15864,4904,0,246,12,2,346,14.9695,3148.539
5,15628,8126,0,101,12,2:4,346,14.9695,274.913
6,11889,21903,0,135,12,4:3,346,14.9695,1520.831
7,361,10370,0,316,12,1:3,346,14.9695,3804.015
8,20130,13206,0,212,12,4:2,346,14.9695,2515.232
9,11330,7433,0,140,12,1:2,346,14.9695,473.972
10,8207,17475,0,88,12,3:4,346,14.9695,596.203
11,9213,20293,0,122,12,3:4,346,14.9695,939.109
12,6772,5235,0,71,12,1,346,14.9695,285.005
13,12053,14482,0,261,12,4:3,346,14.9695,1865.064
14,7981,11857,0,303,12,3:1:4,346,14.9695,812.200
15,9941,5033,0,141,12,1:2,346,14.9695,480.100
16,14719,15627,0,146,12,4,346,14.9695,2167.337
17,6943,2589,0,340,12,1,346,14.9695,4033.554
18,17901,19275,0,131,12,4,346,14.9695,1677.007
19,11659,15882,0,24,12,4:3,346,14.9695,21.398
20,18251,12275,0,70,12,4:2,346,14.9695,830.358
21,10139,11015,0,241,12,1:4:3:2,346,14.9695,3330.494
22,14660,15241,0,334,12,4,346,14.9695,4959.809
23,6481,21129,0,101,12,3,346,14.9695,818.157
24,14978,15650,0,201,12,4,346,14.9695,1038.688
25,17472,19185,0,232,12,4,346,14.9695,364.583
26,13509,9472,0,170,12,2:4:1,346,14.9695,1393.136
27,7174,20101,0,265,12,3,346,14.9695,1221.047
28,10160,19459,0,265,12,3:4,346,14.9695,2280.079
29,16593,2509,0,178,12,2,346,14.9695,626.375
30,3614,20310,0,152,12,3,346,14.9695,438.201
31,2999,18352,0,257,12,3,346,14.9695,1835.793
32,14251,7491,0,191,12,2:4:1,346,14.9695,91.905
33,7698,6249,0,3,12,1,346,14.9695,12.053
34,4814,1328,0,275,12,1,346,14.9695,2803.391
35,14898,6022,0,73,12,2:1,346,14.9695,850.371
36,488,21223,0,145,12,3,346,14.9695,593.929
37,660,2467,0,92,12,1,346,14.9695,958.385
38,13793,8958,0,3,12,2:4:1,346,14.9695,30.329
39,20686,7525,0,197,12,2,346,14.9695,1842.716
40,14462,7150,0,128,12,2:4:1,346,14.9695,1088.936
41,14458,10271,0,110,12,2:4,346,14.9695,1284.038
42,10136,16611,0,340,12,3:4,346,14.9695,3368.785
43,14719,20331,0,143,12,4,346,14.9695,1776.150
44,18392,1587,0,282,12,2,346,14.9695,2570.478
45,7939,7267,0,322,12,1,346,14.9695,3098.283
46,6172,2315,0,210,12,1,346,14.9695,2639.299
47,11664,8932,0,86,12,1:2:4,346,14.9695,321.591
48,11351,4352,0,98,12,1:2,346,14.9695,1405.535
49,7936,2143,0,16,12,1,346,14.9695,41.851
50,14671,13603,0,329,12,4:2,346,14.9695,4714.722
51,11964,18302,0,23,12,4:3,346,14.9695,31.274
52,10042,10398,0,87,12,1:3:4:2,346,14.9695,647.102
53,13301,5216,0,207,12,2:1,346,14.9695,2843.308
54,726,4589,0,108,12,1,346,14.9695,448.561
55,902,7911,0,270,12,1,346,14.9695,1719.242
56,7547,21861,0,83,12,3,346,14.9695,1082.915
57,19843,17631,0,41,12,4,346,14.9695,504.581
58,20543,16119,0,188,12,4,346,14.9695,1920.620
59,4254,17913,0,199,12,3,346,14.9695,1587.885
60,20139,15861,0,162,12,4,346,14.9695,1920.940
61,8138,19157,0,269,12,3:4,346,14.9695,3943.978
62,4989,15491,0,69,12,3,346,14.9695,714.052
63,8308,15859,0,136,12,3:4,346,14.9695,631.044
64,10559,20714,0,122,12,3:4,346,14.9695,1142.671
65,8806,21616,0,62,12,3,346,14.9695,541.834
66,4540,19742,0,340,12,3,346,14.9695,3578.454
67,10967,14920,0,2,12,4:3,346,14.9695,1.149
68,4812,13226,0,304,12,3:1,346,14.9695,2964.689
69,14922,18865,0,334,12,4,346,14.9695,4296.266
70,5700,7172,0,215,12,1,346,14.9695,325.442
71,12280,8422,0,199,12,2:1:4,346,14.9695,1742.756
72,13527,7669,0,328,12,2:1:4,346,14.9695,2282.969
73,14329,11394,0,17,12,4:2,346,14.9695,175.282
74,13990,14153,0,164,12,4:3:2,346,14.9695,191.684
75,17277,1892,0,2,12,2,346,14.9695,13.633
76,6203,20994,0,108,12,3,346,14.9695,1285.641
77,8218,12936,0,215,12,3:1:4,346,14.9695,1916.448
78,14764,20979,0,162,12,4,346,14.9695,553.979
79,15490,8731,0,236,12,2:4,346,14.9695,2862.102
80,4861,5402,0,266,12,1,346,14.9695,2851.671
81,3678,5349,0,213,12,1,346,14.9695,3023.657
82,5459,8465,0,249,12,1:3,346,14.9695,1038.458
83,19457,19702,0,306,12,4,346,14.9695,1995.210
84,4478,643,0,64,12,1,346,14.9695,442.054
85,17617,6410,0,268,12,2,346,14.9695,1232.534
86,863,7245,0,250,12,1,346,14.9695,2123.705
87,14901,4125,0,97,12,2:1,346,14.9695,753.296
88,14591,6627,0,231,12,2:1:4,346,14.9695,1120.821
89,15823,3622,0,3,12,2,346,14.9695,5.841
90,10361,16503,0,227,12,3:4,346,14.9695,849.005
91,4328,2868,0,38,12,1,346,14.9695,541.712
92,1674,14847,0,110,12,3,346,14.9695,956.342
93,5245,4551,0,122,12,1,346,14.9695,754.124
94,18602,9681,0,238,12,2:4,346,14.9695,822.937
95,13345,4647,0,119,12,2:1,346,14.9695,597.766
96,9390,15664,0,245,12,3:4,346,14.9695,2067.077
97,6214,1212,0,175,12,1,346,14.9695,1524.870
98,20763,2671,0,176,12,2,346,14.9695,1854.756
99,6644,5557,0,122,12,1,346,14.9695,1732.987
100,6661,6976,0,280,12,1,346,14.9695,2531.854
101,20316,12455,0,303,12,4:2,346,14.9695,3890.339
102,7156,18239,0,82,12,3:4,346,14.9695,265.778
103,8371,11165,0,272,12,1:3:4,346,14.9695,3887.716
104,8169,11720,0,18,12,3:1:4,346,14.9695,181.689
105,3458,6751,0,225,12,1,346,14.9695,792.352
106,13215,2524,0,93,12,2:1,346,14.9695,685.530
107,8591,1812,0,62,12,1,346,14.9695,611.889
108,6921,20873,0,282,12,3,346,14.9695,1365.663
109,1243,7100,0,288,12,1,346,14.9695,2640.112
110,12469,16126,0,177,12,4:3,346,14.9695,1877.738
111,4503,15505,0,272,12,3,346,14.9695,1140.390
112,2446,15418,0,189,12,3,346,14.9695,2390.314
113,5641,12472,0,123,12,3:1,346,14.9695,970.007
114,5179,13897,0,60,12,3:1,346,14.9695,65.853
115,2307,4025,0,46,12,1,346,14.9695,528.271
116,5925,18132,0,24,12,3,346,14.9695,241.025
117,3821,6259,0,177,12,1,346,14.9695,1895.605
118,9352,1146,0,210,12,1,346,14.9695,661.816
119,7351,13020,0,340,12,3:1:4,346,14.9695,4573.759
120,16076,10703,0,109,12,4:2,346,14.9695,1026.785
121,20952,12921,0,327,12,4:2,346,14.9695,3862.199
122,17326,6101,0,257,12,2,346,14.9695,3818.631
123,10112,21360,0,241,12,3:4,346,14.9695,2603.418
124,14414,19419,0,180,12,4,346,14.9695,87.529
125,4279,21575,0,152,12,3,346,14.9695,2203.667
126,9669,11184,0,295,12,1:3:4,346,14.9695,2398.947
127,4359,12403,0,277,12,3:1,346,14.9695,303.084
128,9664,1697,0,39,12,1:2,346,14.9695,325.910
129,17045,21304,0,142,12,4,346,14.9695,1288.291
130,5314,21549,0,182,12,3,346,14.9695,2292.990
131,20351,19052,0,314,12,4,346,14.9695,3390.588
132,14714,14094,0,69,12,4:2,346,14.9695,512.391
133,16090,8335,0,288,12,2:4,346,14.9695,3948.115
134,3873,10395,0,46,12,1:3,346,14.9695,633.777
135,21799,3490,0,312,12,2,346,14.9695,2115.800
136,8941,4519,0,257,12,1:2,346,14.9695,2835.842
137,12663,1297,0,8,12,2:1,346,14.9695,53.996
138,19014,1603,0,85,12,2,346,14.9695,103.157
139,14855,1733,0,57,12,2,346,14.9695,143.349
140,19041,5413,0,278,12,2,346,14.9695,2686.910
141,2360,19898,0,193,12,3,346,14.9695,441.736
142,17603,5954,0,147,12,2,346,14.9695,273.572
143,12322,2701,0,123,12,2:1,346,14.9695,1632.309
144,13863,8736,0,327,12,2:4:1,346,14.9695,2820.844
145,10000,20529,0,332,12,3:4,346,14.9695,4061.069
146,4148,3410,0,172,12,1,346,14.9695,2119.051
147,15367,612,0,59,12,2,346,14.9695,560.616
148,8602,15353,0,231,12,3:4,346,14.9695,3293.801
149,13550,9252,0,37,12,2:4:1,346,14.9695,18.832
150,15095,7711,0,29,12,2:4,346,14.9695,21.875
151,5577,13865,0,231,12,3:1,346,14.9695,242.685
152,13215,17715,0,212,12,4:3,346,14.9695,1953.031
153,1839,21641,0,63,12,3,346,14.9695,730.107
154,18428,2778,0,97,12,2,346,14.9695,908.839
155,20672,10084,0,104,12,2:4,346,14.9695,156.663
156,9205,6030,0,175,12,1:2,346,14.9695,1796.231
157,13231,7722,0,344,12,2:1:4,346,14.9695,3211.800
158,13476,4538,0,302,12,2:1,346,14.9695,1529.722
159,14578,16984,0,11,12,4,346,14.9695,30.384
160,14857,13337,0,303,12,4:2,346,14.9695,804.264
161,4935,20160,0,259,12,3,346,14.9695,3024.502
162,17233,8149,0,228,12,2:4,346,14.9695,1573.021
163,7985,16809,0,243,12,3:4,346,14.9695,2268.613
164,11226,2255,0,174,12,1:2,346,14.9695,907.177
165,7295,2027,0,293,12,1,346,14.9695,2816.367
166,7701,11165,0,104,12,1:3:4,346,14.9695,196.037
167,8344,7138,0,338,12,1:2,346,14.9695,986.514
168,9225,21686,0,291,12,3:4,346,14.9695,361.078
169,15137,2340,0,96,12,2,346,14.9695,1116.187
170,4152,10925,0,325,12,1:3,346,14.9695,4196.322
171,14184,9490,0,224,12,2:4:1,346,14.9695,519.604
