id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,2140,6453,0,76,12,1,100,14.9695,335.779
2,9852,11487,0,84,12,1,100,14.9695,1045.058
3,8618,11050,0,42,12,1,100,14.9695,580.248
4,4589,1947,0,46,12,1,100,14.9695,516.320
5,4000,10697,0,16,12,1,100,14.9695,175.166
6,7610,4540,0,84,12,1,100,14.9695,200.167
7,4147,3432,0,39,12,1,100,14.9695,157.103
8,332,5137,0,71,12,1,100,14.9695,310.367
9,11273,7872,0,42,12,1,100,14.9695,12.675
10,6362,9450,0,65,12,1,100,14.9695,660.489
11,11945,10664,0,17,12,1,100,14.9695,185.884
12,899,10412,0,66,12,1,100,14.9695,285.733
13,11543,9912,0,12,12,1,100,14.9695,97.816
14,12380,6179,0,96,12,1,100,14.9695,587.000
15,10158,9689,0,86,12,1,100,14.9695,652.708
16,7591,10624,0,71,12,1,100,14.9695,286.970
17,1620,9956,0,39,12,1,100,14.9695,228.844
18,5148,8434,0,81,12,1,100,14.9695,1087.133
19,10144,6850,0,94,12,1,100,14.9695,65.746
20,7912,3521,0,47,12,1,100,14.9695,344.200
21,10880,8270,0,50,12,1,100,14.9695,509.660
22,4607,325,0,90,12,1,100,14.9695,671.273
23,6787,5420,0,22,12,1,100,14.9695,130.096
24,2402,4356,0,88,12,1,100,14.9695,738.011
25,8159,8540,0,47,12,1,100,14.9695,31.965
26,2140,8433,0,31,12,1,100,14.9695,109.602
27,6990,4027,0,49,12,1,100,14.9695,178.013
28,7478,4644,0,39,12,1,100,14.9695,470.511
29,123,10432,0,51,12,1,100,14.9695,247.376
30,11060,2398,0,62,12,1,100,14.9695,238.351
31,6547,2367,0,46,12,1,100,14.9695,586.518
32,11182,9560,0,5,12,1,100,14.9695,56.264
33,11699,3113,0,98,12,1,100,14.9695,1062.690
34,127,10572,0,57,12,1,100,14.9695,459.993
35,7396,953,0,80,12,1,100,14.9695,737.837
36,11209,6810,0,45,12,1,100,14.9695,192.942
37,10758,8409,0,29,12,1,100,14.9695,386.794
38,10483,2058,0,100,12,1,100,14.9695,48.608
39,1174,11501,0,74,12,1,100,14.9695,322.580
40,2091,6766,0,60,12,1,100,14.9695,160.635
41,9337,12300,0,56,12,1,100,14.9695,528.854
42,5466,10260,0,87,12,1,100,14.9695,1117.427
43,10493,988,0,17,12,1,100,14.9695,108.331
44,4913,9052,0,37,12,1,100,14.9695,275.656
45,12048,1260,0,63,12,1,100,14.9695,57.804
46,3193,4822,0,73,12,1,100,14.9695,1013.347
47,11734,7928,0,60,12,1,100,14.9695,225.288
48,6573,7564,0,78,12,1,100,14.9695,970.090
49,9251,7051,0,40,12,1,100,14.9695,328.274
50,10164,12173,0,70,12,1,100,14.9695,660.033
51,10292,12334,0,24,12,1,100,14.9695,115.157
52,1287,107,0,31,12,1,100,14.9695,331.648
53,10184,1268,0,99,12,1,100,14.9695,1324.366
54,5759,9461,0,8,12,1,100,14.9695,79.567
55,9130,4485,0,90,12,1,100,14.9695,1066.711
56,2312,7200,0,35,12,1,100,14.9695,240.345
57,3457,11758,0,52,12,1,100,14.9695,421.311
58,8042,12316,0,26,12,1,100,14.9695,268.546
59,2610,9275,0,34,12,1,100,14.9695,254.301
60,9794,3062,0,3,12,1,100,14.9695,13.999
61,11931,4976,0,42,12,1,100,14.9695,238.409
62,3758,5416,0,99,12,1,100,14.9695,1402.458
63,1468,9150,0,91,12,1,100,14.9695,817.887
64,402,8015,0,10,12,1,100,14.9695,42.704
65,3124,7024,0,68,12,1,100,14.9695,102.766
66,8529,1111,0,17,12,1,100,14.9695,129.370
67,9939,9413,0,71,12,1,100,14.9695,875.832
68,7850,11292,0,5,12,1,100,14.9695,12.477
69,7387,9990,0,95,12,1,100,14.9695,794.001
70,6980,2033,0,42,12,1,100,14.9695,401.177
71,8206,5344,0,73,12,1,100,14.9695,658.725
72,12043,9189,0,91,12,1,100,14.9695,3.665
73,4042,632,0,81,12,1,100,14.9695,487.961
74,9226,2385,0,93,12,1,100,14.9695,1220.035
75,720,68,0,5,12,1,100,14.9695,24.087
76,3726,3156,0,12,12,1,100,14.9695,85.005
77,7093,3094,0,2,12,1,100,14.9695,15.348
78,11160,3114,0,12,12,1,100,14.9695,115.746
79,3024,3968,0,54,12,1,100,14.9695,198.823
80,1379,10120,0,58,12,1,100,14.9695,485.662
81,10829,2089,0,85,12,1,100,14.9695,661.430
82,3545,8196,0,4,12,1,100,14.9695,15.419
83,4500,4360,0,44,12,1,100,14.9695,242.962
84,7735,1695,0,49,12,1,100,14.9695,401.920
85,5873,10470,0,19,12,1,100,14.9695,245.413
86,141,5525,0,24,12,1,100,14.9695,265.190
87,8899,4021,0,4,12,1,100,14.9695,19.408
88,9088,3689,0,33,12,1,100,14.9695,460.965
89,1358,3672,0,29,12,1,100,14.9695,18.288
90,8777,1565,0,94,12,1,100,14.9695,636.611
91,4293,6533,0,34,12,1,100,14.9695,147.911
92,3903,796,0,43,12,1,100,14.9695,512.771
93,2379,9302,0,93,12,1,100,14.9695,129.950
94,1290,6927,0,92,12,1,100,14.9695,1246.152
95,12314,3246,0,93,12,1,100,14.9695,1168.538
96,5982,3146,0,83,12,1,100,14.9695,54.730
97,5362,635,0,80,12,1,100,14.9695,577.784
98,11770,6048,0,46,12,1,100,14.9695,633.786
99,3214,4569,0,45,12,1,100,14.9695,87.845
100,7086,8505,0,53,12,1,100,14.9695,315.350
