id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
1,1738,7251,0,301,12,1,1600,14.9695,937.644
2,6433,10776,0,105,12,1,1600,14.9695,853.999
3,6436,8876,0,1002,12,1,1600,14.9695,5356.745
4,4663,1213,0,257,12,1,1600,14.9695,2979.149
5,9373,1952,0,764,12,1,1600,14.9695,4664.623
6,10389,3172,0,1102,12,1,1600,14.9695,11495.570
7,7798,2989,0,1232,12,1,1600,14.9695,2542.689
8,6667,177,0,910,12,1,1600,14.9695,8505.112
9,7927,8316,0,585,12,1,1600,14.9695,8468.293
10,8371,3011,0,590,12,1,1600,14.9695,6979.627
11,9603,9608,0,265,12,1,1600,14.9695,3496.146
12,7109,9939,0,90,12,1,1600,14.9695,1097.501
13,11073,11382,0,899,12,1,1600,14.9695,6682.995
14,9915,8256,0,708,12,1,1600,14.9695,4134.478
15,11024,2625,0,911,12,1,1600,14.9695,358.584
16,4044,2041,0,729,12,1,1600,14.9695,4704.659
17,8672,11517,0,490,12,1,1600,14.9695,180.492
18,4889,8111,0,11,12,1,1600,14.9695,35.282
19,4574,6024,0,975,12,1,1600,14.9695,4542.418
20,9833,10114,0,1378,12,1,1600,14.9695,1451.693
21,9896,6902,0,1302,12,1,1600,14.9695,2497.969
22,10139,7575,0,430,12,1,1600,14.9695,4955.521
23,10453,6346,0,1452,12,1,1600,14.9695,5431.807
24,964,7232,0,1391,12,1,1600,14.9695,5626.339
25,5858,3952,0,1596,12,1,1600,14.9695,15824.290
26,7826,11593,0,652,12,1,1600,14.9695,3775.901
27,6196,5264,0,846,12,1,1600,14.9695,1078.911
28,11377,7638,0,408,12,1,1600,14.9695,5486.869
29,3675,3530,0,1128,12,1,1600,14.9695,2712.267
30,5497,11936,0,841,12,1,1600,14.9695,10014.243
31,3835,10222,0,570,12,1,1600,14.9695,1399.365
32,7555,11898,0,14,12,1,1600,14.9695,64.921
33,10293,5171,0,1259,12,1,1600,14.9695,7822.613
34,9808,1445,0,307,12,1,1600,14.9695,78.986
35,1517,6480,0,1575,12,1,1600,14.9695,10269.290
36,2544,900,0,1439,12,1,1600,14.9695,6028.859
37,6810,1360,0,448,12,1,1600,14.9695,4135.132
38,10180,4397,0,642,12,1,1600,14.9695,5715.461
39,3614,1882,0,1425,12,1,1600,14.9695,1647.397
40,11216,12346,0,958,12,1,1600,14.9695,4203.580
41,6182,3458,0,151,12,1,1600,14.9695,1989.586
42,8783,1678,0,815,12,1,1600,14.9695,4629.703
43,11914,472,0,142,12,1,1600,14.9695,1196.726
44,3852,12164,0,416,12,1,1600,14.9695,2119.637
45,1568,9110,0,1077,12,1,1600,14.9695,14171.129
46,1371,3688,0,446,12,1,1600,14.9695,580.107
47,10767,12170,0,72,12,1,1600,14.9695,681.018
48,10250,630,0,208,12,1,1600,14.9695,3097.364
49,9958,1662,0,1300,12,1,1600,14.9695,13310.087
50,9138,12282,0,173,12,1,1600,14.9695,2062.700
51,1762,7775,0,1577,12,1,1600,14.9695,13116.865
52,2224,10525,0,1005,12,1,1600,14.9695,9078.431
53,853,3343,0,672,12,1,1600,14.9695,2665.425
54,7145,5179,0,664,12,1,1600,14.9695,390.074
55,9901,946,0,638,12,1,1600,14.9695,5662.230
56,7381,9553,0,443,12,1,1600,14.9695,5160.651
57,7593,1749,0,985,12,1,1600,14.9695,14134.722
58,11686,3624,0,1415,12,1,1600,14.9695,13550.551
59,10708,6315,0,753,12,1,1600,14.9695,9064.444
60,7518,8317,0,740,12,1,1600,14.9695,5245.182
61,10069,3267,0,392,12,1,1600,14.9695,4628.974
62,7200,1372,0,1384,12,1,1600,14.9695,1970.438
63,10936,4363,0,533,12,1,1600,14.9695,1546.969
64,7763,4570,0,557,12,1,1600,14.9695,2225.045
65,11360,462,0,668,12,1,1600,14.9695,7120.979
66,5710,8530,0,783,12,1,1600,14.9695,7233.102
67,1614,7629,0,271,12,1,1600,14.9695,2859.241
68,8378,10493,0,1339,12,1,1600,14.9695,16984.318
69,10433,7495,0,83,12,1,1600,14.9695,258.753
70,6705,4435,0,165,12,1,1600,14.9695,2218.776
71,11596,2519,0,473,12,1,1600,14.9695,2125.012
72,1953,7135,0,196,12,1,1600,14.9695,1738.981
73,4637,4508,0,1190,12,1,1600,14.9695,5145.755
74,12276,12132,0,1013,12,1,1600,14.9695,6240.096
75,8920,1199,0,1244,12,1,1600,14.9695,16588.963
76,3707,9101,0,833,12,1,1600,14.9695,7716.096
77,9011,4604,0,1585,12,1,1600,14.9695,1678.674
78,3500,6413,0,28,12,1,1600,14.9695,71.147
79,6395,5861,0,604,12,1,1600,14.9695,4483.362
80,8849,8309,0,465,12,1,1600,14.9695,1425.134
81,5937,8072,0,1329,12,1,1600,14.9695,2265.916
82,266,8813,0,1032,12,1,1600,14.9695,14855.585
83,4470,2452,0,1234,12,1,1600,14.9695,5449.777
84,9338,7168,0,1374,12,1,1600,14.9695,4081.164
85,427,7350,0,1352,12,1,1600,14.9695,322.164
86,5073,8201,0,1082,12,1,1600,14.9695,13401.121
87,7733,5354,0,701,12,1,1600,14.9695,5854.844
88,3249,10617,0,783,12,1,1600,14.9695,693.887
89,5577,1189,0,1086,12,1,1600,14.9695,16029.136
90,5702,5830,0,556,12,1,1600,14.9695,5897.043
91,3673,11083,0,383,12,1,1600,14.9695,2498.723
92,1938,9076,0,969,12,1,1600,14.9695,11906.177
93,8241,8693,0,804,12,1,1600,14.9695,11073.333
94,5072,3976,0,389,12,1,1600,14.9695,5170.956
95,1507,1020,0,702,12,1,1600,14.9695,2963.263
96,7107,8032,0,719,12,1,1600,14.9695,6130.704
97,8621,3478,0,634,12,1,1600,14.9695,757.240
98,700,4791,0,656,12,1,1600,14.9695,6583.442
99,4325,1550,0,1285,12,1,1600,14.9695,7983.638
100,10800,6800,0,1151,12,1,1600,14.9695,16617.992
101,2335,7449,0,702,12,1,1600,14.9695,2401.942
102,1577,1842,0,1259,12,1,1600,14.9695,12841.395
103,7854,2544,0,1544,12,1,1600,14.9695,21508.976
104,6127,5066,0,1034,12,1,1600,14.9695,2186.709
105,10279,1423,0,467,12,1,1600,14.9695,4828.435
106,8416,3598,0,47,12,1,1600,14.9695,21.553
107,7894,9182,0,972,12,1,1600,14.9695,9116.194
108,161,4089,0,1356,12,1,1600,14.9695,975.933
109,4135,4689,0,128,12,1,1600,14.9695,1678.747
110,7021,5171,0,89,12,1,1600,14.9695,1268.399
111,4176,6827,0,370,12,1,1600,14.9695,776.140
112,3258,9851,0,144,12,1,1600,14.9695,1002.542
113,5515,917,0,122,12,1,1600,14.9695,843.745
114,4535,10365,0,961,12,1,1600,14.9695,10429.861
115,5300,7256,0,1325,12,1,1600,14.9695,13580.315
116,7001,7318,0,13,12,1,1600,14.9695,169.901
117,5993,3297,0,1317,12,1,1600,14.9695,18572.584
118,10238,9520,0,1024,12,1,1600,14.9695,9353.557
119,10567,8286,0,511,12,1,1600,14.9695,2282.201
120,7388,3150,0,857,12,1,1600,14.9695,10209.890
121,1976,3723,0,1556,12,1,1600,14.9695,1012.784
122,9993,1920,0,1212,12,1,1600,14.9695,17274.175
123,5911,1015,0,194,12,1,1600,14.9695,1451.628
124,4152,6363,0,1129,12,1,1600,14.9695,16218.388
125,11907,7435,0,1479,12,1,1600,14.9695,2047.204
126,4810,3169,0,706,12,1,1600,14.9695,3860.479
127,10988,12153,0,1590,12,1,1600,14.9695,18761.105
128,1437,3771,0,1346,12,1,1600,14.9695,16790.982
129,8232,11736,0,1160,12,1,1600,14.9695,13551.915
130,3727,10122,0,1494,12,1,1600,14.9695,22066.801
131,4917,4658,0,1533,12,1,1600,14.9695,20913.598
132,4682,3393,0,356,12,1,1600,14.9695,1940.657
133,12082,9513,0,31,12,1,1600,14.9695,183.491
134,4918,2695,0,385,12,1,1600,14.9695,2107.727
135,773,12104,0,1355,12,1,1600,14.9695,9471.845
136,5863,4987,0,674,12,1,1600,14.9695,8072.654
137,3682,3891,0,364,12,1,1600,14.9695,4211.272
138,10322,808,0,1163,12,1,1600,14.9695,1126.629
139,6292,8183,0,191,12,1,1600,14.9695,1442.714
140,10430,8784,0,1078,12,1,1600,14.9695,15383.885
141,8642,10766,0,1278,12,1,1600,14.9695,13923.594
142,5731,11065,0,650,12,1,1600,14.9695,7968.564
143,11687,2662,0,1533,12,1,1600,14.9695,11178.404
144,1466,104,0,350,12,1,1600,14.9695,2455.945
145,454,5217,0,1266,12,1,1600,14.9695,1490.364
146,11147,10601,0,1136,12,1,1600,14.9695,10266.977
147,8819,9844,0,837,12,1,1600,14.9695,1562.942
148,8855,3221,0,1580,12,1,1600,14.9695,12035.584
149,2405,9657,0,620,12,1,1600,14.9695,2449.157
150,9826,2370,0,579,12,1,1600,14.9695,2240.894
151,1030,436,0,1561,12,1,1600,14.9695,4004.824
152,9618,10571,0,1313,12,1,1600,14.9695,10882.702
153,11306,11015,0,531,12,1,1600,14.9695,4600.825
154,10740,6684,0,1194,12,1,1600,14.9695,5473.417
155,10323,3529,0,1241,12,1,1600,14.9695,929.065
156,12148,2547,0,873,12,1,1600,14.9695,10128.472
157,978,8859,0,870,12,1,1600,14.9695,10636.642
158,9216,3993,0,128,12,1,1600,14.9695,877.212
159,2486,8322,0,725,12,1,1600,14.9695,1909.125
160,2276,1477,0,1431,12,1,1600,14.9695,10063.020
161,9860,5027,0,42,12,1,1600,14.9695,447.937
162,5472,1338,0,532,12,1,1600,14.9695,655.703
163,9526,4021,0,565,12,1,1600,14.9695,7283.127
164,311,8337,0,804,12,1,1600,14.9695,6944.754
165,3762,8916,0,1336,12,1,1600,14.9695,13317.459
166,7048,11514,0,970,12,1,1600,14.9695,2792.686
167,9624,5277,0,221,12,1,1600,14.9695,1314.712
168,3448,4121,0,699,12,1,1600,14.9695,3503.620
169,9442,403,0,337,12,1,1600,14.9695,3696.911
170,2858,2745,0,161,12,1,1600,14.9695,1283.457
171,4192,8193,0,1264,12,1,1600,14.9695,773.275
172,449,5288,0,1299,12,1,1600,14.9695,5562.180
173,11002,4568,0,282,12,1,1600,14.9695,3296.473
174,11038,540,0,1382,12,1,1600,14.9695,7046.208
175,8361,2239,0,793,12,1,1600,14.9695,2594.372
176,1042,3973,0,1480,12,1,1600,14.9695,6470.966
177,3166,3014,0,458,12,1,1600,14.9695,301.654
178,647,3973,0,749,12,1,1600,14.9695,7140.125
179,10771,6227,0,258,12,1,1600,14.9695,1748.117
180,3742,9075,0,1393,12,1,1600,14.9695,11374.676
181,5791,10523,0,1150,12,1,1600,14.9695,8559.532
182,5616,1893,0,1543,12,1,1600,14.9695,14691.612
183,7830,12232,0,616,12,1,1600,14.9695,4073.474
184,9201,7481,0,423,12,1,1600,14.9695,307.965
185,12337,9100,0,1086,12,1,1600,14.9695,7120.939
186,5792,7030,0,167,12,1,1600,14.9695,1278.526
187,8459,7438,0,712,12,1,1600,14.9695,500.335
188,12360,1307,0,1186,12,1,1600,14.9695,17043.898
189,1111,1552,0,23,12,1,1600,14.9695,172.590
190,6726,12012,0,640,12,1,1600,14.9695,4892.981
191,1206,4304,0,692,12,1,1600,14.9695,6354.151
192,11309,2074,0,1068,12,1,1600,14.9695,12298.945
193,3941,1153,0,735,12,1,1600,14.9695,8461.773
194,1072,7842,0,1133,12,1,1600,14.9695,14959.423
195,3614,6974,0,295,12,1,1600,14.9695,1337.041
196,1689,6607,0,1164,12,1,1600,14.9695,15982.560
197,6641,8821,0,1073,12,1,1600,14.9695,7315.865
198,7744,12308,0,1459,12,1,1600,14.9695,19386.048
199,7920,96,0,394,12,1,1600,14.9695,5366.979
200,5013,3289,0,309,12,1,1600,14.9695,3640.526
201,9777,5203,0,1362,12,1,1600,14.9695,11820.466
202,6873,3029,0,310,12,1,1600,14.9695,2596.672
203,12382,3283,0,1282,12,1,1600,14.9695,16250.686
204,2260,7176,0,1539,12,1,1600,14.9695,8119.564
205,2999,3664,0,818,12,1,1600,14.9695,4699.755
206,12097,1834,0,576,12,1,1600,14.9695,3725.345
207,7647,40,0,778,12,1,1600,14.9695,5398.987
208,829,4257,0,1509,12,1,1600,14.9695,144.711
209,8684,4908,0,192,12,1,1600,14.9695,286.181
210,4414,9989,0,871,12,1,1600,14.9695,8926.449
211,2558,10025,0,246,12,1,1600,14.9695,313.879
212,10541,4110,0,1422,12,1,1600,14.9695,17831.996
213,3887,5287,0,20,12,1,1600,14.9695,118.488
214,3309,12310,0,31,12,1,1600,14.9695,94.087
215,7736,8869,0,1406,12,1,1600,14.9695,10833.654
216,3473,2630,0,1566,12,1,1600,14.9695,6667.196
217,7584,6171,0,499,12,1,1600,14.9695,1047.097
218,8227,7274,0,1366,12,1,1600,14.9695,20164.663
219,10169,10967,0,668,12,1,1600,14.9695,5293.317
220,7924,3513,0,564,12,1,1600,14.9695,3093.227
221,6645,11886,0,1498,12,1,1600,14.9695,12135.253
222,1840,4152,0,1290,12,1,1600,14.9695,9822.684
223,4041,4156,0,163,12,1,1600,14.9695,737.242
224,6036,8011,0,843,12,1,1600,14.9695,11196.371
225,11114,1509,0,1332,12,1,1600,14.9695,7466.038
226,4842,11180,0,909,12,1,1600,14.9695,1241.446
227,3043,716,0,753,12,1,1600,14.9695,6563.602
228,2289,5423,0,1424,12,1,1600,14.9695,10232.634
229,2322,10478,0,567,12,1,1600,14.9695,4976.151
230,9818,9202,0,429,12,1,1600,14.9695,5215.516
231,9098,3392,0,285,12,1,1600,14.9695,1901.917
232,802,4132,0,1328,12,1,1600,14.9695,10258.193
233,5425,7850,0,1596,12,1,1600,14.9695,2502.727
234,6676,5799,0,811,12,1,1600,14.9695,5889.082
235,5327,7938,0,219,12,1,1600,14.9695,1541.791
236,10993,10758,0,1279,12,1,1600,14.9695,7618.078
237,1614,6489,0,404,12,1,1600,14.9695,1515.476
238,1899,5027,0,716,12,1,1600,14.9695,6477.548
239,11258,8471,0,775,12,1,1600,14.9695,7673.525
240,3315,11428,0,282,12,1,1600,14.9695,1960.483
241,3990,2178,0,125,12,1,1600,14.9695,674.044
242,1735,11068,0,372,12,1,1600,14.9695,936.224
243,4546,265,0,1301,12,1,1600,14.9695,3678.799
244,9658,8062,0,1517,12,1,1600,14.9695,14833.871
245,1884,12335,0,1173,12,1,1600,14.9695,14679.691
