id,x,y,z,deadline,sf,gateways,windowlength,slotlength
1,10785,2020,0,120,12,1,400,14.9695
2,1280,1094,0,58,12,1,400,14.9695
3,1312,8045,0,355,12,1,400,14.9695
4,3241,9965,0,338,12,1,400,14.9695
5,1869,6105,0,110,12,1,400,14.9695
6,11712,2290,0,203,12,1,400,14.9695
7,5539,2907,0,311,12,1,400,14.9695
8,1891,5379,0,352,12,1,400,14.9695
9,11085,8630,0,322,12,1,400,14.9695
10,2233,1957,0,163,12,1,400,14.9695
11,9079,1157,0,23,12,1,400,14.9695
12,11129,3916,0,142,12,1,400,14.9695
13,10948,11516,0,338,12,1,400,14.9695
14,9037,9408,0,297,12,1,400,14.9695
15,1998,5275,0,65,12,1,400,14.9695
16,10822,10183,0,48,12,1,400,14.9695
17,8450,7842,0,101,12,1,400,14.9695
18,11551,5647,0,75,12,1,400,14.9695
19,1123,9733,0,317,12,1,400,14.9695
20,8990,5690,0,183,12,1,400,14.9695
21,3084,11876,0,70,12,1,400,14.9695
22,4282,5251,0,209,12,1,400,14.9695
23,1823,11105,0,85,12,1,400,14.9695
24,8977,1674,0,303,12,1,400,14.9695
25,7701,4093,0,306,12,1,400,14.9695
26,3776,8863,0,65,12,1,400,14.9695
27,11994,6541,0,68,12,1,400,14.9695
28,3748,8153,0,346,12,1,400,14.9695
29,4810,5284,0,251,12,1,400,14.9695
30,203,8005,0,5,12,1,400,14.9695
31,11195,8837,0,155,12,1,400,14.9695
32,5930,7101,0,237,12,1,400,14.9695
33,1849,6831,0,249,12,1,400,14.9695
34,10211,2055,0,194,12,1,400,14.9695
35,2989,6559,0,88,12,1,400,14.9695
36,11154,6060,0,83,12,1,400,14.9695
37,1274,695,0,11,12,1,400,14.9695
38,10434,9672,0,171,12,1,400,14.9695
39,491,5338,0,294,12,1,400,14.9695
40,11652,6780,0,331,12,1,400,14.9695
41,11538,10457,0,271,12,1,400,14.9695
42,7345,2865,0,128,12,1,400,14.9695
43,5331,1849,0,52,12,1,400,14.9695
44,7237,6558,0,350,12,1,400,14.9695
45,4321,2647,0,135,12,1,400,14.9695
46,6462,1451,0,306,12,1,400,14.9695
47,4035,8106,0,193,12,1,400,14.9695
48,8189,10648,0,176,12,1,400,14.9695
49,10730,9314,0,12,12,1,400,14.9695
50,6553,6845,0,205,12,1,400,14.9695
51,10368,7419,0,18,12,1,400,14.9695
52,1622,6907,0,315,12,1,400,14.9695
53,6239,5464,0,236,12,1,400,14.9695
54,2121,10385,0,340,12,1,400,14.9695
55,1688,2574,0,146,12,1,400,14.9695
56,11980,10493,0,378,12,1,400,14.9695
57,8207,12253,0,122,12,1,400,14.9695
58,10855,2937,0,145,12,1,400,14.9695
59,1184,5427,0,105,12,1,400,14.9695
60,8261,8799,0,392,12,1,400,14.9695
61,7340,7659,0,256,12,1,400,14.9695
62,7557,4472,0,113,12,1,400,14.9695
63,11790,9711,0,80,12,1,400,14.9695
64,12116,308,0,44,12,1,400,14.9695
65,6829,3020,0,147,12,1,400,14.9695
66,2399,10928,0,86,12,1,400,14.9695
67,7392,7596,0,152,12,1,400,14.9695
68,6512,11723,0,11,12,1,400,14.9695
69,1836,7513,0,386,12,1,400,14.9695
70,8859,5183,0,56,12,1,400,14.9695
71,2955,9474,0,75,12,1,400,14.9695
72,11672,3647,0,294,12,1,400,14.9695
73,11709,11103,0,51,12,1,400,14.9695
74,349,11208,0,75,12,1,400,14.9695
